segment_id	rank	segment_id_v1_7	point_code	grts_ranking	x	y
2023_113053	113053	1_7_47413	11956470_1	11956470	197129.24	211512.29
2023_39326	39326	1_4_220	12019026_1	12019026	246346.71	186380.54
2023_194189	194189	NA	12094902_1	12094902	203387.128265418	192117.209154769
2023_72201	72201	NA	12203777_1	12203777	60330.3186012094	207513.631917139
2023_38450	38450	NA	12332590_1	12332590	200853.801283374	219188.624801113
2023_103402	103402	NA	12388150_1	12388150	190095.638101431	196423.106676974
2023_144059	144059	NA	12401110_1	12401110	177757.101828756	213262.496870805
2023_226472	226472	1_4_890	12459282_1	12459282	220319.86	210735.79
2023_123503	123503	1_4_455	12542934_1	12542934	181163.12	208645.44
2023_39266	39266	1_4_160	12544338_1	12544338	248694.7	191433.91
2023_212385	212385	NA	12610226_1	12610226	245663.050516191	161154.744565137
2023_144056	144056	NA	12666070_1	12666070	177520.572040996	213408.503741655
2023_175060	175060	1_7_121103	12687425_1	12687425	74930.21	199944.93
2023_259130	259130	NA	12713206_1	12713206	199855.049411695	215574.233903617
2023_218831	218831	NA	12714882_1	12714882	252073.85499739	160168.207763395
2023_226446	226446	1_4_1067	12782866_1	12782866	222301	212141.87
2023_238638	238638	NA	12815122_1	12815122	224724.788785668	208526.266853398
2023_39421	39421	1_7_20142	12823026_1	12823026	246038.66	180990.98
2023_255370	255370	NA	12869138_1	12869138	228493.522162555	213702.715940156
2023_123495	123495	NA	12952534_1	12952534	180410.735479951	208479.457066793
2023_224935	224935	1_4_1542	12969846_1	12969846	207977.52	205841.56
2023_241528	241528	NA	12990482_1	12990482	231810.504442119	204836.271053737
2023_123777	123777	1_7_11716	13024982_1	13024982	177628.97	209322.76
2023_587	587	1_7_226907	13042806_1	13042806	209568.45	215084.82
2023_123483	123483	1_7_24977	13063126_1	13063126	179405.22	208186.19
2023_123586	123586	1_4_447	13063926_1	13063926	188383.32	210315.38
2023_255364	255364	NA	13065746_1	13065746	228590.255639258	214124.626677059
2023_241020	241020	1_7_17009	13124754_1	13124754	243189.3	205922.59
2023_231528	231528	1_7_129324	13150162_1	13150162	229426.62	200223.9
2023_175057	175057	1_7_121106	13166657_1	13166657	74764.72	200185.23
2023_72021	72021	1_7_197943	13211382_1	13211382	188583.83	208983.2
2023_259172	259172	NA	13236342_1	13236342	202641.678980725	216917.785757187
2023_39425	39425	1_7_20138	13249010_1	13249010	245792.51	180676.48
2023_206659	206659	NA	13294454_1	13294454	203577.466608353	209578.41824309
2023_5551	5551	1_4_1133	13320125_1	13320125	152700.39	226423.55
2023_255362	255362	NA	13327890_1	13327890	228653.633677498	214258.419949189
2023_98823	98823	NA	13370014_1	13370014	178098.708003947	221045.656081364
2023_46490	46490	1_7_26164	13380406_1	13380406	191635.65	198782.38
2023_209508	209508	1_4_1502	13397458_1	13397458	230786.67	187258.77
2023_221117	221117	NA	13416434_1	13416434	239030.491956354	181106.426873956
2023_213701	213701	NA	13454418_1	13454418	251199.218699999	200744.5273
2023_238631	238631	1_4_935	13470482_1	13470482	224684.26	209092.05
2023_39396	39396	NA	13487602_1	13487602	247315.371289872	183035.988926301
2023_39402	39402	1_7_20161	13503986_1	13503986	246828.17	182667.44
2023_39299	39299	1_4_193	13570386_1	13570386	248055.26	188343.65
2023_39368	39368	1_4_262	13606386_1	13606386	246152.94	183843.37
2023_144633	144633	NA	13658322_1	13658322	221624.342597804	201274.607098826
2023_39432	39432	1_4_1866	13838834_1	13838834	245484.41	180005.51
2023_144002	144002	NA	13931734_1	13931734	174222.392738602	211293.593698659
2023_33365	33365	NA	13937526_1	13937526	205027.227309066	209096.14188921
2023_238613	238613	1_4_917	13967634_1	13967634	224677.24	210642.77
2023_35602	35602	1_7_74873	13975826_1	13975826	224813.89	211930.82
2023_39362	39362	1_4_256	14044658_1	14044658	245589.08	183668.09
2023_39312	39312	1_4_206	14067026_1	14067026	247254.87	187336.72
2023_255381	255381	1_4_417	14081554_1	14081554	228718.66	212838.22
2023_209499	209499	1_4_1493	14085586_1	14085586	230035.84	186835.72
2023_123482	123482	1_7_24978	14111702_1	14111702	179327.38	208236.42
2023_39372	39372	1_4_266	14114290_1	14114290	246410.53	184145.44
2023_144016	144016	NA	14210262_1	14210262	175277.849907913	211170.542140303
2023_260898	260898	NA	14234889_1	14234889	118982.75077383	203755.377690747
2023_144051	144051	NA	14238934_1	14238934	177204.349418977	213055.356978268
2023_99522	99522	NA	14274678_1	14274678	202506.163608372	213678.497257596
2023_206675	206675	1_7_34550	14314358_1	14314358	204727.39	210164.78
2023_39160	39160	NA	14318674_1	14318674	250025.30374525	198492.722584732
2023_144023	144023	NA	14374102_1	14374102	175494.969408118	211817.835466164
2023_39282	39282	1_4_176	14412114_1	14412114	248132.76	190012.32
2023_252556	252556	1_4_712	14436854_1	14436854	202032.93	208239.38
2023_103414	103414	1_4_1893	14546742_1	14546742	190264.04	195508.55
2023_203454	203454	1_7_1594	14556326_1	14556326	200579.22	184454.36
2023_255387	255387	1_4_1157	14642706_1	14642706	228729.55	212352.98
2023_219280	219280	1_4_1371	14667969_1	14667969	86938.73	207678.34
2023_252560	252560	NA	14703478_1	14703478	202298.304459599	208481.837232973
2023_39463	39463	1_4_1835	14727666_1	14727666	243827.11	178727.54
2023_166741	166741	NA	14791926_1	14791926	196587.757383714	216382.757012669
2023_39334	39334	1_4_228	14802418_1	14802418	245941.14	185757.53
2023_39128	39128	1_7_8866	14803362_1	14803362	252362.69	199382.95
2023_39209	39209	NA	14843986_1	14843986	249024.424493797	195606.531387204
2023_39317	39317	NA	14853458_1	14853458	247053.254078862	186909.035657017
2023_5606	5606	1_7_28259	14872542_1	14872542	157632.52	224760.2
2023_38684	38684	1_7_191290	14952494_1	14952494	187363.82	223322.33
2023_252552	252552	1_4_708	14961142_1	14961142	201852.99	207966.67
2023_255422	255422	1_4_1152	15024146_1	15024146	228897.6	209812.31
2023_39481	39481	1_4_1817	15043314_1	15043314	243313.23	177174.08
2023_39117	39117	1_7_8877	15073698_1	15073698	252479.64	200418.64
2023_5602	5602	1_7_28222	15134686_1	15134686	157265.46	224923.35
2023_230692	230692	NA	15153106_1	15153106	228066.961945703	200538.262592788
2023_39371	39371	1_4_265	15162866_1	15162866	246347.31	184068.18
2023_238601	238601	NA	15163666_1	15163666	224567.531596127	211887.608245394
2023_91126	91126	NA	15168502_1	15168502	187329.301946918	214261.304858799
2023_123682	123682	1_7_29358	15222006_1	15222006	196036.3	214897.07
2023_255314	255314	1_4_443	15254034_1	15254034	228429.44	218040.15
2023_39353	39353	1_4_247	15281650_1	15281650	244964.1	184185.36
2023_5567	5567	NA	15312862_1	15312862	154172.223735217	226305.840243213
2023_226469	226469	1_4_887	15342866_1	15342866	220576.34	210873.75
2023_143788	143788	1_7_50907	15366006_1	15366006	209035.11	205120.76
2023_39415	39415	NA	15395314_1	15395314	246455.279125746	181469.420657205
2023_103413	103413	1_4_1892	15398710_1	15398710	190203.56	195593.51
2023_260216	260216	1_4_415	15426706_1	15426706	239681.61	206214.02
2023_241375	241375	1_4_544	15454354_1	15454354	242039.2	207290.74
2023_111618	111618	1_7_221476	15465774_1	15465774	186966.88	232031.85
2023_98822	98822	NA	15467166_1	15467166	178047.409817204	220962.525469956
2023_224941	224941	NA	15591286_1	15591286	208362.111089976	205910.875969718
2023_212372	212372	1_4_345	15611314_1	15611314	244937.32	161553.43
2023_218825	218825	1_4_25	15631234_1	15631234	251896.56	160616.75
2023_144618	144618	1_4_496	15681298_1	15681298	222044.43	202618.09
2023_144021	144021	NA	15684822_1	15684822	175468.933494811	211620.595652351
2023_166757	166757	NA	15721718_1	15721718	196816.966175756	217868.947004315
2023_39462	39462	1_4_1836	15776242_1	15776242	243922.9	178753.12
2023_84208	84208	NA	15781821_1	15781821	151598.171603745	223365.913321519
2023_144027	144027	NA	15803606_1	15803606	175762.248810889	211836.780400001
2023_5582	5582	NA	15960030_1	15960030	155579.683285481	225839.50215392
2023_39392	39392	NA	16111090_1	16111090	247623.007856649	183250.421839492
2023_209480	209480	1_4_1474	16128562_1	16128562	228892.84	185548.3
2023_194180	194180	1_7_59759	16186806_1	16186806	202772.91	191569.06
2023_255365	255365	NA	16211474_1	16211474	228570.78372267	214056.007310516
2023_212362	212362	1_4_335	16217522_1	16217522	244068.43	161252.88
2023_38391	38391	1_4_308	16233718_1	16233718	196929.67	216508.99
2023_5612	5612	1_7_28151	16289758_1	16289758	158208.78	224630.32
2023_212378	212378	1_4_351	16295346_1	16295346	245392.81	161390.33
2023_249423	249423	NA	16376798_1	16376798	161110.381874767	222113.817561315
2023_80915	80915	1_7_32383	16396502_1	16396502	171938.98	213027.47
2023_219277	219277	1_4_1368	16437441_1	16437441	86777.73	207928.25
2023_124415	124415	NA	16453506_1	16453506	257017.104914074	160922.882421492
2023_144623	144623	1_4_501	16459986_1	16459986	221861.24	202165.09
2023_255334	255334	1_4_786	16462354_1	16462354	228487.44	216475.72
2023_39236	39236	1_4_130	16513362_1	16513362	248045.69	193552.9
2023_123679	123679	1_7_29361	16532726_1	16532726	195760.39	214846.69
2023_46045	46045	1_7_55001	16648822_1	16648822	216065.81	208802.77
2023_260185	260185	NA	16650386_1	16650386	242662.906400003	207006.308800001
2023_209492	209492	1_4_1486	16657874_1	16657874	229456.79	186512.67
2023_166861	166861	1_7_190782	16660206_1	16660206	204353.6	221697.23
2023_83543	83543	NA	16680086_1	16680086	169349.058407509	209318.204832686
2023_39095	39095	NA	16682066_1	16682066	250790.554541535	201405.347373805
2023_19761	19761	1_7_157562	16771521_1	16771521	79045.88	212740.67
2023_46493	46493	NA	16788278_1	16788278	191821.514012214	198932.582108584
2023_212382	212382	1_4_355	16819634_1	16819634	245658.54	161326.19
2023_39068	39068	NA	16943586_1	16943586	252498.865971792	203300.139947448
2023_238258	238258	NA	16949401_1	16949401	102398.276040889	175188.905985752
2023_5571	5571	1_4_1672	16951262_1	16951262	154573.81	226211.22
2023_39138	39138	1_7_8856	16966050_1	16966050	251527.5	199186.32
2023_249718	249718	NA	16967286_1	16967286	211490.108529815	204939.257424574
1_4_1008	175050	1_4_1008	16967745_1	16967745	74266.94	200677.33
2023_80911	80911	1_4_1424	16986326_1	16986326	171793.04	212738.25
2023_40023	40023	NA	17061278_1	17061278	184569.020051908	233887.813126926
2023_206702	206702	NA	17112182_1	17112182	207129.192636286	210740.637979499
2023_46036	46036	1_7_55010	17123958_1	17123958	215176.72	208657.48
2023_166844	166844	1_7_190756	17159918_1	17159918	203272.85	221950.25
2023_255374	255374	NA	17161746_1	17161746	228494.410330608	213389.450665776
2023_5594	5594	NA	17172446_1	17172446	156522.91814705	225187.302512581
2023_166856	166856	NA	17241838_1	17241838	203814.795494708	221775.500853381
2023_255480	255480	1_4_1233	17282066_1	17282066	228486.61	204941.22
2023_39473	39473	1_4_1825	17299954_1	17299954	243392.73	177960.14
2023_90378	90378	NA	17350046_1	17350046	179005.001963403	232151.76907824
2023_224929	224929	NA	17360758_1	17360758	207526.051594345	205718.787202861
2023_39493	39493	NA	17421554_1	17421554	242591.708314216	176317.537858576
2023_218834	218834	NA	17433474_1	17433474	252223.494443353	160003.625395707
2023_39124	39124	1_7_8870	17441186_1	17441186	252539.93	199738.68
2023_260215	260215	1_4_414	17523858_1	17523858	239782.33	206233.99
2023_123460	123460	NA	17548246_1	17548246	177755.407447795	209189.140913506
2023_123577	123577	1_7_18421	17598198_1	17598198	187626.41	209994.49
2023_206665	206665	1_4_569	17619830_1	17619830	204091.15	209822.74
2023_113057	113057	NA	17641718_1	17641718	197488.998984082	211499.989926765
2023_233090	233090	NA	17649074_1	17649074	248509.871100001	161796.394099999
2023_39112	39112	1_7_8882	17662370_1	17662370	252092.45	200724.67
2023_213782	213782	1_4_59	17700946_1	17700946	245054.33	198479.92
2023_39318	39318	1_4_212	17720658_1	17720658	246999.09	186794.86
2023_39497	39497	1_4_1801	17749234_1	17749234	242335.75	175950.93
2023_39300	39300	1_4_194	17764690_1	17764690	247999.54	188261.06
2023_226474	226474	1_4_892	17767698_1	17767698	220159.97	210623.23
2023_144019	144019	NA	17781974_1	17781974	175395.136392932	211443.575284879
1_4_969	39056	1_4_969	3115490_2	17795554	253230	203955
2023_50548	50548	1_7_83282	17804662_1	17804662	218495.48	213519.98
2023_213812	213812	1_4_54	17835858_1	17835858	243022.19	198027.13
2023_212386	212386	NA	17853106_1	17853106	245606.690275743	161134.395304979
2023_123649	123649	1_7_22200	17889270_1	17889270	193087.39	213874
2023_39356	39356	1_4_250	17903090_1	17903090	245071.04	183910.43
2023_255425	255425	1_7_17866	17907730_1	17907730	228981.63	209559.73
2023_238531	238531	1_7_20568	17926418_1	17926418	223142.77	216910.06
2023_45966	45966	NA	17941366_1	17941366	209252.604108533	206478.619325768
2023_212357	212357	1_4_330	17980082_1	17980082	243738.4	160989.62
2023_39186	39186	NA	18002002_1	18002002	250214.532445511	196295.160182022
2023_206656	206656	NA	18013046_1	18013046	203329.711143174	209473.505242726
2023_227988	227988	NA	18075622_1	18075622	207237.265454278	184787.961179294
2023_166756	166756	NA	18081014_1	18081014	196758.588424962	217788.153784231
2023_39280	39280	NA	18082130_1	18082130	248212.451562214	190225.476090814
2023_92834	92834	1_7_197728	18086550_1	18086550	154759.07	203896.16
2023_123578	123578	1_7_18099	18122486_1	18122486	187719.25	210006.77
2023_39145	39145	1_7_8849	18152530_1	18152530	250877.87	199418.77
2023_123775	123775	1_7_26643	18153174_1	18153174	177455.54	209433.43
2023_144614	144614	1_4_492	18171666_1	18171666	221913.45	202983.01
2023_213779	213779	1_4_56	18270290_1	18270290	245290.56	198520.82
2023_226459	226459	NA	18271506_1	18271506	221484.707170169	211313.963469396
2023_224761	224761	NA	18302454_1	18302454	195194.663242877	204579.39904172
2023_39388	39388	NA	18404850_1	18404850	247617.927638467	183634.773089311
2023_39237	39237	1_4_131	18413906_1	18413906	248005.58	193461.36
2023_103407	103407	1_4_1347	18417462_1	18417462	190335.03	196111.78
2023_206699	206699	1_4_1184	18422902_1	18422902	206920.99	210771.33
2023_5546	5546	1_4_1128	18431933_1	18431933	152204.79	226361.37
2023_238517	238517	1_4_1108	18499858_1	18499858	223923.64	217897.46
2023_39167	39167	NA	18509906_1	18509906	250438.879107833	197934.245028687
2023_39457	39457	1_4_1841	18512370_1	18512370	244387.77	178658.84
2023_216080	216080	1_4_509	18535570_1	18535570	240321.68	202450.58
2023_39385	39385	1_4_279	18556402_1	18556402	247475.73	183873.37
2023_113060	113060	NA	18591990_1	18591990	197734.73251851	211363.284778826
2023_206685	206685	NA	18672502_1	18672502	205601.047230788	210347.912870536
2023_39157	39157	NA	18709586_1	18709586	249976.463802408	198780.537551314
2023_166811	166811	NA	18722350_1	18722350	200844.392558826	220616.878388675
2023_218837	218837	1_4_37	18744194_1	18744194	252415.54	159773.69
2023_255386	255386	1_4_1156	18837010_1	18837010	228728.5	212439.61
2023_212389	212389	1_4_362	18901682_1	18901682	245773.52	160997.99
2023_39240	39240	1_4_134	18938194_1	18938194	247869.67	193194.99
2023_39265	39265	1_4_159	18966866_1	18966866	248653.35	191524.84
2023_39436	39436	1_4_1862	18991602_1	18991602	245446.14	179611.65
2023_260187	260187	1_7_18805	19009682_1	19009682	242421.83	206935.36
2023_216078	216078	1_4_507	19059858_1	19059858	240488.55	202543.35
2023_39270	39270	1_4_164	19097938_1	19097938	248726.89	191047.29
2023_99527	99527	NA	19124342_1	19124342	202985.468864926	213796.411575966
2023_39477	39477	NA	19134962_1	19134962	243401.425420478	177622.299294363
2023_255343	255343	1_4_441	19214866_1	19214866	228536.85	215653.71
2023_238755	238755	1_4_81	19218642_1	19218642	225616.07	198684.13
2023_194181	194181	NA	19332534_1	19332534	202827.270092827	191608.821748202
2023_39325	39325	1_4_219	19359058_1	19359058	246444.09	186402.93
2023_218814	218814	1_4_952	19382962_1	19382962	251160.18	160984.42
2023_219271	219271	1_4_1362	19460289_1	19460289	86528.65	208418.87
2023_83580	83580	NA	19471086_1	19471086	202766.517404816	224381.008119391
2023_40029	40029	NA	19535262_1	19535262	185143.149819629	234024.244951312
2023_5550	5550	1_4_1132	19611581_1	19611581	152604.22	226389.35
2023_144621	144621	1_4_499	19613458_1	19613458	221940.54	202343.99
2023_206710	206710	NA	19618934_1	19618934	207852.920014639	210710.870503218
2023_218791	218791	1_4_1032	19619250_1	19619250	249417.05	161722.04
2023_123593	123593	1_7_23083	19637238_1	19637238	189005.8	210738.38
2023_102598	102598	NA	19646198_1	19646198	186154.692759554	209950.936317845
2023_79222	79222	NA	19650262_1	19650262	170495.052128938	207904.98620584
2023_123687	123687	1_7_29353	19657974_1	19657974	196503.28	214990.97
2023_153227	153227	NA	19692742_1	19692742	162635.190812386	179840.247709176
2023_5614	5614	1_7_28149	19714014_1	19714014	158398.28	224584.24
2023_103401	103401	NA	19728182_1	19728182	190002.066551009	196458.367992397
2023_238526	238526	NA	19892498_1	19892498	223438.371575278	217264.345476733
2023_238540	238540	NA	19921170_1	19921170	223143.85704633	216091.137408779
2023_39136	39136	1_7_8858	19947938_1	19947938	251699.3	199083.15
2023_206730	206730	1_4_1215	19987574_1	19987574	209350.45	211601.12
2023_123592	123592	1_7_23084	20063222_1	20063222	188926.53	210677.11
2023_203867	203867	1_7_31360	20073366_1	20073366	163168.24	212475.34
2023_39212	39212	NA	20152402_1	20152402	248736.832999964	195684.081245977
2023_123684	123684	1_7_29356	20182262_1	20182262	196225.98	214944.88
2023_206680	206680	NA	20212598_1	20212598	205152.265104027	210289.552901345
2023_39442	39442	1_4_1856	20236786_1	20236786	245461.07	179020.77
2023_255373	255373	NA	20307474_1	20307474	228470.611661954	213463.778004642
2023_113047	113047	1_7_215275	20312310_1	20312310	196653.34	211237.87
2023_39404	39404	1_7_20159	20319730_1	20319730	246777.17	182475.02
2023_144025	144025	NA	20337878_1	20337878	175597.653083243	211938.70100274
2023_238598	238598	NA	20341010_1	20341010	224753.628935908	212080.809698673
2023_220152	220152	NA	20372630_1	20372630	167248.878707956	205294.244239499
2023_169156	169156	NA	20404998_1	20404998	160652.164269572	157776.158596072
2023_45994	45994	1_7_35895	20409974_1	20409974	211470.53	207485.67
2023_113042	113042	1_7_198658	20443382_1	20443382	196154.28	211088.15
2023_39273	39273	1_4_167	20457810_1	20457810	248569.85	190793.26
2023_123681	123681	1_7_29359	20464886_1	20464886	195943.63	214863.34
2023_201258	201258	NA	20491478_1	20491478	171374.347400002	218181.0308
2023_90380	90380	NA	20495774_1	20495774	179150.755799012	232050.903519158
2023_39238	39238	1_4_132	20511058_1	20511058	247966.19	193369.51
2023_40030	40030	NA	20583838_1	20583838	185238.366746812	234054.330791542
2023_39384	39384	1_4_278	20653554_1	20653554	247416.77	183954.06
2023_206733	206733	NA	20675702_1	20675702	209510.175990062	211694.119279174
2023_102600	102600	NA	20694774_1	20694774	186347.486455392	210001.308762082
2023_213712	213712	1_7_13341	20708434_1	20708434	250524.36	200132.64
2023_219272	219272	1_4_1363	20713665_1	20713665	86511.78	208320.71
2023_38449	38449	NA	20721198_1	20721198	200921.32860931	219115.841140096
2023_209465	209465	1_4_1506	20740658_1	20740658	228165.52	184411.18
2023_33415	33415	NA	20741590_1	20741590	182955.464399102	215967.664764084
2023_255415	255415	NA	20754450_1	20754450	228749.610161585	210252.214942641
2023_166820	166820	NA	20758062_1	20758062	201480.30442414	220935.422083961
2023_589	589	1_7_226905	20776054_1	20776054	209575.26	214884.99
2023_218763	218763	NA	20784562_1	20784562	247153.702017932	162161.720509912
2023_194185	194185	NA	20905398_1	20905398	203093.289554256	191851.635123479
2023_169158	169158	1_7_25685	20929286_1	20929286	160423.58	157794.79
2023_83577	83577	NA	20978414_1	20978414	202819.924005079	224085.80433329
2023_39151	39151	NA	21052498_1	21052498	250363.051368536	199223.445015597
2023_238763	238763	1_4_89	21069010_1	21069010	225613.83	197892.37
2023_39113	39113	1_7_8881	21070242_1	21070242	252182.86	200681.32
2023_238749	238749	1_4_75	21102802_1	21102802	225727.68	199256.88
2023_221120	221120	NA	21215218_1	21215218	238841.146241292	181226.060718312
2023_255441	255441	NA	21225490_1	21225490	229155.192029267	208213.221307603
2023_144634	144634	NA	21227730_1	21227730	221622.912000001	201174.720958149
2023_39455	39455	NA	21248498_1	21248498	244591.079244453	178485.82630554
2023_123529	123529	NA	21333974_1	21333974	183392.018579701	208243.126376907
2023_39406	39406	1_7_20157	21368306_1	21368306	246767.07	182275.4
2023_218392	218392	1_4_1521	21387058_1	21387058	232206.82	177351.96
2023_39170	39170	NA	21393490_1	21393490	250578.078247196	197669.855714204
2023_37817	37817	1_7_170696	21479030_1	21479030	211922.51	209087.84
2023_238620	238620	1_4_924	21539602_1	21539602	224882.22	210048.87
2023_39303	39303	NA	21631314_1	21631314	247813.555284847	188062.062001675
2023_255392	255392	NA	21720594_1	21720594	228676.335296943	212042.315394395
2023_143990	143990	NA	21778646_1	21778646	173168.990349588	211295.617495493
2023_206666	206666	1_4_570	21814134_1	21814134	204140.01	209867.07
2023_238645	238645	1_4_901	21846802_1	21846802	224574.57	207810.78
2023_218826	218826	1_4_26	21857154_1	21857154	251973.4	160552.55
2023_238515	238515	NA	21973266_1	21973266	223953.404357083	218093.185269653
2023_249685	249685	NA	21989238_1	21989238	208660.077368044	203962.893268107
2023_39135	39135	1_7_8859	22045090_1	22045090	251792.69	199050.39
2023_105436	105436	1_7_189932	22046358_1	22046358	159041.81	203839.1
2023_39044	39044	1_4_981	22047202_1	22047202	253956.59	204804.95
2023_252528	252528	1_4_693	22055414_1	22055414	200349.46	207314.25
2023_40872	40872	NA	22065622_1	22065622	181075.360505933	217746.075767687
2023_39395	39395	1_4_289	22140402_1	22140402	247390.52	183058.99
2023_39187	39187	NA	22196306_1	22196306	250242.375731474	196199.386725437
2023_255346	255346	NA	22262290_1	22262290	228595.353185883	215476.389526463
2023_260191	260191	1_7_18801	22270098_1	22270098	242035.64	206830.81
2023_218799	218799	1_4_1040	22306226_1	22306226	249986.53	161421.91
2023_255372	255372	NA	22306322_1	22306322	228481.863420882	213528.512110207
2023_123776	123776	NA	22347478_1	22347478	177520.949275906	209394.083020145
2023_90096	90096	NA	22370862_1	22370862	194210.831138136	224986.084849427
2023_39059	39059	NA	22383074_1	22383074	253194.166577772	203669.062043752
2023_224938	224938	NA	22407030_1	22407030	208108.982026072	205897.476889545
2023_113048	113048	1_7_215274	22409462_1	22409462	196753.21	211267.63
2023_154790	154790	NA	22432246_1	22432246	201779.129299998	207805.953499999
2023_212363	212363	1_4_336	22508978_1	22508978	244159.42	161290.49
2023_123665	123665	NA	22512886_1	22512886	194437.888123411	214531.441357293
2023_250733	250733	NA	22532070_1	22532070	206935.874582377	184301.386554705
2023_99529	99529	NA	22532214_1	22532214	203184.724371043	213801.508571073
2023_39247	39247	1_4_141	22559058_1	22559058	247504.69	192601.07
2023_180399	180399	1_7_210208	22634429_1	22634429	149163.08	225701.94
2023_213840	213840	NA	22636370_1	22636370	241211.280320608	196934.904822909
2023_218393	218393	1_4_1522	22697778_1	22697778	232156.66	177441.94
2023_252522	252522	1_4_687	22706678_1	22706678	199945.49	207232.76
2023_166761	166761	NA	22734070_1	22734070	197068.457046672	218179.720536214
2023_38223	38223	NA	22761622_1	22761622	162614.903225272	204365.515724305
2023_238525	238525	1_7_20543	22776082_1	22776082	223446.17	217325.22
2023_238635	238635	1_4_939	22776594_1	22776594	224717.86	208751.67
2023_238536	238536	NA	22804754_1	22804754	223090.363663878	216484.436933372
2023_144631	144631	NA	22833362_1	22833362	221630.906826284	201472.980347974
2023_255428	255428	NA	22839314_1	22839314	229051.306753929	209300.609533874
2023_206686	206686	NA	22866806_1	22866806	205689.261696463	210375.084651448
2023_39111	39111	1_7_8883	22905250_1	22905250	251997.55	200756.33
2023_39061	39061	1_7_8912	22907362_1	22907362	253075.6	203408.51
2023_123787	123787	1_7_18438	23020502_1	23020502	178389.32	209655.76
2023_39091	39091	NA	23039058_1	23039058	250893.596209712	201791.558094563
2023_219281	219281	1_4_1372	23056577_1	23056577	87007.59	207605.88
2023_230711	230711	1_4_649	23058386_1	23058386	227697.35	199020.67
2023_39083	39083	NA	23125394_1	23125394	251382.391259054	202412.157646677
2023_113056	113056	NA	23146742_1	23146742	197389.005677931	211499.964899998
2023_39150	39150	1_7_8844	23149650_1	23149650	250409.55	199252.42
2023_238629	238629	1_4_933	23169810_1	23169810	224736.18	209282.15
2023_144012	144012	NA	23188694_1	23188694	175004.696852722	211169.390928253
2023_238594	238594	1_7_3809	23224594_1	23224594	224691.99	212355.92
2023_102603	102603	NA	23250678_1	23250678	186630.703663204	210100.216047432
2023_39193	39193	NA	23273554_1	23273554	250355.868585806	195627.023218108
2023_224944	224944	NA	23312246_1	23312246	208559.768363392	206028.031961008
2023_39060	39060	NA	23431650_1	23431650	253165.408195525	203573.322092003
2023_99523	99523	NA	23449718_1	23449718	202599.682736499	213707.064741297
2023_209494	209494	1_4_1488	23473618_1	23473618	229611.99	186636.85
2023_123457	123457	1_7_9424	23510742_1	23510742	177577.74	209191.82
2023_238524	238524	NA	23562514_1	23562514	223538.159430278	217405.649075668
2023_158925	158925	1_7_416	23619049_1	23619049	142567.7	191967.77
2023_255354	255354	1_4_433	23638546_1	23638546	228667.51	214836.88
2023_218840	218840	NA	23643010_1	23643010	252535.29408493	159606.236562901
2023_39409	39409	NA	23662066_1	23662066	246675.045399622	182026.338431315
2023_39494	39494	1_4_1804	23713010_1	23713010	242488.18	176206.02
2023_39259	39259	1_4_153	23767378_1	23767378	248189.97	191883.2
2023_238509	238509	NA	23808274_1	23808274	224127.569017626	218522.265485218
2023_5579	5579	NA	23824350_1	23824350	155287.465471751	225907.218100832
2023_238636	238636	1_4_940	23825170_1	23825170	224753.72	208666.25
2023_5575	5575	NA	23898078_1	23898078	154935.571691118	226085.910320429
2023_255414	255414	1_4_408	23900178_1	23900178	228746.13	210281.66
2023_256603	256603	NA	23927266_1	23927266	251969.383987169	205234.813197392
2023_39262	39262	NA	23947602_1	23947602	248430.207603145	191760.146089857
2023_144013	144013	NA	23975126_1	23975126	175047.209501356	211105.9262516
2023_123603	123603	NA	24028150_1	24028150	189795.414583945	211200.017374059
2023_39316	39316	1_4_210	24028498_1	24028498	247087.34	186973.84
2023_74742	74742	NA	24033142_1	24033142	209083.013999999	206140.085299999
2023_255305	255305	NA	24056426_1	24056426	228841.867183061	218784.664619499
2023_39323	39323	1_4_217	24077650_1	24077650	246631.99	186468.97
2023_219279	219279	1_4_1370	24105153_1	24105153	86881.38	207759.29
2023_213843	213843	NA	24123218_1	24123218	241049.42762815	196909.841636117
2023_255432	255432	1_4_406	24150034_1	24150034	229099.74	208934.28
2023_39242	39242	NA	24246610_1	24246610	247776.541275738	193053.063707887
2023_238624	238624	1_4_928	24267538_1	24267538	224765.77	209714.81
2023_203866	203866	NA	24267670_1	24267670	163090.949843996	212564.287099998
2023_206697	206697	NA	24386678_1	24386678	206702.513027428	210659.815389121
2023_39453	39453	1_4_1845	24394226_1	24394226	244709.24	178433.29
2023_123488	123488	1_7_24972	24409046_1	24409046	179854.37	208333.93
2023_38428	38428	NA	24419574_1	24419574	199560.241438497	218089.65804752
2023_255333	255333	1_4_785	24445458_1	24445458	228465.15	216558.05
2023_226451	226451	NA	24448274_1	24448274	222122.594007406	211709.761674076
2023_169151	169151	NA	24468230_1	24468230	161046.570214485	157549.986261508
2023_212370	212370	1_4_343	24524210_1	24524210	244760.71	161483.17
2023_123542	123542	1_4_601	24573910_1	24573910	184429.84	208985.13
2023_209485	209485	NA	24653266_1	24653266	229070.124417019	185970.303552297
2023_33368	33368	NA	24685430_1	24685430	205294.10383649	209141.536924483
2023_39338	39338	1_4_232	24698354_1	24698354	245730.86	185422.17
