scheme	sampling_unit_code	point_code	type	grts_ranking	is_centroid	grts_ranking_draw	legacy_site	x	y
53	73298_4030	73298_1	39	73298	1	73298	0	235453.6	185966.1
53	73682_4030	73682_1	39	73682	1	73682	0	234973.6	194862.1
53	74514_4030	74514_1	39	74514	1	74514	0	222941.6	204878.1
53	75474_4030	75474_1	39	75474	1	75474	0	223197.6	189358.1
53	77394_4030	77394_1	39	77394	1	77394	0	237949.6	187182.1
53	78454_4030	78454_1	39	78454	1	78454	0	217565.6	203534.1
53	78558_4030	78558_1	39	78558	1	78558	0	154109.6	231406.1
53	80594_4030	80594_1	39	80594	1	80594	0	222525.6	189070.1
53	81985_4030	81985_1	39	81985	1	81985	0	77789.6	196974.1
53	82222_4030	82222_1	39	82222	1	82222	0	192733.6	230350.1
53	86966_4030	86966_1	39	86966	1	86966	0	215933.6	198350.1
53	87250_4030	87250_1	39	87250	1	87250	0	220125.6	196846.1
53	8786_4030	8786_1	39	8786	1	8786	0	242749.6	192974.1
53	89310_4030	89310_1	39	89310	1	89310	0	166717.6	219630.1
53	89426_4030	89426_1	39	89426	1	89426	0	243229.6	191854.1
53	90334_4030	90334_1	39	90334	1	90334	0	163741.6	218798.1
53	90742_4030	90742_1	39	90742	1	90742	0	216253.6	204558.1
53	91122_4030	91122_1	39	91122	1	91122	0	238013.6	184814.1
53	91410_4030	91410_1	39	91410	1	91410	0	222621.6	216942.1
53	91614_4030	91614_1	39	91614	1	91614	0	166525.6	228494.1
53	91950_4030	91950_1	39	91950	1	91950	0	198877.6	232846.1
53	92126_4030	92126_1	39	92126	1	92126	0	154109.6	226190.1
53	92382_4030	92382_1	39	92382	1	92382	0	163677.6	225614.1
53	94174_4030	94174_1	39	94174	1	94174	0	158909.6	224942.1
53	94194_4030	94194_1	39	94194	1	94194	0	240221.6	185230.1
53	947126_4030	947126_1	39	947126	1	947126	0	217437.564	199438.097
53	94838_4030	94838_1	39	94838	1	94838	0	217885.6	204078.1
53	950_4030	950_1	39	950	1	950	0	214781.6	201998.1
53	95218_4030	95218_1	39	95218	1	95218	0	237053.6	183726.1
53	95862_4030	95862_1	39	95862	1	95862	0	213821.6	202830.1
53	96466_4030	96466_1	39	96466	1	96466	0	219037.6	199854.1
53	9938_4030	9938_1	39	9938	1	9938	0	223645.6	189070.1
53	99538_4030	99538_1	39	99538	1	99538	0	219453.6	195822.1
54	10003794_6120	10003794_1	45	10003794	1	10003794	0	247229.6	187726.1
54	10096978_6120	10096978_1	45	10096978	1	10096978	0	247613.6	187982.1
54	1010002_6120	1010002_1	45	1010002	1	1010002	0	248669.6	191278.1
54	10195282_6120	10195282_1	45	10195282	1	10195282	0	247933.6	189710.1
54	10530898_6120	10530898_1	45	10530898	1	10530898	0	250173.6	197038.1
54	1055218_6120	1055218_1	45	1055218	1	1055218	0	244573.6	181422.1
54	10791922_6120	10791922_1	45	10791922	1	10791922	0	243069.6	178318.1
54	10937682_6120	10937682_1	45	10937682	1	10937682	0	246173.6	186510.1
54	11145554_6120	11145554_1	45	11145554	1	11145554	0	247677.6	188046.1
54	11366482_6120	11366482_1	45	11366482	1	11366482	0	250429.6	197230.1
54	11366482_6120	11366482_2	45	11366482	0	11366482	0	250436.4	197215.22
54	11480562_6120	11480562_1	45	11480562	1	11480562	0	244765.6	184622.1
54	1150034_6120	1150034_1	45	1150034	1	1150034	0	251101.6	202190.1
54	12248402_6120	12248402_1	45	12248402	1	12248402	0	246045.6	186638.1
54	12248402_6120	12248402_2	45	12248402	0	12248402	0	246041.09	186628.44
54	12322130_6120	12322130_1	45	12322130	1	12322130	0	247165.6	188238.1
54	130130_6120	130130_1	45	130130	1	130130	0	251101.6	199470.1
54	13068626_6120	13068626_1	45	13068626	1	13068626	0	248509.6	191182.1
54	13149522_6120	13149522_1	45	13149522	1	13149522	0	247261.6	187854.1
54	13426066_6120	13426066_1	45	13426066	1	13426066	0	251133.6	202222.1
54	1354738_6120	1354738_1	45	1354738	1	1354738	0	243037.6	178254.1
54	13732946_6120	13732946_1	45	13732946	1	13732946	0	251037.6	202126.1
54	1375314_6120	1375314_1	45	1375314	1	1375314	0	250877.6	199502.1
54	13937650_6120	13937650_1	45	13937650	1	13937650	0	243069.6	178190.1
54	14029138_6120	14029138_1	45	14029138	1	14029138	0	247517.6	187950.1
54	14036466_6120	14036466_1	45	14036466	1	14036466	0	244733.6	184558.1
54	14082386_6120	14082386_1	45	14082386	1	14082386	0	247325.6	187854.1
54	14198098_6120	14198098_1	45	14198098	1	14198098	0	247293.6	187726.1
54	1446226_6120	1446226_1	45	1446226	1	1446226	0	247549.6	187918.1
54	14607698_6120	14607698_1	45	14607698	1	14607698	0	245949.6	186702.1
54	14725202_6120	14725202_1	45	14725202	1	14725202	0	250141.6	196974.1
54	14920690_6120	14920690_1	45	14920690	1	14920690	0	243037.6	178094.1
54	15130962_6120	15130962_1	45	15130962	1	15130962	0	247453.6	187822.1
54	15412722_6120	15412722_1	45	15412722	1	15412722	0	244765.6	184526.1
54	16001362_6120	16001362_1	45	16001362	1	16001362	0	248413.6	190670.1
54	16126290_6120	16126290_1	45	16126290	1	16126290	0	247453.6	188046.1
54	1615186_6120	1615186_1	45	1615186	1	1615186	0	247229.6	187662.1
54	16940370_6120	16940370_1	45	16940370	1	16940370	0	246237.6	193102.1
54	17017842_6120	17017842_1	45	17017842	1	17017842	0	243069.6	177966.1
54	17084498_6120	17084498_1	45	17084498	1	17084498	0	250045.6	196942.1
54	17182194_6120	17182194_1	45	17182194	1	17182194	0	244637.6	184750.1
54	17343826_6120	17343826_1	45	17343826	1	17343826	0	247229.6	187854.1
54	17469778_6120	17469778_1	45	17469778	1	17469778	0	247613.6	189646.1
54	1754450_6120	1754450_1	45	1754450	1	1754450	0	246877.6	189742.1
54	1780210_6120	1780210_1	45	1780210	1	1780210	0	245373.6	179758.1
54	18066418_6120	18066418_1	45	18066418	1	18066418	0	243101.6	178126.1
54	18131954_6120	18131954_1	45	18131954	1	18131954	0	243069.6	178222.1
54	18223442_6120	18223442_1	45	18223442	1	18223442	0	247517.6	187886.1
54	18230770_6120	18230770_1	45	18230770	1	18230770	0	244733.6	184622.1
54	18276690_6120	18276690_1	45	18276690	1	18276690	0	247389.6	187790.1
54	18311506_6120	18311506_1	45	18311506	1	18311506	0	248477.6	191022.1
54	18392402_6120	18392402_1	45	18392402	1	18392402	0	247229.6	187630.1
54	18583890_6120	18583890_1	45	18583890	1	18583890	0	247933.6	189742.1
54	188834_6120	188834_1	45	188834	1	188834	0	251549.6	199246.1
54	19114994_6120	19114994_1	45	19114994	1	19114994	0	243037.6	178030.1
54	19181650_6120	19181650_1	45	19181650	1	19181650	0	250109.6	196974.1
54	19272018_6120	19272018_1	45	19272018	1	19272018	0	247421.6	188046.1
54	19279346_6120	19279346_1	45	19279346	1	19279346	0	244605.6	184782.1
54	19589458_6120	19589458_1	45	19589458	1	19589458	0	248093.6	190702.1
54	19755090_6120	19755090_1	45	19755090	1	19755090	0	250461.6	197230.1
54	19869170_6120	19869170_1	45	19869170	1	19869170	0	244765.6	184558.1
54	20246610_6120	20246610_1	45	20246610	1	20246610	0	250365.6	197198.1
54	20320594_6120	20320594_1	45	20320594	1	20320594	0	247517.6	188014.1
54	20353362_6120	20353362_1	45	20353362	1	20353362	0	247421.6	189614.1
54	20900178_6120	20900178_1	45	20900178	1	20900178	0	248125.6	190638.1
54	21278802_6120	21278802_1	45	21278802	1	21278802	0	250077.6	196942.1
54	21538130_6120	21538130_1	45	21538130	1	21538130	0	247261.6	187758.1
54	2153874_6120	2153874_1	45	2153874	1	2153874	0	251293.6	202414.1
54	21766226_6120	21766226_1	45	21766226	1	21766226	0	249373.6	195502.1
54	21981522_6120	21981522_1	45	21981522	1	21981522	0	248605.6	191246.1
54	22417746_6120	22417746_1	45	22417746	1	22417746	0	247485.6	187982.1
54	22422866_6120	22422866_1	45	22422866	1	22422866	0	245629.6	186862.1
54	22470994_6120	22470994_1	45	22470994	1	22470994	0	247421.6	187854.1
54	22586706_6120	22586706_1	45	22586706	1	22586706	0	247261.6	187662.1
54	22996306_6120	22996306_1	45	22996306	1	22996306	0	245981.6	186670.1
54	2337778_6120	2337778_1	45	2337778	1	2337778	0	243069.6	178030.1
54	23473650_6120	23473650_1	45	23473650	1	23473650	0	244605.6	184718.1
54	23728466_6120	23728466_1	45	23728466	1	23728466	0	247613.6	188046.1
54	23783762_6120	23783762_1	45	23783762	1	23783762	0	248157.6	190798.1
54	23949394_6120	23949394_1	45	23949394	1	23949394	0	250493.6	197294.1
54	2404434_6120	2404434_1	45	2404434	1	2404434	0	250109.6	197006.1
54	240626_6120	240626_1	45	240626	1	240626	0	243037.6	177966.1
54	24514898_6120	24514898_1	45	24514898	1	24514898	0	247485.6	188078.1
54	24568146_6120	24568146_1	45	24568146	1	24568146	0	247357.6	187726.1
54	2502130_6120	2502130_1	45	2502130	1	2502130	0	244605.6	184750.1
54	25471986_6120	25471986_1	45	25471986	1	25471986	0	243101.6	178350.1
54	25570802_6120	25570802_1	45	25570802	1	25570802	0	244637.6	184718.1
54	2698738_6120	2698738_1	45	2698738	1	2698738	0	244893.6	184206.1
54	2748498_6120	2748498_1	45	2748498	1	2748498	0	249917.6	197870.1
54	2977874_6120	2977874_1	45	2977874	1	2977874	0	250461.6	197262.1
54	3001842_6120	3001842_1	45	3001842	1	3001842	0	247165.6	183086.1
54	3013714_6120	3013714_1	45	3013714	1	3013714	0	251389.6	199342.1
54	3013714_6120	3013714_2	45	32373842	0	3013714	0	251382.15	199318.93
54	3275858_6120	3275858_1	45	3275858	1	3275858	0	250941.6	199502.1
54	3275858_6120	3275858_2	45	36830290	0	3275858	0	250929.26	199468.81
54	3314002_6120	3314002_1	45	3314002	1	3314002	0	247773.6	189710.1
54	332114_6120	332114_1	45	332114	1	332114	0	247421.6	188494.1
54	3469394_6120	3469394_1	45	3469394	1	3469394	0	250333.6	197166.1
54	3472466_6120	3472466_1	45	3472466	1	3472466	0	250717.6	199470.1
54	3476978_6120	3476978_1	45	3476978	1	3476978	0	246397.6	182126.1
54	3489106_6120	3489106_1	45	3489106	1	3489106	0	247293.6	193678.1
54	3489106_6120	3489106_2	45	37043538	0	3489106	0	247266.64	193678.41
54	3543378_6120	3543378_1	45	3543378	1	3543378	0	247517.6	188046.1
54	3576146_6120	3576146_1	45	3576146	1	3576146	0	247389.6	189614.1
54	3860818_6120	3860818_1	45	3860818	1	3860818	0	248189.6	190894.1
54	397650_6120	397650_1	45	397650	1	397650	0	247421.6	187950.1
54	404978_6120	404978_1	45	404978	1	404978	0	244637.6	184782.1
54	4121938_6120	4121938_1	45	4121938	1	4121938	0	245789.6	186830.1
54	4122962_6120	4122962_1	45	4122962	1	4122962	0	248125.6	190670.1
54	4180450_6120	4180450_1	45	4180450	1	4180450	0	251965.6	203214.1
54	4231506_6120	4231506_1	45	4231506	1	4231506	0	247933.6	189294.1
54	4377058_6120	4377058_1	45	4377058	1	4377058	0	251869.6	203150.1
54	4501586_6120	4501586_1	45	4501586	1	4501586	0	250109.6	196942.1
54	4501586_6120	4501586_2	45	36745298	0	4501586	0	250126.08	196934.12
54	4760914_6120	4760914_1	45	4760914	1	4760914	0	247293.6	187758.1
54	5035506_6120	5035506_1	45	5035506	1	5035506	0	247357.6	183342.1
54	5249522_6120	5249522_1	45	5249522	1	5249522	0	244541.6	181422.1
54	5280082_6120	5280082_1	45	5280082	1	5280082	0	247997.6	189326.1
54	5409250_6120	5409250_1	45	5409250	1	5409250	0	252541.6	203374.1
54	5425634_6120	5425634_1	45	5425634	1	5425634	0	251773.6	203054.1
54	5476690_6120	5476690_1	45	5476690	1	5476690	0	247933.6	189646.1
54	5640530_6120	5640530_1	45	5640530	1	5640530	0	247485.6	187950.1
54	5645650_6120	5645650_1	45	5645650	1	5645650	0	245597.6	186862.1
54	566610_6120	566610_1	45	566610	1	566610	0	247197.6	187822.1
54	5694802_6120	5694802_1	45	5694802	1	5694802	0	246109.6	186574.1
54	6000978_6120	6000978_1	45	6000978	1	6000978	0	247869.6	189742.1
54	6122834_6120	6122834_1	45	6122834	1	6122834	0	246813.6	191534.1
54	6372434_6120	6372434_1	45	6372434	1	6372434	0	250365.6	199310.1
54	654418_6120	654418_1	45	654418	1	654418	0	251261.6	199406.1
54	6852946_6120	6852946_1	45	6852946	1	6852946	0	247965.6	189134.1
54	6951250_6120	6951250_1	45	6951250	1	6951250	0	247613.6	188014.1
54	7120210_6120	7120210_1	45	7120210	1	7120210	0	247229.6	187598.1
54	7172178_6120	7172178_1	45	7172178	1	7172178	0	250461.6	197294.1
54	7178722_6120	7178722_1	45	7178722	1	7178722	0	253053.6	203470.1
54	7196146_6120	7196146_1	45	7196146	1	7196146	0	247101.6	183054.1
54	7208018_6120	7208018_1	45	7208018	1	7208018	0	251325.6	199374.1
54	7907826_6120	7907826_1	45	7907826	1	7907826	0	245821.6	181422.1
54	8315298_6120	8315298_1	45	8315298	1	8315298	0	251709.6	199150.1
54	8373586_6120	8373586_1	45	8373586	1	8373586	0	247005.6	188942.1
54	8416594_6120	8416594_1	45	8416594	1	8416594	0	246717.6	191598.1
54	8518738_6120	8518738_1	45	8518738	1	8518738	0	251037.6	199502.1
54	8695890_6120	8695890_1	45	8695890	1	8695890	0	250045.6	196878.1
54	8793586_6120	8793586_1	45	8793586	1	8793586	0	244669.6	184718.1
54	8955218_6120	8955218_1	45	8955218	1	8955218	0	247197.6	187790.1
54	968018_6120	968018_1	45	968018	1	968018	0	246845.6	189582.1
54	9834834_6120	9834834_1	45	9834834	1	9834834	0	247453.6	187918.1
54	9842162_6120	9842162_1	45	9842162	1	9842162	0	244637.6	184654.1
54	9888082_6120	9888082_1	45	9888082	1	9888082	0	247325.6	187790.1
55	1022766_6230_hmo	1022766_1	51	1022766	1	1022766	0	195581.6	228014.1
55	103634_6230_hn	103634_1	52	103634	1	103634	0	219549.6	196910.1
55	1036446_6230_hmo	1036446_1	51	1036446	1	1036446	0	170109.6	224494.1
55	1036446_6230_hmo	1036446_2	51	1036446	0	1036446	0	170109.98	224478.91
55	1036446_6230_hn	1036446_1	52	1036446	1	1036446	0	170109.6	224494.1
55	1037522_6230_hn	1037522_1	52	1037522	1	1037522	0	219677.6	197134.1
55	1037522_6230_hn	1037522_2	52	34591954	0	1037522	0	219714.59	197117.83
55	1040518_6230_hn	1040518_1	52	1040518	1	1040518	0	180381.6	184494.1
55	1046098_6230_ha	1046098_1	50	1046098	1	1046098	0	239229.6	186670.1
55	1046098_6230_hn	1046098_1	52	1046098	1	1046098	0	239229.6	186670.1
55	1067986_6230_hn	1067986_1	52	1067986	1	1067986	0	227325.6	194862.1
55	1068086_6230_hn	1068086_1	52	1068086	1	1068086	0	198205.6	187886.1
55	1082294_6230_hn	1082294_1	52	1082294	1	1082294	0	215069.6	201070.1
55	1085366_6230_hn	1085366_1	52	1085366	1	1085366	0	217213.6	197710.1
55	1085366_6230_hn	1085366_2	52	1085366	0	1085366	0	217214.9	197709.73
55	1095890_6230_hn	1095890_1	52	1095890	1	1095890	0	219517.6	198638.1
55	1095890_6230_hn	1095890_2	52	42711250	0	1095890	0	219509.7	198617.82
55	1107666_6230_ha	1107666_1	50	1107666	1	1107666	0	224061.6	189806.1
55	1115122_6230_hn	1115122_1	52	1115122	1	1115122	0	237149.6	183598.1
55	1115122_6230_hn	1115122_2	52	51446770	0	1115122	0	237159.8	183637.42
55	1119442_6230_hn	1119442_1	52	1119442	1	1119442	0	219613.6	197294.1
55	1135826_6230_hn	1135826_1	52	1135826	1	1135826	0	220029.6	196910.1
55	1135826_6230_hn	1135826_2	52	38884562	0	1135826	0	220022.4	196886.68
55	1150886_6230_hmo	1150886_1	51	1150886	1	1150886	0	186141.6	180302.1
55	1150886_6230_hmo	1150886_2	51	1150886	0	1150886	0	186145.67	180300.91
55	1152210_6230_hn	1152210_1	52	1152210	1	1152210	0	219453.6	196846.1
55	116950_6230_ha	116950_1	50	116950	1	116950	0	176893.6	217390.1
55	1195526_6230_ha	1195526_1	50	1195526	1	1195526	0	158813.6	166030.1
55	1208662_6230_hmo	1208662_1	51	1208662	1	1208662	0	184989.6	190798.1
55	1212382_6230_hn	1212382_1	52	1212382	1	1212382	0	159709.6	225454.1
55	1212382_6230_hn	1212382_2	52	1212382	0	1212382	0	159697.3	225447.26
55	1216210_6230_ha	1216210_1	50	1216210	1	1216210	0	223965.6	192046.1
55	1216422_6230_hmo	1216422_1	51	1216422	1	1216422	0	186397.6	179982.1
55	1217746_6230_hn	1217746_1	52	1217746	1	1217746	0	219389.6	196558.1
55	1217746_6230_hn	1217746_2	52	1217746	0	1217746	0	219393.7	196547.11
55	1231542_6230_ha	1231542_1	50	1231542	1	1231542	0	214685.6	190606.1
55	1231662_6230_hn	1231662_1	52	1231662	1	1231662	0	196317.6	229262.1
55	1249582_6230_ha	1249582_1	50	1249582	1	1249582	0	191101.6	230446.1
55	1254486_6230_hmo	1254486_1	51	1254486	1	1254486	0	184125.6	194414.1
55	1254486_6230_hmo	1254486_2	51	23274582	0	1254486	0	184089.79	194368.49
55	1255122_6230_ha	1255122_1	50	1255122	1	1255122	0	223229.6	189806.1
55	1269458_6230_ha	1269458_1	50	1269458	1	1269458	0	224125.6	189998.1
55	1320022_6230_hmo	1320022_1	51	1320022	1	1320022	0	184189.6	194574.1
55	1329801_6230	1329801_1	49	1329801	1	1329801	0	112029.6	193390.1
55	1359838_6230_hn	1359838_1	52	1359838	1	1359838	0	159325.6	225966.1
55	1373778_6230_hn	1373778_1	52	1373778	1	1373778	0	239293.6	186318.1
55	1381510_6230_ha	1381510_1	50	1381510	1	1381510	0	179613.6	181710.1
55	1381569_6230_hmo	1381569_1	51	1381569	1	1381569	0	86237.6	203822.1
55	1381569_6230_hmo	1381569_2	51	1381569	0	1381569	0	86239.36	203822.44
55	1392705_6230_hmo	1392705_1	51	1392705	1	1392705	0	77405.6	197070.1
55	1392705_6230_hmo	1392705_2	51	18169921	0	1392705	0	77445.7	197039.7
55	1395766_6230_hn	1395766_1	52	1395766	1	1395766	0	198973.6	188398.1
55	1397970_6230_hn	1397970_1	52	1397970	1	1397970	0	219997.6	196686.1
55	1409089_6230_hmo	1409089_1	51	1409089	1	1409089	0	78045.6	197134.1
55	1409089_6230_hmo	1409089_2	51	1409089	0	1409089	0	78036.79	197134.29
55	141010_6230_ha	141010_1	50	141010	1	141010	0	223741.6	189870.1
55	1414354_6230_hn	1414354_1	52	1414354	1	1414354	0	219325.6	196590.1
55	1414354_6230_hn	1414354_2	52	1414354	0	1414354	0	219317.24	196595.67
55	1428270_6230_hn	1428270_1	52	1428270	1	1428270	0	196637.6	229230.1
55	1436718_6230_hmo	1436718_1	51	1436718	1	1436718	0	193917.6	218670.1
55	1436718_6230_hmo	1436718_2	51	1436718	0	1436718	0	193927.76	218669.64
55	1436882_6230_hmo	1436882_1	51	1436882	1	1436882	0	224733.6	194862.1
55	1436882_6230_hmo	1436882_2	51	18214098	0	1436882	0	224760.7	194874.4
55	1443378_6230_hn	1443378_1	52	1443378	1	1443378	0	234877.6	182318.1
55	1443378_6230_hn	1443378_2	52	60163634	0	1443378	0	234884.99	182288.99
55	1448238_6230_ha	1448238_1	50	1448238	1	1448238	0	191517.6	231726.1
55	1452338_6230_hn	1452338_1	52	1452338	1	1452338	0	226045.6	182350.1
55	1457206_6230_ha	1457206_1	50	1457206	1	1457206	0	198301.68	187854.01
55	1457206_6230_hn	1457206_1	52	1457206	1	1457206	0	198301.6	187854.1
55	1461302_6230_ha	1461302_1	50	1461302	1	1461302	0	198845.61	188333.9
55	1461302_6230_hn	1461302_1	52	1461302	1	1461302	0	198845.6	188334.1
55	1464626_6230_ha	1464626_1	50	1464626	1	1464626	0	224733.6	181838.1
55	1470598_6230	1470598_1	49	1470598	1	1470598	0	177981.6	184110.1
55	1474526_6230_hmo	1474526_1	51	1474526	1	1474526	0	159517.6	225742.1
55	1474526_6230_hn	1474526_1	52	1474526	1	1474526	0	159517.6	225742.1
55	1474694_6230_ha	1474694_1	50	1474694	1	1474694	0	179389.6	183470.1
55	1478582_6230_hn	1478582_1	52	1478582	1	1478582	0	216701.6	198094.1
55	1480198_6230_ha	1480198_1	50	1480198	1	1480198	0	154557.6	162126.1
55	1508278_6230_hn	1508278_1	52	1508278	1	1508278	0	214781.6	201422.1
55	1530761_6230	1530761_1	49	1530761	1	1530761	0	112157.6	193422.1
55	1531602_6230_ha	1531602_1	50	1531602	1	1531602	0	223933.6	190190.1
55	1546542_6230_ha	1546542_1	50	1546542	1	1546542	0	191677.6	231982.1
55	1563270_6230_ha	1563270_1	50	1563270	1	1563270	0	174013.6	171886.1
55	1566033_6230_hmo	1566033_1	51	1566033	1	1566033	0	51069.6	168942.1
55	1566033_6230_hmo	1566033_2	51	6808913	0	1566033	0	51097.53	168969.23
55	1582166_6230_hmo	1582166_1	51	1582166	1	1582166	0	183869.6	194574.1
55	158854_6230	158854_1	49	158854	1	158854	0	182493.6	182798.1
55	1593478_6230_ha	1593478_1	50	1593478	1	1593478	0	180061.6	182158.1
55	1593478_6230_ha	1593478_2	50	18370694	0	1593478	0	180091.62	182159.54
55	1594294_6230_hn	1594294_1	52	1594294	1	1594294	0	216221.6	198638.1
55	1608658_6230_hn	1608658_1	52	1608658	1	1608658	0	228029.6	195118.1
55	1627010_6230_hn	1627010_1	52	1627010	1	1627010	0	254845.6	158382.1
55	1627010_6230_hnk	1627010_1	53	1627010	1	1627010	0	254845.6	158382.1
55	1627010_6230_hnk	1627010_2	53	26792834	0	1627010	0	254788.26	158336.72
55	1631954_6230_ha	1631954_1	50	1631954	1	1631954	0	223805.6	189870.1
55	1634546_6230_ha	1634546_1	50	1634546	1	1634546	0	237021.6	174606.1
55	1646894_6230	1646894_1	49	1646894	1	1646894	0	190589.6	228334.1
55	1660114_6230_hn	1660114_1	52	1660114	1	1660114	0	219805.6	196622.1
55	1660114_6230_hn	1660114_2	52	66671826	0	1660114	0	219707.6	196609.21
55	1660950_6230_hmo	1660950_1	51	1660950	1	1660950	0	162109.99	195726.14
55	1676498_6230_hn	1676498_1	52	1676498	1	1676498	0	219453.6	196622.1
55	1676498_6230_hn	1676498_2	52	35230930	0	1676498	0	219438.32	196598.03
55	1691550_6230_hn	1691550_1	52	1691550	1	1691550	0	174877.6	232622.1
55	1703174_6230_ha	1703174_1	50	1703174	1	1703174	0	166717.6	163886.1
55	1711014_6230_ha	1711014_1	50	1711014	1	1711014	0	190141.6	182094.1
55	1711014_6230_hmo	1711014_1	51	1711014	1	1711014	0	190141.6	182094.1
55	1713874_6230_ha	1713874_1	50	1713874	1	1713874	0	223261.6	189838.1
55	1719814_6230_ha	1719814_1	50	1719814	1	1719814	0	159133.6	165966.1
55	1723446_6230_ha	1723446_1	50	1723446	1	1723446	0	198973.6	188110.1
55	1723446_6230_ha	1723446_2	50	1723446	0	1723446	0	198972.6	188111.97
55	1723446_6230_hn	1723446_1	52	1723446	1	1723446	0	198973.6	188110.1
55	1742034_6230_hn	1742034_1	52	1742034	1	1742034	0	219517.6	196462.1
55	1742034_6230_hn	1742034_2	52	43685074	0	1742034	0	219459.94	196478.95
55	1766190_6230_hn	1766190_1	52	1766190	1	1766190	0	197725.6	231342.1
55	178390_6230_hmo	178390_1	51	178390	1	178390	0	175581.6	214702.1
55	1793746_6230_ha	1793746_1	50	1793746	1	1793746	0	223837.6	190030.1
55	1799154_6230_hn	1799154_1	52	1799154	1	1799154	0	236125.6	182894.1
55	1799154_6230_hn	1799154_2	52	1799154	0	1799154	0	236135.58	182893.24
55	1802206_6230_ha	1802206_1	50	1802206	1	1802206	0	160189.6	225646.1
55	1826514_6230_ha	1826514_1	50	1826514	1	1826514	0	223581.6	190126.1
55	1859078_6230_ha	1859078_1	50	1859078	1	1859078	0	160573.6	166862.1
55	1869878_6230_hn	1869878_1	52	1869878	1	1869878	0	198589.6	193870.1
55	187014_6230_ha	187014_1	50	187014	1	187014	0	173981.6	172078.1
55	1871798_6230_hn	1871798_1	52	1871798	1	1871798	0	217373.6	197710.1
55	1877714_6230_hn	1877714_1	52	1877714	1	1877714	0	224541.6	188782.1
55	1884126_6230_hmo	1884126_1	51	1884126	1	1884126	0	159453.6	226094.1
55	1884126_6230_hn	1884126_1	52	1884126	1	1884126	0	159453.6	226094.1
55	1887022_6230	1887022_1	49	1887022	1	1887022	0	196989.6	229454.1
55	1887022_6230	1887022_2	52	40422190	0	1887022	0	196862.87	229544.48
55	1890606_6230_hn	1890606_1	52	1890606	1	1890606	0	190717.6	231598.1
55	1898142_6230_ha	1898142_1	50	1898142	1	1898142	0	180221.6	223278.1
55	1905874_6230_hn	1905874_1	52	1905874	1	1905874	0	219293.6	197262.1
55	1922258_6230_hn	1922258_1	52	1922258	1	1922258	0	219805.6	196974.1
55	1933238_6230_hn	1933238_1	52	1933238	1	1933238	0	218333.6	195982.1
55	1938478_6230_hmo	1938478_1	51	1938478	1	1938478	0	189757.6	218766.1
55	1938478_6230_hmo	1938478_2	51	56464430	0	1938478	0	189778.09	218765.91
55	1938642_6230_hn	1938642_1	52	1938642	1	1938642	0	219197.6	196974.1
55	1944110_6230_ha	1944110_1	50	1944110	1	1944110	0	195325.6	223950.1
55	19510_6230_hn	19510_1	52	19510	1	19510	0	198269.6	188014.1
55	19510_6230_hn	19510_2	52	33311798	0	19510	0	198481.71	188018.68
55	1951958_6230_ha	1951958_1	50	1951958	1	1951958	0	176989.6	217294.1
55	1985590_6230_hn	1985590_1	52	1985590	1	1985590	0	199037.6	188270.1
55	2002502_6230_ha	2002502_1	50	2002502	1	2002502	0	174973.6	168494.1
55	2004178_6230_hn	2004178_1	52	2004178	1	2004178	0	219389.6	196302.1
55	201006_6230_ha	201006_1	50	201006	1	201006	0	191165.6	230382.1
55	201006_6230_hn	201006_1	52	201006	1	201006	0	191165.6	230382.1
55	201006_6230_hn	201006_2	52	33755438	0	201006	0	191172.27	230421.1
55	2016242_6230_ha	2016242_1	50	2016242	1	2016242	0	238813.6	183054.1
55	2016390_6230	2016390_1	49	2016390	1	2016390	0	178173.6	177710.1
55	2025526_6230_ha	2025526_1	50	2025526	1	2025526	0	199325.6	190574.1
55	2028745_6230_hn	2028745_1	52	2028745	1	2028745	0	97245.6	189966.1
55	2042414_6230_ha	2042414_1	50	2042414	1	2042414	0	194909.6	223470.1
55	2070830_6230_ha	2070830_1	50	2070830	1	2070830	0	191997.6	232046.1
55	207406_6230_ha	207406_1	50	207406	1	207406	0	194877.6	223438.1
55	207406_6230_hmo	207406_1	51	207406	1	207406	0	194877.6	223438.1
55	207406_6230_hmo	207406_2	51	5188142	0	207406	0	194959.74	223565.62
55	2080902_6230_ha	2080902_1	50	2080902	1	2080902	0	179613.6	181838.1
55	2085022_6230_hn	2085022_1	52	2085022	1	2085022	0	170141.6	224526.1
55	2088658_6230_ha	2088658_1	50	2088658	1	2088658	0	223453.6	189998.1
55	2103598_6230_ha	2103598_1	50	2103598	1	2103598	0	191165.6	231758.1
55	2116662_6230_hn	2116662_1	52	2116662	1	2116662	0	198365.6	188014.1
55	2127698_6230_hn	2127698_1	52	2127698	1	2127698	0	242621.6	195886.1
55	2133734_6230_ha	2133734_1	50	2133734	1	2133734	0	216957.6	185550.1
55	2133734_6230_hmo	2133734_1	51	2133734	1	2133734	0	216957.6	185550.1
55	2133926_6230_hmo	2133926_1	51	2133926	1	2133926	0	186045.6	179886.1
55	2133926_6230_hmo	2133926_2	51	31494054	0	2133926	0	186084.3	179851.56
55	2133942_6230_hn	2133942_1	52	2133942	1	2133942	0	217341.6	197710.1
55	2135094_6230_ha	2135094_1	50	2135094	1	2135094	0	195581.6	186062.1
55	2156242_6230_ha	2156242_1	50	2156242	1	2156242	0	224221.6	189838.1
