scheme	sampling_unit_code	phab	certain	description_orig
HQ2160	1441585_2160	50	TRUE	50% 2160; 30% 2120; 20% gh
HQ2160	1447089_2160	30	TRUE	60% 2130_hd; 30% 2160; 10% 2120
HQ2160	1451185_2160	100	TRUE	NA
HQ2160	1453873_2160	100	TRUE	100% 2160
HQ2160	1464497_2160	100	TRUE	100% 2160
HQ2160	1488241_2160	100	TRUE	100% 2160
HQ2160	1501361_2160	100	TRUE	NA
HQ2160	1505457_2160	60	TRUE	60% 2160; 20% 2130_hd; 10% 2170; 10% 2120
HQ2160	1510709_2160	20	TRUE	60% 2120; 20% 2130_hd; 20% 2160
HQ2160	1512625_2160	100	TRUE	NA
HQ2160	1516721_2160	100	TRUE	NA
HQ2160	1531445_2160	20	TRUE	60% 2120; 20% 2130_hd; 20% 2160
HQ2160	1558641_2160	100	TRUE	100% 2160
HQ2160	1560369_2160	75	TRUE	75% 2160; 10% 2130_hd; 15% 2120
HQ2160	1563317_2160	40	TRUE	40% 2160; 30% gh; 30% 2130_hd
HQ2160	1572149_2160	100	TRUE	100% 2160
HQ2160	1582257_2160	100	TRUE	NA
HQ2160	1604917_2160	85	TRUE	85% 2160; 10% 2190; 5% 2180
HQ2160	1605425_2160	100	TRUE	100% 2160
HQ2160	1610929_2160	100	TRUE	NA
HQ2160	1621809_2160	30	TRUE	50% 2120; 30% 2160; 15% 2130_hd; 5% gh
HQ2160	1638193_2160	80	TRUE	80% 2160; 20% 2130_hd
HQ2160	1643697_2160	100	TRUE	NA
HQ2160	1647793_2160	100	TRUE	NA
HQ2160	1650225_2160	20	TRUE	75% 2120; 20% 2160; 5% 2130_hd
HQ2160	165301_2160	30	TRUE	70% 2130_hd; 30% 2160
HQ2160	1675317_2160	80	TRUE	80% 2160; 20% 2130_hd
HQ2160	1695537_2160	70	TRUE	70% 2160; 20% 2120; 5% 2170; 5% 2130_hd
HQ2160	1715761_2160	75	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2160	1725617_2160	100	TRUE	NA
HQ2160	1731377_2160	100	TRUE	NA
HQ2160	1740593_2160	70	TRUE	70% 2160; 20% 2120; 5% 2170; 5% 2130_hd
HQ2160	1763505_2160	100	TRUE	NA
HQ2160	1765169_2160	80	TRUE	80% 2160; 10% 2170; 10% 2120
HQ2160	1768757_2160	70	TRUE	70% 2160; 30% 2130_hd
HQ2160	1768885_2160	40	TRUE	40% 2160; 30% 2130_hd; 20% gh; 10% 2120
HQ2160	1769265_2160	80	TRUE	80% 2160; 20% 2130_hd
HQ2160	1774769_2160	100	TRUE	NA
HQ2160	1781297_2160	70	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2160	1785649_2160	80	TRUE	80% 2160; 10% 2170; 10% 2130_hd
HQ2160	1793589_2160	20	TRUE	60% 2120; 20% 2130_hd; 20% 2160
HQ2160	228977_2160	100	TRUE	100% 2160
HQ2160	251317_2160	40	TRUE	40% 2160; 40% gh; 20% 2130_hd
HQ2160	260273_2160	30	TRUE	40% 2120; 30% 2160; 20% 2130_hd; 10% 2170
HQ2160	304305_2160	100	TRUE	NA
HQ2160	32561_2160	70	TRUE	70% 2160; 20% 2120; 5% 2130_hd; 5% gh
HQ2160	329841_2160	80	TRUE	80% 2160; 20% 2130_hd
HQ2160	337073_2160	100	TRUE	NA
HQ2160	339505_2160	20	TRUE	75% 2120; 20% 2160; 5% 2130_hd
HQ2160	353457_2160	60	TRUE	60% 2160; 30% 2120; 10% 2130_hd
HQ2160	365745_2160	100	TRUE	NA
HQ2160	370101_2160	50	TRUE	50% 2160; 30% 2120; 10% 2130_hd; 10% gh
HQ2160	388405_2160	95	TRUE	95% 2160; 5% 2130_hd
HQ2160	396597_2160	15	TRUE	60% 2120; 25% 2130_hd; 15% 2160
HQ2160	399413_2160	20	TRUE	60% 2130_hd; 20% 2120; 20% 2160
HQ2160	402609_2160	100	TRUE	NA
HQ2160	405041_2160	75	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2160	415921_2160	100	TRUE	100% 2160
HQ2160	425269_2160	20	TRUE	60% 2120; 20% 2130_hd; 20% 2160
HQ2160	435377_2160	100	TRUE	NA
HQ2160	456881_2160	60	TRUE	60% 2160; 20% 2130_hd; 10% 2170; 10% 2120
HQ2160	474929_2160	80	TRUE	80% 2160; 10% 2170; 10% 2130_hd
HQ2160	511793_2160	75	TRUE	75% 2160; 10% 2130_hd; 15% 2120
HQ2160	514225_2160	100	TRUE	NA
HQ2160	533681_2160	100	TRUE	NA
HQ2160	536113_2160	90	TRUE	90% 2160; 5% 2130_hd; 5% 2120
HQ2160	556341_2160	85	TRUE	85% 2160; 10% 2190; 5% 2180
HQ2160	556849_2160	70	TRUE	70% 2160; 20% 2120; 5% 2130_hd; 5% gh
HQ2160	562353_2160	100	TRUE	NA
HQ2160	573233_2160	30	TRUE	50% 2120; 30% 2160; 15% 2130_hd; 5% gh
HQ2160	589617_2160	50	TRUE	50% 2160; 30% 2120; 20% gh
HQ2160	595121_2160	100	TRUE	NA
HQ2160	601649_2160	20	TRUE	75% 2120; 20% 2160; 5% 2130_hd
HQ2160	606001_2160	80	TRUE	80% 2160; 10% 2170; 10% 2130_hd
HQ2160	615601_2160	70	TRUE	70% 2160; 30% 2130_hd
HQ2160	625457_2160	20	TRUE	70% 2130_hd; 20% 2160; 10% 2120
HQ2160	634417_2160	20	TRUE	75% 2120; 20% 2160; 5% 2130_hd
HQ2160	65329_2160	50	TRUE	50% 2160; 30% 2120; 20% gh
HQ2160	661681_2160	20	TRUE	60% 2120; 20% 2160; 20% gh
HQ2160	665653_2160	100	TRUE	100% 2160
HQ2160	667185_2160	75	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2160	67697_2160	80	TRUE	80% 2160; 20% 2130_hd
HQ2160	678065_2160	100	TRUE	100% 2160
HQ2160	687729_2160	35	TRUE	60% 2120; 35% 2160; 5% 2130_hd
HQ2160	719025_2160	60	TRUE	60% 2160; 20% 2130_hd; 10% 2170; 10% 2120
HQ2160	720689_2160	80	TRUE	80% 2160; 20% 2130_hd
HQ2160	730289_2160	100	TRUE	NA
HQ2160	746933_2160	50	TRUE	50% 2160; 30% 2120; 10% 2130_hd; 10% gh
HQ2160	758961_2160	100	TRUE	NA
HQ2160	776369_2160	100	TRUE	NA
HQ2160	798257_2160	90	TRUE	90% 2160; 5% 2130_hd; 5% 2120
HQ2160	802609_2160	90	TRUE	90% 2160; 5% 2170; 5% 2130_hd
HQ2160	812209_2160	100	TRUE	NA
HQ2160	817329_2160	80	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2160	818993_2160	20	TRUE	60% 2120; 20% 2130_hd; 20% 2160
HQ2160	823089_2160	80	TRUE	80% 2160; 10% 2170; 10% 2120
HQ2160	825521_2160	70	TRUE	70% 2160; 30% 2130_hd
HQ2160	828593_2160	100	TRUE	NA
HQ2160	832689_2160	30	TRUE	50% 2120; 30% 2160; 20% 2130_hd
HQ2160	835377_2160	30	TRUE	50% 2120; 30% 2160; 15% 2130_hd; 5% gh
HQ2160	854129_2160	80	TRUE	80% 2160; 20% 2130_hd
HQ2160	857265_2160	100	TRUE	NA
HQ2160	861361_2160	100	TRUE	NA
HQ2160	863793_2160	90	TRUE	90% 2160; 5% 2130_hd; 5% 2120
HQ2160	876085_2160	20	TRUE	60% 2120; 20% 2130_hd; 20% 2160
HQ2160	877745_2160	30	TRUE	50% 2120; 30% 2160; 20% 2130_hd
HQ2160	88117_2160	20	TRUE	60% 2130_hd; 20% 2120; 20% 2160
HQ2160	890033_2160	100	TRUE	NA
HQ2160	896561_2160	20	TRUE	75% 2120; 20% 2160; 5% 2130_hd
HQ2160	916789_2160	15	TRUE	60% 2120; 25% 2130_hd; 15% 2160
HQ2160	919665_2160	30	TRUE	40% gh; 30% 2160; 25% 2130_hd; 5% 2120
HQ2160	923569_2160	80	TRUE	80% 2160; 10% 2170; 10% 2120
HQ2160	933681_2160	80	TRUE	80% 2160; 10% 2170; 10% 2130_hd
HQ2160	945969_2160	100	TRUE	100% 2160
HQ2160	954161_2160	70	TRUE	70% 2160; 20% 2120; 5% 2170; 5% 2130_hd
HQ2160	971953_2160	100	TRUE	NA
HQ2160	977713_2160	100	TRUE	NA
HQ2160	98097_2160	80	TRUE	80% 2160; 10% gh; 10% 2120
HQ2160	981169_2160	60	TRUE	60% 2160; 20% 2130_hd; 10% 2170; 10% 2120
HQ2160	986421_2160	20	TRUE	60% 2120; 20% 2130_hd; 20% 2160
HQ2160	992433_2160	100	TRUE	NA
HQ2160	bd_13	40	TRUE	40% 2160; 30% 2130_hd; 20% gh; 10% 2120
HQ2160	dp_09	80	TRUE	80% 2160; 10% 2170; 10% 2130_hd
HQ2160	dp_12	15	TRUE	50% 2130_hd; 30% 2170; 15% 2160; 5% 2120
HQ2160	dp_14	85	TRUE	85% 2160; 10% 2170; 5% 2130_hd
HQ2160	hb_01	100	TRUE	100% 2160
HQ2160	hs_04	100	TRUE	NA
HQ2160	hs_05	100	TRUE	NA
HQ2160	hs_12	100	TRUE	NA
HQ2160	hs_13	100	TRUE	NA
HQ2160	kd_07	100	TRUE	NA
HQ2160	nd_03	100	TRUE	100% 2160
HQ2160	nd_11	60	TRUE	60% 2160; 20% 2130_hd; 10% 2170; 10% 2120
HQ2160	nd_15	100	TRUE	100% 2160
HQ2160	oh_07	100	TRUE	NA
HQ2160	oh_08	100	TRUE	NA
HQ2160	pd_04	100	TRUE	100% 2160
HQ2160	sc_02	60	TRUE	60% 2160; 30% 2130_hd; 10% 2120
HQ2160	sc_03	20	TRUE	75% 2120; 20% 2160; 5% 2130_hd
HQ2160	sc_05	90	TRUE	90% 2160; 5% 2130_hd; 5% 2120
HQ2160	sd_02	75	TRUE	75% 2160; 10% 2130_hd; 15% 2120
HQ2160	sl_01	95	FALSE	90% 2160; 5% 2130_hd; 5% 2160,2170
HQ2160	ty_01	100	TRUE	100% 2160
HQ2160	ty_07	100	TRUE	100% 2160
HQ2160	ty_08	80	TRUE	80% 2160; 10% 2170; 10% 2120
HQ2160	wn_25	100	TRUE	NA
HQ2160	wn_29	100	TRUE	NA
HQ2160	wo_03	100	TRUE	NA
HQ2160	wz_04	100	TRUE	NA
HQ2160	wz_05	100	TRUE	NA
HQ2160	wz_18	100	TRUE	NA
HQ2160	wz_21	100	TRUE	NA
HQ2160	wz_24	100	TRUE	NA
HQ2160	zb_02	70	TRUE	70% 2160; 20% 2120; 5% 2170; 5% 2130_hd
HQ2160	zw_05	100	TRUE	100% 2160
HQ2160	zw_15	95	TRUE	95% 2160; 5% 2180
HQ2160	zw_16	90	TRUE	90% 2160; 5% 2130_hd; 5% 2180
HQ2160	zw_27	50	TRUE	50% 2160; 50% 2190
HQ2170	10098609_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	10104369_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	10169905_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	10196145_2170	100	TRUE	NA
HQ2170	10219313_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	10235441_2170	30	TRUE	50% 2130_hd; 30% 2170; 15% 2160; 5% 2120
HQ2170	10254513_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	10305329_2170	20	TRUE	50% 2120; 25% 2130_hd; 20% 2170; 5% 2160
HQ2170	10366513_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	10481457_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	10497585_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	10516657_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	10567473_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	10778801_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	1079473_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	10818737_2170	100	TRUE	NA
HQ2170	10890801_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	11040945_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	11152945_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	11267889_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	1130289_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	11303089_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	11353905_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	11565233_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	11595569_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	11616049_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	11714353_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	11736241_2170	100	TRUE	NA
HQ2170	11792177_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	11812657_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	11824945_2170	100	TRUE	100% 2170
HQ2170	11825_2170	30	TRUE	50% 2130_hd; 30% 2170; 15% 2160; 5% 2120
HQ2170	11827377_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	11878193_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	11923249_2170	80	TRUE	80% 2170; 20% 2190_mp
HQ2170	11933617_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	11939377_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	12021553_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	12054321_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	12089521_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	12201521_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	1228593_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	12330161_2170	100	TRUE	NA
HQ2170	12351665_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	12402481_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	1240881_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	12463665_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	12513073_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	12545841_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	12613809_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	12644145_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	12664625_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	1276081_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	12840753_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	12861233_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	12873521_2170	20	TRUE	60% 2160; 20% 2170; 10% 2130_hd; 10% 2190_mp
HQ2170	12875953_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	12915889_2170	100	TRUE	NA
HQ2170	12982193_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	12987953_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	13070129_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	1316785_2170	20	TRUE	40% 2130_hd; 40% 2120; 20% 2170
HQ2170	13250097_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	13365041_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	13400241_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	1341617_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	13456561_2170	100	TRUE	NA
HQ2170	13561649_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	13594417_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	13662385_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	13713201_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	13811505_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	13823793_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	13833393_2170	100	TRUE	NA
HQ2170	13889329_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	13909809_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	1392433_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	13924529_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	13964465_2170	100	TRUE	NA
HQ2170	13975345_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	14020401_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	14118705_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	14151473_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	14186673_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	14292913_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	14298673_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	14364209_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	14413617_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	1453617_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	14560817_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	14610225_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	14642993_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	14675761_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	14691889_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	14710961_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	14761777_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	14767281_2170	100	TRUE	NA
HQ2170	14872369_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	14937905_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	14973105_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	14980273_2170	100	TRUE	NA
HQ2170	15023921_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	15085105_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	15122225_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	15176881_2170	100	TRUE	NA
HQ2170	15347249_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	1535793_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	15462193_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	15497393_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	15603633_2170	20	TRUE	40% 2130_hd; 40% 2120; 20% 2170
HQ2170	15724337_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	15740465_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	15759537_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	15810353_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	15904561_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	15908657_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	16006961_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	16021681_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	1603761_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	16061617_2170	100	TRUE	NA
HQ2170	1710001_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	1715761_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	1781297_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	1795441_2170	100	TRUE	100% 2170
HQ2170	1797937_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	1846833_2170	30	TRUE	50% 2130_hd; 30% 2170; 15% 2160; 5% 2120
HQ2170	1865905_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	1977905_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	2027313_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	208433_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	2108977_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	2128049_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	2178865_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	2368689_2170	100	TRUE	NA
HQ2170	2375473_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	2390193_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	2441009_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	2502193_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	257841_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	2764337_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	2780977_2170	90	TRUE	90% 2170; 10% 2130_hd
HQ2170	2914481_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	293041_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	2965297_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	3026481_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	3043121_2170	90	TRUE	90% 2170; 10% 2130_hd
HQ2170	3141425_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	3157553_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	3176625_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	3227441_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	3325745_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	3403569_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	3424049_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	3436337_2170	100	TRUE	100% 2170
HQ2170	3438769_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	3489585_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	3495089_2170	100	TRUE	NA
HQ2170	3545009_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	3550769_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	3587889_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	3642545_2170	100	TRUE	NA
HQ2170	3665713_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	3740849_2170	100	TRUE	NA
HQ2170	3807153_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	3812913_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	3878449_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	3963057_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	405041_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	4075057_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	4144945_2170	20	TRUE	50% 2120; 25% 2130_hd; 20% 2170; 5% 2160
HQ2170	4206129_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	4225201_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	4255537_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	4276017_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	4386609_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	4472625_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	4487345_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	4527281_2170	100	TRUE	NA
HQ2170	4543665_2170	100	TRUE	NA
HQ2170	4593585_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	4599345_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	4855729_2170	15	TRUE	70% 2130_hd; 15% 2170; 10% 2160; 5% 2120
HQ2170	4861489_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	4877105_2170	100	TRUE	NA
HQ2170	4880561_2170	50	TRUE	50% 2170; 35% 2130_hd; 10% 2160; 5% 2120
HQ2170	4976433_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	5011633_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
HQ2170	5123633_2170	30	TRUE	50% 2130_hd; 30% 2170; 15% 2160; 5% 2120
HQ2170	5205809_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	5238577_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	5273777_2170	20	TRUE	75% 2160; 20% 2170; 5% 2130_hd
HQ2170	5324593_2170	20	TRUE	80% 2160; 20% 2170
HQ2170	5422897_2170	40	TRUE	40% 2170; 30% 2130_hd; 20% 2120; 10% 2160
HQ2170	5435185_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	5500721_2170	55	TRUE	55% 2170; 35% 2130_hd; 5% 2160; 5% 2120
HQ2170	5521201_2170	20	TRUE	70% 2160; 20% 2170; 10% 2130_hd
HQ2170	5535921_2170	15	TRUE	80% 2160; 15% 2170; 5% 2130_hd
