scheme	sampling_unit_code	phab	certain	description_orig
HQ7140	83574_7140_oli	30	TRUE	70% 4010; 30% 7140_oli
HQ7140	839350_7140_meso	20	TRUE	60% rbbsf; 20% 7140,rbbms; 10% rbbso; 10% rbbsm
HQ7140	843702_7140_meso	30	TRUE	70% rbbhc; 30% 7140,rbbms
HQ7140	846582_7140_meso	100	TRUE	100% 7140
HQ7140	849526_7140_oli	30	TRUE	70% 4010; 30% 7140_oli
HQ7140	856054_7140_meso	20	TRUE	80% 3150; 20% 7140_meso
HQ7140	863862_7140_meso	100	TRUE	100% 7140_meso
HQ7140	865206_7140_meso	50	TRUE	50% 7140_meso; 50% rbbms
HQ7140	86646_7140_oli	30	TRUE	70% 4010; 30% 7140_oli
HQ7140	880094_7140_oli	100	TRUE	100% 7140_oli
HQ7140	914358_7140_meso	100	TRUE	100% 7140_meso
HQ7140	915062_7140_oli	30	TRUE	70% 4010; 30% 7140_oli
HQ7140	923346_7140_meso	20	TRUE	60% rbbmc; 20% 7140,rbbms; 20% rbbso
HQ7140	938678_7140_meso	30	TRUE	70% rbbhc; 30% 7140,rbbms
HQ7140	943826_7140_oli	70	TRUE	70% 7140_oli; 30% 4010
HQ7140	959958_7140_oli	100	TRUE	100% 7140_oli
HQ7140	980598_7140_oli	30	TRUE	70% 4010; 30% 7140_oli
HQ7140	996278_7140_meso	50	TRUE	50% 7140_meso; 50% rbbms
HQ7140	998326_7140_meso	100	TRUE	100% 7140_meso
HQ9120	VBI_131044_9120	100	TRUE	100% 9120
HQ9120	VBI_132097_9120	100	TRUE	100% 9120
HQ9120	VBI_135069_9120	100	TRUE	100% 9120
HQ9120	VBI_135081_9120	100	TRUE	100% 9120
HQ9120	VBI_135082_9120	100	TRUE	100% 9120
HQ9120	VBI_135083_9120	85	TRUE	85% 9120; 15% 91E0_vn
HQ9120	VBI_135098_9120	100	TRUE	100% 9120
HQ9120	VBI_135099_9120	100	TRUE	100% 9120
HQ9120	VBI_135132_9120	100	TRUE	100% 9120
HQ9120	VBI_136040_9120	100	TRUE	100% 9120
HQ9120	VBI_136102_9120	100	TRUE	100% 9120
HQ9120	VBI_136113_9120	100	TRUE	100% 9120
HQ9120	VBI_136114_9120	100	TRUE	100% 9120
HQ9120	VBI_136121_9120	100	TRUE	100% 9120; 0% 91E0_vo
HQ9120	VBI_137011_9120	100	TRUE	100% 9120
HQ9120	VBI_137028_9120	100	TRUE	100% 9120
HQ9120	VBI_137035_9120	100	TRUE	100% 9120
HQ9120	VBI_137037_9120	100	TRUE	100% 9120
HQ9120	VBI_137052_9120	100	TRUE	100% 9120
HQ9120	VBI_137053_9120	100	TRUE	100% 9120
HQ9120	VBI_137054_9120	100	TRUE	100% 9120
HQ9120	VBI_137060_9120	100	TRUE	100% 9120
HQ9120	VBI_138019_9120	100	TRUE	100% 9120
HQ9120	VBI_138020_9120	95	TRUE	95% 9120; 5% 91E0_vm
HQ9120	VBI_138027_9120	100	TRUE	100% 9120
HQ9120	VBI_138028_9120	70	TRUE	70% 9120; 30% 91E0_vn
HQ9120	VBI_138036_9120	100	TRUE	100% 9120
HQ9120	VBI_138097_9120	100	TRUE	100% 9120
HQ9120	VBI_138098_9120	100	TRUE	100% 9120
HQ9120	VBI_142137_9120	100	TRUE	100% 9120
HQ9120	VBI_144048_9120	70	TRUE	70% 9120; 30% 91E0_vm
HQ9120	VBI_144055_9120	60	TRUE	60% 9120; 40% 91E0_vm
HQ9120	VBI_144056_9120	100	TRUE	100% 9120
HQ9120	VBI_147004_9120	100	TRUE	100% 9120
HQ9120	VBI_147059_9120	100	TRUE	100% 9120
HQ9120	VBI_147067_9120	100	TRUE	100% 9120
HQ9120	VBI_154004_9120	100	TRUE	100% 9120
HQ9120	VBI_154032_9120	70	TRUE	70% 9120; 30% 91E0_va
HQ9120	VBI_154072_9120_qb	70	TRUE	70% 9120_qb; 30% 9120
HQ9120	VBI_154091_9120	100	TRUE	100% 9120
HQ9120	VBI_154101_9120	100	TRUE	100% 9120
HQ9120	VBI_157051_9120	100	TRUE	100% 9120
HQ9120	VBI_157054_9120	100	TRUE	100% 9120
HQ9120	VBI_157063_9120	100	TRUE	100% 9120
HQ9120	VBI_157084_9120	100	TRUE	100% 9120
HQ9120	VBI_157091_9120	100	TRUE	100% 9120
HQ9120	VBI_158033_9120	70	TRUE	70% 9120; 30% 9160
HQ9120	VBI_158103_9120	100	TRUE	100% 9120
HQ9120	VBI_161082_9120	70	TRUE	70% 9120; 30% 9160
HQ9120	VBI_161085_9120	100	TRUE	100% 9120
HQ9120	VBI_161093_9120	100	TRUE	100% 9120
HQ9120	VBI_161111_9120	100	TRUE	100% 9120
HQ9120	VBI_161132_9120	100	TRUE	100% 9120
HQ9120	VBI_161133_9120	100	TRUE	100% 9120
HQ9120	VBI_162019_9120	100	TRUE	100% 9120
HQ9120	VBI_162025_9120	70	TRUE	70% 9120; 30% gh
HQ9120	VBI_162027_9120	100	TRUE	100% 9120
HQ9120	VBI_162035_9120	100	TRUE	100% 9120
HQ9120	VBI_162043_9120	100	TRUE	100% 9120
HQ9120	VBI_162090_9120	50	TRUE	50% 9160; 50% 9120
HQ9120	VBI_162100_9120	100	TRUE	100% 9120
HQ9120	VBI_162129_9120	100	TRUE	100% 9120
HQ9120	VBI_163147_9120	70	TRUE	70% 9120; 30% 9190
HQ9120	VBI_166092_9120_qb	100	TRUE	100% 9120_qb
HQ9120	VBI_166156_9120	100	TRUE	100% 9120
HQ9120	VBI_167001_9120	100	TRUE	100% 9120
HQ9120	VBI_167132_9120	100	TRUE	100% 9120
HQ9120	VBI_167133_9120	60	TRUE	60% 9120; 20% 91E0; 20% gh
HQ9120	VBI_168107_9120	70	TRUE	70% 9120; 30% 91E0_va
HQ9120	VBI_177124_9120	100	TRUE	100% 9120
HQ9120	VBI_182157_9120	100	TRUE	100% 9120
HQ9120	VBI_185023_9120	100	TRUE	100% 9120
HQ9120	VBI_185143_9120	100	TRUE	100% 9120
HQ9120	VBI_186130_9120	100	TRUE	100% 9120
HQ9120	VBI_187058_9120	100	TRUE	100% 9120
HQ9120	VBI_187065_9120	100	TRUE	100% 9120
HQ9120	VBI_187100_9120	100	TRUE	100% 9120
HQ9120	VBI_187124_9120	100	TRUE	100% 9120
HQ9120	VBI_202040_9120	100	TRUE	100% 9120
HQ9120	VBI_203018_9120	60	TRUE	60% 9120; 40% gh
HQ9120	VBI_206047_9120	100	TRUE	100% 9120
HQ9120	VBI_206086_9120	100	TRUE	100% 9120
HQ9120	VBI_207049_9120	100	TRUE	100% 9120
HQ9120	VBI_207057_9120	100	TRUE	100% 9120
HQ9120	VBI_211004_9120	100	TRUE	100% 9120
HQ9120	VBI_211096_9120	100	TRUE	100% 9120
HQ9120	VBI_212002_9120	100	TRUE	100% 9120
HQ9120	VBI_212006_9120	100	TRUE	100% 9120
HQ9120	VBI_212018_9120	100	TRUE	100% 9120
HQ9120	VBI_213033_9120	100	TRUE	100% 9120
HQ9120	VBI_213037_9120	100	TRUE	100% 9120
HQ9120	VBI_213047_9120	100	TRUE	100% 9120
HQ9120	VBI_213076_9120	100	TRUE	100% 9120
HQ9120	VBI_215068_9120	100	TRUE	100% 9120
HQ9120	VBI_226019_9120	100	TRUE	100% 9120
HQ9120	VBI_226022_9120	100	TRUE	100% 9120
HQ9120	VBI_226041_9120	100	TRUE	100% 9120
HQ9120	VBI_226044_9120	100	TRUE	100% 9120
HQ9120	VBI_227037_9120	90	TRUE	90% 9120; 10% 9120_qb
HQ9120	VBI_234013_9120	70	TRUE	70% 9120; 30% gh
HQ9120	VBI_234112_9120	100	TRUE	100% 9120
HQ9120	VBI_237063_9120	100	TRUE	100% 9120
HQ9120	VBI_238025_9120	60	TRUE	60% 9120; 20% 91E0_vm; 20% gh
HQ9120	VBI_241019_9120	100	TRUE	100% 9120; 0% 9160
HQ9120	VBI_243042_9120	100	TRUE	100% 9120
HQ9120	VBI_243074_9120	100	TRUE	100% 9120
HQ9120	VBI_243140_9120_qb	100	TRUE	100% 9120_qb
HQ9120	VBI_243148_9120	80	TRUE	80% 9120; 20% 9160
HQ9120	VBI_244053_9120	100	TRUE	100% 9120
HQ9120	VBI_244137_9120	100	TRUE	100% 9120
HQ9120	VBI_245075_9120_qb	70	TRUE	70% 9120_qb; 30% 9120
HQ9120	VBI_245085_9120	100	TRUE	100% 9120
HQ9120	VBI_245086_9120	80	TRUE	80% 9120; 20% 9160
HQ9120	VBI_247080_9120	100	TRUE	100% 9120
HQ9120	VBI_247136_9120	100	TRUE	100% 9120
HQ9120	VBI_247150_9120	100	TRUE	100% 9120
HQ9120	VBI_247158_9120	70	TRUE	70% 9120; 30% 9190
HQ9120	VBI_248132_9120	100	TRUE	100% 9120
HQ9120	VBI_254066_9120	100	TRUE	100% 9120
HQ9120	VBI_254067_9120	80	TRUE	80% 9120; 20% gh
HQ9120	VBI_254103_9120	100	TRUE	100% 9120
HQ9120	VBI_254110_9120	100	TRUE	100% 9120
HQ9120	VBI_255063_9120	100	TRUE	100% 9120
HQ9120	VBI_255068_9120	100	TRUE	100% 9120
HQ9120	VBI_255105_9120	100	TRUE	100% 9120
HQ9120	VBI_255148_9120	70	TRUE	70% 9120; 30% 9160
HQ9120	VBI_256110_9120	70	TRUE	70% 9120; 30% 9120_qb
HQ9120	VBI_258061_9120	100	TRUE	100% 9120
HQ9120	VBI_258076_9120	50	TRUE	50% 9120; 50% 9190
HQ9120	VBI_26148_9120	100	TRUE	100% 9120
HQ9120	VBI_266112_9120	100	TRUE	100% 9120
HQ9120	VBI_266133_9120	100	TRUE	100% 9120
HQ9120	VBI_274006_9120	100	TRUE	100% 9120
HQ9120	VBI_282096_9120	70	TRUE	70% 9120; 30% gh
HQ9120	VBI_282112_9120	100	TRUE	100% 9120
HQ9120	VBI_282150_9120	100	TRUE	100% 9120
HQ9120	VBI_282151_9120	100	TRUE	100% 9120
HQ9120	VBI_293064_9120	100	TRUE	100% 9120
HQ9120	VBI_293069_9120	100	TRUE	100% 9120
HQ9120	VBI_306081_9120	70	TRUE	70% 9120; 30% 9130_end
HQ9120	VBI_308023_9120	100	TRUE	100% 9120
HQ9120	VBI_308093_9120	100	TRUE	100% 9120
HQ9120	VBI_311074_9120	100	TRUE	100% 9120
HQ9120	VBI_314072_9120	100	TRUE	100% 9120
HQ9120	VBI_314079_9120	100	TRUE	100% 9120
HQ9120	VBI_314080_9120	100	TRUE	100% 9120
HQ9120	VBI_314092_9120	100	TRUE	100% 9120
HQ9120	VBI_314151_9120	100	TRUE	100% 9120
HQ9120	VBI_314152_9120	100	TRUE	100% 9120
HQ9120	VBI_314159_9120	100	TRUE	100% 9120
HQ9120	VBI_317088_9120	100	TRUE	100% 9120
HQ9120	VBI_317090_9120	100	TRUE	100% 9120
HQ9120	VBI_317095_9120	100	TRUE	100% 9120
HQ9120	VBI_317096_9120	100	TRUE	100% 9120
HQ9120	VBI_317102_9120	100	TRUE	100% 9120
HQ9120	VBI_317104_9120	100	TRUE	100% 9120
HQ9120	VBI_317105_9120	100	TRUE	100% 9120
HQ9120	VBI_317106_9120	80	TRUE	80% 9120; 20% 9130_end
HQ9120	VBI_317110_9120	100	TRUE	100% 9120
HQ9120	VBI_317111_9120	100	TRUE	100% 9120
HQ9120	VBI_317119_9120	100	TRUE	100% 9120
HQ9120	VBI_317120_9120	100	TRUE	100% 9120
HQ9120	VBI_317126_9120	100	TRUE	100% 9120
HQ9120	VBI_317127_9120	100	TRUE	100% 9120
HQ9120	VBI_317128_9120	100	TRUE	100% 9120
HQ9120	VBI_317135_9120	100	TRUE	100% 9120
HQ9120	VBI_317136_9120	100	TRUE	100% 9120
HQ9120	VBI_317143_9120	100	TRUE	100% 9120
HQ9120	VBI_317144_9120	100	TRUE	100% 9120
HQ9120	VBI_317155_9120	70	TRUE	70% 9120; 30% gh
HQ9120	VBI_318004_9120	100	TRUE	100% 9120
HQ9120	VBI_318011_9120	100	TRUE	100% 9120
HQ9120	VBI_318012_9120	100	TRUE	100% 9120
HQ9120	VBI_318015_9120	100	TRUE	100% 9120
HQ9120	VBI_318019_9120	100	TRUE	100% 9120
HQ9120	VBI_318022_9120	100	TRUE	100% 9120
HQ9120	VBI_318027_9120	100	TRUE	100% 9120
HQ9120	VBI_318028_9120	100	TRUE	100% 9120
HQ9120	VBI_318029_9120	100	TRUE	100% 9120
HQ9120	VBI_318030_9120	100	TRUE	100% 9120
HQ9120	VBI_318035_9120	100	TRUE	100% 9120
HQ9120	VBI_318036_9120	100	TRUE	100% 9120
HQ9120	VBI_318038_9120	100	TRUE	100% 9120
HQ9120	VBI_318039_9120	100	TRUE	100% 9120
HQ9120	VBI_318044_9120	100	TRUE	100% 9120
HQ9120	VBI_318077_9120	100	TRUE	100% 9120
HQ9120	VBI_318081_9120	100	TRUE	100% 9120
HQ9120	VBI_318082_9120	100	TRUE	100% 9120
HQ9120	VBI_318089_9120	100	TRUE	100% 9120
HQ9120	VBI_318090_9120	100	TRUE	100% 9120
HQ9120	VBI_318092_9120	100	TRUE	100% 9120
HQ9120	VBI_318097_9120	100	TRUE	100% 9120
HQ9120	VBI_318103_9120	100	TRUE	100% 9120
HQ9120	VBI_318106_9120	100	TRUE	100% 9120
HQ9120	VBI_318114_9120	100	TRUE	100% 9120
HQ9120	VBI_318121_9120	100	TRUE	100% 9120
HQ9120	VBI_318122_9120	100	TRUE	100% 9120
HQ9120	VBI_318129_9120	100	TRUE	100% 9120
HQ9120	VBI_318137_9120	100	TRUE	100% 9120
HQ9120	VBI_321049_9120	100	TRUE	100% 9120
HQ9120	VBI_321053_9120	100	TRUE	100% 9120
HQ9120	VBI_321054_9120	85	TRUE	85% 9120; 15% 9160
HQ9120	VBI_321055_9120	100	TRUE	100% 9120
HQ9120	VBI_321082_9120	100	TRUE	100% 9120
HQ9120	VBI_321132_9120	100	TRUE	100% 9120
HQ9120	VBI_321140_9120	100	TRUE	100% 9120
HQ9120	VBI_321148_9120	100	TRUE	100% 9120
HQ9120	VBI_321156_9120	100	TRUE	100% 9120
HQ9120	VBI_322106_9120	100	TRUE	100% 9120
HQ9120	VBI_322130_9120	70	TRUE	70% 9120; 30% gh
HQ9120	VBI_322138_9120	70	TRUE	70% 9120; 30% 9190
HQ9120	VBI_322146_9120	100	TRUE	100% 9120
HQ9120	VBI_324007_9120	100	TRUE	100% 9120
HQ9120	VBI_324036_9120	70	TRUE	70% 9120; 30% 9160
HQ9120	VBI_324043_9120	100	TRUE	100% 9120
HQ9120	VBI_324060_9120	100	TRUE	100% 9120
HQ9120	VBI_325020_9120	70	TRUE	70% 9120; 30% 91E0_va
HQ9120	VBI_325028_9120	100	TRUE	100% 9120
HQ9120	VBI_325061_9120	70	TRUE	70% 9120; 30% 9120,gh
HQ9120	VBI_325077_9120	100	TRUE	100% 9120
HQ9120	VBI_325101_9120	100	TRUE	100% 9120
HQ9120	VBI_326012_9120	90	TRUE	90% 9120; 10% 9190
HQ9120	VBI_326017_9120	100	TRUE	100% 9120
HQ9120	VBI_326020_9120	70	TRUE	70% 9120; 30% 9190
HQ9120	VBI_326026_9120	100	TRUE	100% 9120
HQ9120	VBI_326027_9120	50	TRUE	50% 9120; 50% 9190
HQ9120	VBI_326028_9120	100	TRUE	100% 9120
HQ9120	VBI_326036_9120	100	TRUE	100% 9120
HQ9120	VBI_326041_9120	100	TRUE	100% 9120
HQ9120	VBI_326042_9120	100	TRUE	100% 9120
HQ9120	VBI_326051_9120	100	TRUE	100% 9120
HQ9120	VBI_331082_9120	100	TRUE	100% 9120
HQ9120	VBI_332061_9120	100	TRUE	100% 9120
HQ9120	VBI_332087_9120	50	TRUE	50% 9120; 30% 9160; 20% gh
HQ9120	VBI_332088_9120_qb	50	TRUE	50% 9120_qb; 50% gh
HQ9120	VBI_332096_9120	100	TRUE	100% 9120
HQ9120	VBI_332123_9120	100	TRUE	100% 9120
HQ9120	VBI_332138_9120	100	TRUE	100% 9120
HQ9120	VBI_334108_9120	70	TRUE	70% 9120; 30% 9160
HQ9120	VBI_341022_9120	100	TRUE	100% 9120
HQ9120	VBI_341047_9120	100	TRUE	100% 9120
HQ9120	VBI_341121_9120	100	TRUE	100% 9120
HQ9120	VBI_347088_9120	70	TRUE	70% 9120; 30% 9160
HQ9120	VBI_347104_9120	70	TRUE	70% 9120; 30% 9160
HQ9120	VBI_392005_9120	70	TRUE	70% 9120; 30% 9130_end
HQ9120	VBI_392037_9120	70	TRUE	70% 9120; 30% 9130_end
HQ9120	VBI_392040_9120	95	TRUE	95% 9120; 5% 9130_end
HQ9120	VBI_74143_9120	100	TRUE	100% 9120
HQ9120	VBI_78148_9120	100	TRUE	100% 9120
HQ9120	VBI_78156_9120	100	TRUE	100% 9120
HQ9120	VBI_85126_9120_qb	70	TRUE	70% 9120_qb; 30% gh
HQ9120	VBI_85147_9120_qb	100	TRUE	100% 9120_qb
HQ9120	VBI_86145_9120	100	TRUE	100% 9120
HQ9120	VBI_88113_9120	100	TRUE	100% 9120
HQ9120	VBI_88121_9120	100	TRUE	100% 9120
HQ9120	VBI_88129_9120	100	TRUE	100% 9120
HQ9120	VBI_96103_9120	100	TRUE	100% 9120
HQ9130	10513_9130_end	70	TRUE	70% 9130_end; 30% 9120
HQ9130	10841_9130_end	100	TRUE	100% 9130_end
HQ9130	11481_9130_end	100	TRUE	100% 9130_end
HQ9130	11865_9130_end	70	TRUE	70% 9130_end; 30% 91E0_vc
HQ9130	12409_9130_end	30	TRUE	70% gh; 30% 9130
HQ9130	14161_9130_end	100	TRUE	100% 9130_end
HQ9130	14457_9130_end	30	TRUE	70% gh; 30% 9130
HQ9130	15833_9130_end	90	TRUE	90% 9130_end; 10% 91E0_vc
HQ9130	18041_9130_end	20	TRUE	60% gh; 20% 9130; 20% gh_ae
HQ9130	19793_9130_end	100	TRUE	100% 9130_end
HQ9130	20281_9130_end	100	TRUE	100% 9130_end
HQ9130	21025_9130_end	100	TRUE	100% 9130_end
HQ9130	21329_9130_end	100	TRUE	100% 9130_end
HQ9130	21689_9130_end	100	TRUE	100% 9130_end
HQ9130	23385_9130_end	100	TRUE	100% 9130_end
HQ9130	26273_9130_end	100	TRUE	100% 9130_end
HQ9130	27865_9130_end	100	TRUE	100% 9130_end
HQ9130	28546_9130_fm	70	TRUE	70% 9130_fm; 30% 9160
HQ9130	30873_9130_end	90	TRUE	90% 9130_end; 10% 91E0_vc
HQ9130	34361_9130_end	100	TRUE	100% 9130_end
HQ9130	38937_9130_end	90	TRUE	90% 9130_end; 10% 91E0_vc
HQ9130	41209_9130_end	30	TRUE	70% 91E0_va; 30% 9130
HQ9130	44550_9130_end	30	TRUE	70% 9120; 30% 9130
HQ9130	45305_9130_end	100	TRUE	100% 9130_end
HQ9130	46937_9130_end	100	TRUE	100% 9130_end
HQ9130	47193_9130_end	100	TRUE	100% 9130_end
HQ9130	4729_9130_end	90	TRUE	90% 9130_end; 10% gh_ae
HQ9130	4945_9130_end	100	TRUE	100% 9130_end
HQ9130	51233_9130_end	100	TRUE	100% 9130_end
HQ9130	8217_9130_end	100	TRUE	100% 9130_end
HQ9130	94082_9130_fm	40	TRUE	60% 9120; 40% 9130_fm
HQ9130	9657_9130_end	70	TRUE	70% 9130_end; 30% 9120
HQ9130	VBI_218123_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_226063_9130_end	70	TRUE	70% 9130_end; 30% 9120
HQ9130	VBI_226119_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_226160_9130_end	70	TRUE	70% 9130_end; 30% 91E0_va
HQ9130	VBI_227019_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_227142_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_227153_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_235082_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_274116_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_282143_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_285027_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_285062_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_293128_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_296073_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_296124_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_297095_9130_end	60	TRUE	60% 9130_end; 40% 9120
HQ9130	VBI_297103_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_297104_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_298100_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_302006_9130_end	60	TRUE	60% 9130_end; 40% 91E0_va
HQ9130	VBI_302008_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_306012_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_306098_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_307086_9130_end	70	TRUE	70% 9130_end; 30% 9120
HQ9130	VBI_307113_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_307122_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_308015_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_325022_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_325058_9130_end	80	TRUE	80% 9130_end; 20% 9160
HQ9130	VBI_384016_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_384032_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_391033_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_392046_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_392047_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_392054_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_392055_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_392059_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_392060_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_392063_9130_end	100	TRUE	100% 9130_end
HQ9130	VBI_392067_9130_end	100	TRUE	100% 9130_end
HQ9160	10354_9160	100	TRUE	100% 9160
HQ9160	12710_9160	70	TRUE	70% 9160; 30% 9120
HQ9160	18290_9160	70	TRUE	70% 9160; 30% 9120; 0% rbbsp
HQ9160	20274_9160	70	TRUE	70% 9160; 30% 91E0_vf
HQ9160	21457_9160	20	TRUE	60% 9120; 20% 9160; 20% gh
HQ9160	2182_9160	60	TRUE	60% 9160; 20% gh; 20% 9120
HQ9160	2198_9160	30	TRUE	70% 9120; 30% 9160
HQ9160	22153_9160	100	TRUE	100% 9160
HQ9160	22726_9160	100	TRUE	100% 9160
HQ9160	23238_9160	60	TRUE	60% 9160; 20% 91E0_vm; 20% 91E0_va
HQ9160	24774_9160	70	TRUE	70% 9160; 30% 9120
HQ9160	26262_9160	30	TRUE	70% 9120; 30% 9160
HQ9160	26822_9160	100	TRUE	100% 9160
HQ9160	28546_9160	30	TRUE	70% 9130_fm; 30% 9160
HQ9160	32790_9160	100	TRUE	100% 9160
HQ9160	32889_9160	60	TRUE	60% 9160; 20% 9120; 20% 91E0_va
HQ9160	36774_9160	100	TRUE	100% 9160
HQ9160	3894_9160	30	TRUE	70% 9120; 30% 9160
HQ9160	39142_9160	30	TRUE	70% 91E0_va; 30% 9160
HQ9160	3970_9160	50	TRUE	50% 9160; 40% 9120; 10% gh
HQ9160	39718_9160	30	TRUE	70% 9120; 30% 9160
HQ9160	40582_9160	30	TRUE	70% 9120; 30% 9160
HQ9160	44966_9160	30	TRUE	70% 9120; 30% 9160
HQ9160	45350_9160	100	TRUE	100% 9160
HQ9160	48950_9160	90	TRUE	90% 9160; 10% gh_ae
HQ9160	49030_9160	30	TRUE	70% 91E0_vf; 30% 9160
HQ9160	49302_9160	30	TRUE	70% 91E0_va; 30% 9160
HQ9160	53462_9160	100	TRUE	100% 9160
HQ9160	53670_9160	100	TRUE	100% 9160
HQ9160	56966_9160	100	TRUE	100% 9160
HQ9160	58950_9160	70	TRUE	70% 9160; 30% 9120
HQ9160	6278_9160	100	TRUE	100% 9160
HQ9160	63622_9160	30	TRUE	70% 91E0_va; 30% 9160
HQ9160	65926_9160	100	TRUE	100% 9160
HQ9160	68038_9160	100	TRUE	100% 9160
HQ9160	7145_9160	100	TRUE	100% 9160
HQ9160	9169_9160	20	TRUE	60% 9120; 20% 9160; 20% gh
HQ9160	VBI_135118_9160	100	TRUE	100% 9160
HQ9160	VBI_158069_9160	100	TRUE	100% 9160
HQ9160	VBI_162090_9160	50	TRUE	50% 9160; 50% 9120
HQ9160	VBI_162098_9160	60	TRUE	60% 9160; 40% 91E0_va
HQ9160	VBI_207011_9160	100	TRUE	100% 9160
HQ9160	VBI_234069_9160	100	TRUE	100% 9160
HQ9160	VBI_237042_9160	100	TRUE	100% 9160
HQ9160	VBI_238002_9160	70	TRUE	70% 9160; 25% 9120; 5% gh
HQ9160	VBI_238064_9160	70	TRUE	70% 9160; 30% 9120
HQ9160	VBI_238126_9160	90	TRUE	90% 9160; 10% gh
HQ9160	VBI_238140_9160	100	TRUE	100% 9160
HQ9160	VBI_238148_9160	100	TRUE	100% 9160
HQ9160	VBI_241090_9160	60	TRUE	60% 9160; 20% 9120; 20% 91E0_va
HQ9160	VBI_243051_9160	100	TRUE	100% 9160
HQ9160	VBI_243082_9160	100	TRUE	100% 9160
HQ9160	VBI_245123_9160	100	TRUE	100% 9160
HQ9160	VBI_245133_9160	100	TRUE	100% 9160
HQ9160	VBI_245148_9160	70	TRUE	70% 9160; 30% 91E0_va
HQ9160	VBI_245159_9160	100	TRUE	100% 9160
HQ9160	VBI_247143_9160	100	TRUE	100% 9160
HQ9160	VBI_248121_9160	100	TRUE	100% 9160
HQ9160	VBI_248135_9160	70	TRUE	70% 9160; 30% 91E0_va
HQ9160	VBI_255107_9160	70	TRUE	70% 9160; 30% gh
HQ9160	VBI_257106_9160	100	TRUE	100% 9160
HQ9160	VBI_317103_9160	100	TRUE	100% 9160
HQ9160	VBI_317112_9160	100	TRUE	100% 9160
HQ9160	VBI_321042_9160	90	TRUE	90% 9160; 10% 91E0_va
HQ9160	VBI_321043_9160	100	TRUE	100% 9160
HQ9160	VBI_321081_9160	95	TRUE	95% 9160; 5% 9120
HQ9160	VBI_323031_9160	60	TRUE	60% 9160; 30% 91E0_va; 10% 91E0_vc
HQ9160	VBI_323047_9160	70	TRUE	70% 9160; 30% 9120
HQ9160	VBI_324016_9160	100	TRUE	100% 9160
HQ9160	VBI_324024_9160	100	TRUE	100% 9160
HQ9160	VBI_324071_9160	100	TRUE	100% 9160
HQ9160	VBI_326035_9160	100	TRUE	100% 9160
HQ9160	VBI_326043_9160	100	TRUE	100% 9160
HQ9160	VBI_326044_9160	100	TRUE	100% 9160
HQ9160	VBI_331002_9160	100	TRUE	100% 9160
HQ9160	VBI_336055_9160	100	TRUE	100% 9160
HQ9160	VBI_336078_9160	100	TRUE	100% 9160
HQ9160	VBI_348116_9160	100	TRUE	100% 9160
HQ9160	VBI_348129_9160	60	TRUE	60% 9160; 20% 9120; 20% gh
HQ9160	VBI_413019_9160	100	TRUE	100% 9160
HQ9190	11126_9190	70	TRUE	70% 9190; 30% rbbsm
HQ9190	15150_9190	50	TRUE	50% 9190; 50% gh
HQ9190	15478_9190	20	TRUE	80% gh; 20% 9190
HQ9190	16110_9190	70	TRUE	70% 9190; 30% gh
HQ9190	18898_9190	50	TRUE	50% 9190; 50% gh
HQ9190	19762_9190	100	TRUE	100% 9190
HQ9190	20470_9190	70	TRUE	70% 9190; 30% 91E0_vo
HQ9190	20614_9190	50	TRUE	50% 9190; 50% 9120_qb
HQ9190	21462_9190	100	TRUE	100% 9190
HQ9190	24710_9190	50	TRUE	50% 9190; 50% gh
HQ9190	27474_9190	50	TRUE	50% 9190; 50% gh
HQ9190	28342_9190	100	TRUE	100% 9190
