point_code	type_target	is_type_target	type_observed	assessment_date	assessment_source	x	y	inaccessible	fieldwork_team
162790_1	6510_hu	FALSE	NA	2014-05-23	field assessment	205437.6	183630.1	NA	anb
162790_2	6510_hu	TRUE	6510_hu	2014-05-23	field assessment	205438.198	183632.769	NA	anb
1628534_1	2330_bu	FALSE	gh	2017-07-13	field assessment	214973.6	216654.1	NA	anb
162898_1	6510_hu	FALSE	onbekend	2014-05-21	field assessment	249949.6	198158.1	NA	anb
1630385_1	2180	NA	NA	NA	NA	24157.6	196558.1	NA	inbo
1631606_1	2330_bu	TRUE	2330_bu	2017-07-25	field assessment	213981.633	216109.822	NA	anb
16318166_1	6410_ve	NA	NA	NA	NA	177597.6	209678.1	NA	inbo
1631954_1	6230_ha	TRUE	6230_ha	2019-07-04	field assessment	223805.57	189870.15	NA	inbo
16324742_1	6410_ve	NA	NA	NA	NA	182877.6	180654.1	NA	inbo
1634546_1	6230_ha	TRUE	6230_ha	2018-06-05	field assessment	237021.59	174606.11	NA	inbo
16349394_1	2330_dw	NA	NA	NA	NA	219069.6	199950.1	NA	anb
1635038_1	2330_bu	TRUE	2330_bu	2017-08-21	field assessment	153981.646	232238.154	NA	anb
163513_1	91E0_vc	FALSE	geen habitat 	2015-01-01	field assessment	145821.6	162862.1	NA	anb
1635254_1	7140_meso	TRUE	7140_meso	2015-09-21	field assessment	217693.59	198510.11	NA	inbo
163538_1	2310	TRUE	2310	2018-07-30	field assessment	225501.575	193038.152	NA	anb
1635958_1	7140_oli	NA	NA	2016-01-01	NA	213949.6	204014.1	long term	inbo
1638193_1	2160	NA	NA	NA	NA	31677.6	203662.1	NA	inbo
16405554_1	6410_mo	NA	NA	NA	NA	220797.6	175118.1	NA	inbo
1640993_1	6510_hu	NA	NA	NA	NA	80157.6	164206.1	NA	anb
16419030_1	2330_dw	NA	NA	NA	NA	177533.6	218062.1	NA	anb
1642233_1	6410_mo	FALSE	NA	2018-05-31	field assessment	124061.6	182990.1	NA	inbo
1642233_1	6410_ve	FALSE	NA	2018-05-31	field assessment	124061.6	182990.1	NA	inbo
1642233_2	6410_mo	TRUE	6410_mo	2018-05-31	field assessment	124061.45	182984.04	NA	inbo
1642233_2	6410_ve	FALSE	6410_mo	2018-05-31	field assessment	124061.45	182984.04	NA	inbo
16423726_1	6410_mo	NA	NA	NA	NA	195645.6	228014.1	NA	inbo
1643126_1	7140_oli	NA	NA	2016-01-01	NA	214621.6	203694.1	long term	inbo
1643697_1	2160	NA	NA	NA	NA	23165.6	199214.1	NA	inbo
16466994_1	6410_ve	NA	NA	NA	NA	222621.6	175694.1	NA	inbo
1646894_1	6230	FALSE	NA	2017-01-01	field assessment	190589.6	228334.1	NA	inbo
16470006_1	6410_ve	NA	NA	NA	NA	189917.6	218574.1	NA	inbo
16471090_1	6410_mo	NA	NA	NA	NA	221629.6	175438.1	NA	inbo
1647793_1	2160	NA	NA	NA	NA	24829.6	198958.1	NA	inbo
16478550_1	91E0_vm	NA	NA	NA	NA	184942.2	190179.8	NA	anb
164793_1	91E0_vc	FALSE	NA	2015-04-28	field assessment	145693.6	156398.1	NA	anb
164793_2	91E0_vc	TRUE	91E0_vc	2015-04-28	field assessment	145717.988	156392.65	NA	anb
1648753_1	2130_had	NA	NA	NA	NA	54101	216381.7	NA	inbo
1650225_1	2120	NA	NA	NA	NA	29373.6	203054.1	NA	inbo
1650225_1	2160	NA	NA	NA	NA	29373.6	203054.1	NA	inbo
1652342_1	7140_oli	NA	NA	2016-01-01	NA	213469.6	204110.1	long term	inbo
1652850_1	6510_hu	NA	NA	NA	NA	228445.6	163502.1	NA	anb
165301_1	2160	NA	NA	NA	NA	57853.6	219950.1	NA	inbo
165301_2	2130_hd	NA	NA	NA	NA	59374.6	220897.7	NA	inbo
16534153_1	6410_ve	NA	NA	NA	NA	112093.6	193230.1	NA	inbo
1653761_1	1330_hpr	NA	NA	NA	NA	56989.6	213326.1	NA	inbo
165586_1	4030	TRUE	4030	2018-08-08	field assessment	225661.591	189390.064	NA	anb
165681_1	2130_hd	NA	NA	NA	NA	34397.6	203598.1	NA	inbo
16571230_1	6510_hus	NA	NA	NA	NA	178781.6	243342.1	NA	anb
16575966_1	2330_dw	NA	NA	NA	NA	163389.6	227278.1	NA	anb
165913_1	91E0_vc	FALSE	NA	2016-05-11	field assessment	101277.6	167854.1	NA	anb
165913_2	91E0_vc	TRUE	91E0_vc	2016-05-11	field assessment	101279.794	167846.344	NA	anb
1659526_1	6510_hu	NA	NA	NA	NA	170781.6	171342.1	NA	anb
1659862_1	2330_bu	TRUE	2330_bu	2018-10-08	field assessment	178717.553	208014.164	NA	anb
16600158_1	6510_hus	NA	NA	NA	NA	178813.6	242030.1	NA	anb
1660081_1	2190	NA	NA	NA	NA	22781.6	198670.1	NA	inbo
1660114_1	6230_hn	FALSE	NA	2019-07-10	field assessment	219805.6	196622.1	NA	inbo
1660114_2	6230_hn	TRUE	6230_hn	2019-07-10	field assessment	219707.6	196609.21	NA	inbo
16606294_1	6410_ve	NA	NA	NA	NA	185437.6	195150.1	NA	inbo
16609330_1	6410_mo	NA	NA	NA	NA	219709.6	171918.1	NA	inbo
1660950_1	6230_hmo	TRUE	6230_hmo	2017-06-23	field assessment	162109.99	195726.14	NA	inbo
1660950_1	6410_ve	FALSE	6230_hmo	2017-06-23	field assessment	162109.99	195726.14	NA	inbo
166102_1	2310	TRUE	2310	2018-09-03	field assessment	177597.599	217774.154	NA	anb
16612550_1	6410_mo	NA	NA	NA	NA	162845.6	179982.1	NA	inbo
16633_1	91E0_vc	TRUE	91E0_vc	2015-05-04	field assessment	131677.565	180078.137	NA	anb
16635154_1	6510_hus	NA	NA	NA	NA	218749.6	217582.1	NA	anb
16638422_1	6410_ve	FALSE	NA	2015-01-01	field assessment	179741.6	214606.1	NA	inbo
16651538_1	6510_hus	NA	NA	NA	NA	218845.6	217518.1	NA	anb
1666049_1	1330_hpr	NA	NA	2018-01-01	NA	57117.6	212430.1	long term	inbo
1667357_1	1330_hpr	FALSE	NA	2018-06-14	field assessment	96797.6	219694.1	NA	inbo
1667357_2	1330_hpr	TRUE	1330_hpr	2018-06-14	field assessment	96887.88	219727.94	NA	inbo
1667702_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	218045.6	203854.1	NA	anb
1668726_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	213629.6	202990.1	NA	anb
16690486_1	6410_ve	FALSE	NA	2015-01-01	field assessment	185949.6	186094.1	NA	inbo
1669297_1	2120	NA	NA	NA	NA	29629.6	201326.1	NA	inbo
16702450_1	2330_dw	NA	NA	NA	NA	240829.6	180622.1	NA	anb
1670453_1	2180	NA	NA	NA	NA	78365.6	228110.1	NA	inbo
1672385_1	6510_hu	NA	NA	NA	NA	87325.6	204334.1	NA	anb
167286_1	2310	FALSE	gh	2016-09-30	field assessment	215197.6	212398.1	NA	anb
167286_1	2330_bu	FALSE	gh	2016-09-30	field assessment	215197.6	212398.1	NA	anb
1675317_1	2160	NA	NA	NA	NA	75709.6	226286.1	NA	inbo
1675897_1	6510_hu	NA	NA	NA	NA	142333.6	171086.1	NA	anb
167606_1	91E0_vo	FALSE	geen habitat 	2015-01-01	field assessment	215229.446	187566.111	NA	anb
1676465_1	2170	NA	NA	NA	NA	24255.6	199102.1	NA	inbo
1676498_1	6230_hn	FALSE	NA	2019-07-10	field assessment	219453.6	196622.1	NA	inbo
1676498_2	6230_hn	TRUE	6230_hn	2019-07-10	field assessment	219438.32	196598.03	NA	inbo
1676726_1	7140_meso	FALSE	NA	2019-01-01	field assessment	207869.6	189614.1	NA	inbo
1677870_1	7140_oli	FALSE	NA	2018-06-13	field assessment	195581.6	225486.1	NA	inbo
1677870_2	7140_oli	TRUE	7140_oli	2018-06-13	field assessment	195582.7	225485.83	NA	inbo
1679217_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	48925.6	206702.1	NA	inbo
167990_1	4030	FALSE	NA	2016-01-01	orthophoto	197309.6	192398.1	NA	anb
1680310_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	217245.6	202030.1	NA	anb
1680561_1	2180	NA	NA	NA	NA	26109.6	198990.1	NA	inbo
1682742_1	6510_hu	NA	NA	NA	NA	186109.6	186510.1	NA	anb
1684406_1	2330_bu	FALSE	2310	2018-08-17	field assessment	217661.597	199470.055	NA	anb
1685137_1	6510_hua	TRUE	6510_hua	2018-05-23	field assessment	37469.618	183534.115	NA	anb
168566_1	4030	FALSE	NA	2016-01-01	orthophoto	216445.6	203182.1	NA	anb
16859126_1	2330_dw	NA	NA	NA	NA	187901.6	217678.1	NA	anb
168629_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	64989.6	220494.1	NA	inbo
168886_1	4030	TRUE	4030	2018-08-24	field assessment	215069.638	199854.063	NA	anb
169094_1	6510_hu	NA	NA	2018-05-30	NA	178525.6	181358.1	long term	anb
16909842_1	6410_mo	NA	NA	NA	NA	231645.6	212174.1	NA	inbo
16913682_1	6510_hus	NA	NA	NA	NA	219069.6	217390.1	NA	anb
169137_1	2120	NA	NA	NA	NA	23901.6	198702.1	NA	inbo
1691550_1	6230_hn	FALSE	NA	2018-01-01	field assessment	174877.6	232622.1	NA	inbo
169170_1	2310	FALSE	4030	2018-08-02	field assessment	219197.599	196558.068	NA	anb
169170_1	4030	TRUE	4030	2018-08-02	field assessment	219197.599	196558.068	NA	anb
1691825_1	2130_had	NA	NA	NA	NA	23637	196029.7	NA	inbo
16920818_1	6410_ve	NA	NA	NA	NA	235613.6	174926.1	NA	inbo
1692849_1	2120	NA	NA	NA	NA	22301.6	199182.1	NA	inbo
16934238_1	6510_hus	NA	NA	NA	NA	177565.6	241294.1	NA	anb
16940370_1	6120	NA	NA	NA	NA	246237.6	193102.1	NA	inbo
1695537_1	2120	NA	NA	NA	NA	32189.6	204302.1	NA	inbo
1695537_1	2160	NA	NA	NA	NA	32189.6	204302.1	NA	inbo
16965278_1	6410_ve	NA	NA	NA	NA	185853.6	219630.1	NA	inbo
1696945_1	2180	NA	NA	NA	NA	25949.6	199246.1	NA	inbo
1697142_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	214429.6	216174.1	NA	anb
16986354_1	6410_ve	NA	NA	NA	NA	235485.6	174990.1	NA	inbo
1699126_1	6510_hu	NA	NA	NA	NA	187645.6	187406.1	NA	anb
17_1	2120	TRUE	2120	2019-10-23	field assessment	29796.3	203375.9	NA	inbo
1700017_1	2130_had	NA	NA	NA	NA	23645.6	195982.1	NA	inbo
1700533_1	1330_hpr	NA	NA	NA	NA	63133.6	220686.1	NA	inbo
17006578_1	2330_dw	NA	NA	NA	NA	239965.6	182894.1	NA	anb
17008918_1	6510_hus	NA	NA	NA	NA	164381.6	187246.1	NA	anb
1701494_1	7140_oli	NA	NA	2016-01-01	NA	214493.6	203758.1	long term	inbo
17017842_1	6120	NA	NA	NA	NA	243069.6	177966.1	NA	inbo
170206_1	4030	TRUE	4030	2017-09-07	field assessment	163069.555	226094.298	NA	anb
1702514_1	6510_hu	FALSE	gh	2014-06-02	field assessment	219229.6	164782.1	NA	anb
1702514_1	6510_huk	FALSE	gh	2014-06-02	field assessment	219229.6	164782.1	NA	anb
170294_1	4030	FALSE	NA	2018-10-09	field assessment	192157.642	192526.148	NA	anb
17029813_1	2190_mp	NA	NA	NA	NA	65949.6	224526.1	NA	inbo
1703174_1	6230_ha	FALSE	NA	2018-01-01	field assessment	166717.6	163886.1	NA	inbo
17053425_1	9160	NA	NA	NA	NA	52945.9	187177.7	NA	anb
170798_1	4010	NA	NA	NA	NA	196061.6	228206.1	NA	anb
170798_1	7140_oli	FALSE	NA	2016-09-13	field assessment	196061.6	228206.1	NA	inbo
170798_2	7140_oli	TRUE	7140_oli	2016-09-13	field assessment	196053.91	228213.09	NA	inbo
1708086_1	2330_bu	NA	NA	NA	NA	196797.624	192686.125	NA	anb
170834_1	2330_bu	TRUE	2330_bu	2017-07-07	field assessment	236541.556	195982.157	NA	anb
1708370_1	6510_hu	NA	NA	NA	NA	247645.6	187982.1	NA	anb
17084498_1	6120	FALSE	NA	2015-01-01	field assessment	250045.6	196942.1	NA	inbo
17085086_1	6410_ve	NA	NA	NA	NA	181501.6	219950.1	NA	inbo
1708982_1	2330_bu	TRUE	2330_bu	2017-08-31	field assessment	216349.64	199630.106	NA	anb
1709266_1	2330_bu	TRUE	2330_bu	2018-07-30	field assessment	219453.576	197870.04	NA	anb
17095518_1	6510_hus	NA	NA	NA	NA	179101.6	243246.1	NA	anb
1710001_1	2170	NA	NA	NA	NA	30237.6	202030.1	NA	inbo
1711014_1	6230_ha	TRUE	6230_ha	2016-08-23	field assessment	190141.59	182094.11	NA	inbo
1711014_1	6230_hmo	FALSE	6230_ha	2016-08-23	field assessment	190141.59	182094.11	NA	inbo
1711014_1	6510_hu	NA	NA	NA	NA	190141.6	182094.1	NA	anb
1713026_1	6510_huk	FALSE	onbekend	2014-06-05	field assessment	252381.6	158222.1	NA	anb
1713590_1	7140_meso	FALSE	NA	2019-01-01	field assessment	210429.6	188686.1	NA	inbo
1713874_1	6230_ha	TRUE	6230_ha	2019-07-04	field assessment	223261.46	189838.08	NA	inbo
1714306_1	6510_huk	FALSE	gh	2014-05-22	field assessment	251645.6	161326.1	NA	anb
171545_1	6510_hu	FALSE	NA	2018-01-01	field assessment	87709.6	164462.1	NA	anb
1715637_1	1330_hpr	FALSE	NA	2018-06-28	field assessment	62621.6	222542.1	NA	inbo
1715637_2	1330_hpr	TRUE	1330_hpr	2018-06-28	field assessment	62612.32	222519.61	NA	inbo
1715761_1	2160	NA	NA	NA	NA	29981.6	202446.1	NA	inbo
1715761_1	2170	NA	NA	NA	NA	29981.6	202446.1	NA	inbo
1716466_1	6510_hu	NA	NA	NA	NA	235805.6	175054.1	NA	anb
17182194_1	6120	NA	NA	NA	NA	244637.6	184750.1	NA	inbo
17182854_1	6410_ve	NA	NA	NA	NA	179069.6	184910.1	NA	inbo
1719814_1	6230_ha	NA	NA	NA	NA	159133.6	165966.1	NA	inbo
1722166_1	6510_hu	NA	NA	NA	NA	190013.6	198030.1	NA	anb
1722993_1	2130_had	NA	NA	NA	NA	39037.6	205806.1	NA	inbo
1723446_1	6230_ha	FALSE	NA	2019-05-27	field assessment	198973.6	188110.1	NA	inbo
1723446_1	6230_hn	FALSE	NA	2019-05-27	field assessment	198973.6	188110.1	NA	inbo
1723446_2	6230_ha	TRUE	6230_ha	2019-05-27	field assessment	198972.6	188111.97	NA	inbo
1723446_2	6230_hn	FALSE	6230_ha	2019-05-27	field assessment	198972.6	188111.97	NA	inbo
1725617_1	2160	NA	NA	NA	NA	23005.6	198222.1	NA	inbo
1725633_1	6510_hu	NA	NA	NA	NA	86845.6	204014.1	NA	anb
1725750_1	6510_hu	NA	NA	NA	NA	190973.6	188622.1	NA	anb
17257522_1	6410_mo	NA	NA	NA	NA	221373.6	175374.1	NA	inbo
17277998_1	6410_ve	NA	NA	NA	NA	185917.6	219502.1	NA	inbo
1729846_1	6510_hu	NA	NA	NA	NA	192413.6	189102.1	NA	anb
17306670_1	9190	NA	NA	NA	NA	188942.3	220179.9	NA	anb
1731377_1	2160	NA	NA	NA	NA	38013.6	207342.1	NA	inbo
1734262_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	213725.6	202222.1	NA	anb
17343826_1	6120	NA	NA	NA	NA	247229.6	187854.1	NA	inbo
1735762_1	6510_hu	NA	NA	NA	NA	249981.6	198414.1	NA	anb
1736305_1	2120	NA	NA	NA	NA	40349.6	209038.1	NA	inbo
17373318_1	6410_ve	FALSE	NA	2015-01-01	field assessment	182909.6	180526.1	NA	inbo
17374514_1	6410_ve	NA	NA	NA	NA	225021.6	178702.1	NA	inbo
173778_1	4030	FALSE	NA	2016-01-01	orthophoto	223997.6	188750.1	NA	anb
1740593_1	2120	NA	NA	NA	NA	32477.6	204430.1	NA	inbo
1740593_1	2160	NA	NA	NA	NA	32477.6	204430.1	NA	inbo
174134_1	6510_hu	FALSE	NA	2018-05-29	field assessment	198685.598	191086.179	NA	anb
1741493_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	64765.6	220334.1	NA	inbo
1742001_1	2120	NA	NA	NA	NA	23741.6	198798.1	NA	inbo
1742034_1	6230_hn	FALSE	NA	2019-07-10	field assessment	219517.6	196462.1	NA	inbo
1742034_2	6230_hn	TRUE	6230_hn	2019-07-10	field assessment	219459.94	196478.95	NA	inbo
174302_1	4010	NA	NA	NA	NA	163645.6	225870.1	NA	anb
1743698_1	2330_bu	TRUE	2330_bu	2017-07-07	field assessment	236253.6	195758.1	NA	anb
174546_1	2310	TRUE	2310	2018-08-03	field assessment	228061.653	192910.103	NA	anb
17469778_1	6120	NA	NA	NA	NA	247613.6	189646.1	NA	inbo
1747121_1	2180	NA	NA	NA	NA	26781.6	200046.1	NA	inbo
17475649_1	6410_ve	TRUE	6410_ve	2015-07-10	field assessment	74173.59	200686.11	NA	inbo
1748785_1	2190	NA	NA	NA	NA	33597.6	203918.1	NA	inbo
174897_1	2120	NA	NA	NA	NA	37149.6	207022.1	NA	inbo
1749942_1	7140_meso	FALSE	NA	2015-09-17	field assessment	218269.6	199182.1	NA	inbo
1749942_2	7140_meso	TRUE	7140_meso	2015-09-17	field assessment	218271.27	199177.41	NA	inbo
1750129_1	1330_hpr	FALSE	NA	2018-06-29	field assessment	54333.6	210510.1	NA	inbo
1750129_2	1330_hpr	TRUE	1330_hpr	2018-06-29	field assessment	54366.24	210520.62	NA	inbo
1750193_1	2120	NA	NA	NA	NA	24445.6	200238.1	NA	inbo
17515142_1	9120	NA	NA	NA	NA	171942.3	171179.8	NA	anb
17519666_1	6410_mo	NA	NA	NA	NA	221693.6	175502.1	NA	inbo
1754450_1	6120	NA	NA	NA	NA	246877.6	189742.1	NA	inbo
175582_1	4010	NA	NA	NA	NA	164157.6	227950.1	NA	anb
175698_1	4030	TRUE	4030	2017-07-25	field assessment	238653.566	185902.192	NA	anb
17578969_1	9130_end	NA	NA	NA	NA	109942.2	167179.8	NA	anb
175921_1	2130_hd	NA	NA	NA	NA	33357.7	204023.7	NA	inbo
175921_2	2190	NA	NA	NA	NA	33533.6	203950.1	NA	inbo
17601_1	4030	FALSE	NA	2014-01-01	orthophoto	85661.6	205198.1	NA	anb
1760949_1	1330_hpr	NA	NA	NA	NA	69661.6	219758.1	NA	inbo
176114_1	4030	FALSE	NA	2016-01-01	orthophoto	239741.6	184430.1	NA	anb
1761206_1	7140_meso	TRUE	7140_meso	2018-07-05	field assessment	216253.45	198062.32	NA	inbo
17617481_1	9120	NA	NA	NA	NA	92943	206181	NA	anb
176182_1	2310	FALSE	NA	2016-01-01	orthophoto	195581.6	193102.1	NA	anb
176193_1	4030	FALSE	NA	2016-01-01	orthophoto	76925.6	197870.1	NA	anb
17624110_1	91E0_vm	NA	NA	NA	NA	193942.4	219179.7	NA	anb
1762774_1	2330_bu	TRUE	2330_bu	2017-08-17	field assessment	185661.638	211054.059	NA	anb
1763505_1	2160	NA	NA	NA	NA	27741.6	199918.1	NA	inbo
1763666_1	6510_hu	NA	NA	NA	NA	248221.6	190734.1	NA	anb
1764830_1	2330_dw	NA	NA	NA	NA	163421.6	227310.1	NA	anb
1765169_1	2160	NA	NA	NA	NA	32957.6	204206.1	NA	inbo
17657906_1	6410_mo	NA	NA	NA	NA	219709.6	171854.1	NA	inbo
1766006_1	2330_bu	FALSE	NA	2016-01-01	orthophoto	217661.6	202958.1	NA	anb
1766190_1	6230_hn	FALSE	NA	2019-01-01	field assessment	197725.6	231342.1	NA	inbo
1766326_1	7140_oli	FALSE	NA	2018-07-12	field assessment	218269.6	198286.1	NA	inbo
1766326_2	7140_oli	TRUE	7140_oli	2018-07-12	field assessment	218305.95	198238.55	NA	inbo
176758_1	4030	FALSE	NA	2016-01-01	orthophoto	217469.6	203086.1	NA	anb
176862_1	2310	FALSE	4010	2017-09-05	field assessment	155069.579	231086.065	NA	anb
176862_1	4010	TRUE	4010	2017-09-05	field assessment	155069.579	231086.065	NA	anb
1768757_1	2160	NA	NA	NA	NA	78141.6	228238.1	NA	inbo
1768885_1	2160	NA	NA	NA	NA	59389.6	221326.1	NA	inbo
17689909_1	2190_mp	NA	NA	NA	NA	76893.6	227918.1	NA	inbo
1769265_1	2160	NA	NA	NA	NA	31869.6	203566.1	NA	inbo
177078_1	2310	FALSE	2330_bu	2014-09-10	field assessment	218205.705	199470.117	NA	anb
177078_1	2330_bu	TRUE	2330_bu	2014-09-10	field assessment	218205.705	199470.117	NA	anb
1772213_1	2120	NA	NA	NA	NA	64861.6	224142.1	NA	inbo
17739762_1	9190	NA	NA	NA	NA	239942.2	184679.8	NA	anb
1774769_1	2160	NA	NA	NA	NA	23805.6	199534.1	NA	inbo
1775058_1	2330_bu	TRUE	2330_bu	2017-07-06	field assessment	231709.654	190350.064	NA	anb
1775774_1	2330_dw	NA	NA	NA	NA	177277.6	218670.1	NA	anb
17761665_1	9120	NA	NA	NA	NA	69942.2	199679.8	NA	anb
177778_1	6510_hu	FALSE	gh	2014-06-03	field assessment	225277.6	165646.1	NA	anb
177782_1	2310	NA	NA	NA	NA	212797.6	203054.1	NA	anb
1777966_1	6410_ve	FALSE	NA	2016-01-01	field assessment	190365.6	227918.1	NA	inbo
17782717_1	1330_da	NA	NA	NA	NA	145039.64	220187.85	NA	inbo
1778609_1	1330_hpr	NA	NA	NA	NA	36029.6	199694.1	NA	inbo
17795033_1	9120	NA	NA	NA	NA	106942.2	162679.8	NA	anb
1780210_1	6120	NA	NA	NA	NA	245373.6	179758.1	NA	inbo
178102_1	2310	NA	NA	2014-01-01	NA	213437.6	201998.1	long term	anb
178102_1	2330_bu	NA	NA	2014-01-01	NA	213437.6	201998.1	long term	anb
1781173_1	1330_hpr	FALSE	NA	2015-01-01	field assessment	62301.6	222030.1	NA	inbo
1781297_1	2160	NA	NA	NA	NA	29629.6	202286.1	NA	inbo
1781297_1	2170	NA	NA	NA	NA	29629.6	202286.1	NA	inbo
178390_1	6230_hmo	FALSE	NA	2015-01-01	field assessment	175581.6	214702.1	NA	inbo
17854598_1	6410_ve	NA	NA	NA	NA	178461.6	184078.1	NA	inbo
1785525_1	1330_hpr	FALSE	NA	2018-07-04	field assessment	69181.6	220878.1	NA	inbo
1785525_2	1330_hpr	TRUE	1330_hpr	2018-07-04	field assessment	69183	220871.56	NA	inbo
1785649_1	2160	NA	NA	NA	NA	30877.6	202638.1	NA	inbo
1785909_1	2180	NA	NA	NA	NA	77629.6	226734.1	NA	inbo
1786474_1	2330_bu	FALSE	NA	2017-07-05	field assessment	230493.6	220078.1	NA	anb
1786474_2	2330_bu	FALSE	gh	2017-07-05	field assessment	230546.719	219996.028	NA	anb
1786806_1	2330_bu	TRUE	2330_bu	2017-08-28	field assessment	215805.53	200334.181	NA	anb
1789406_1	2330_dw	NA	NA	NA	NA	163325.6	227182.1	NA	anb
17894889_1	91E0_sf	NA	NA	NA	NA	137911.5	193910	NA	inbo
17896722_1	6510_hus	NA	NA	NA	NA	219197.6	217262.1	NA	anb
1789878_1	2330_bu	FALSE	4010	2018-08-07	field assessment	217885.636	197070.102	NA	anb
1790121_1	6510_hu	NA	NA	NA	NA	133181.6	193454.1	NA	anb
17903666_1	6410_mo	NA	NA	NA	NA	219645.6	172110.1	NA	inbo
1791169_1	6510_hu	NA	NA	NA	NA	87197.6	204142.1	NA	anb
1791186_1	2330_bu	NA	NA	NA	NA	220445.6	196654.1	NA	anb
1793318_1	6510_huk	NA	NA	NA	NA	214845.6	162958.1	NA	anb
17933446_1	6410_mo	FALSE	NA	2015-01-01	field assessment	181437.6	181518.1	NA	inbo
1793589_1	2120	NA	NA	NA	NA	79613.6	229038.1	NA	inbo
1793589_1	2160	NA	NA	NA	NA	79613.6	229038.1	NA	inbo
1793746_1	6230_ha	NA	NA	NA	NA	223837.6	190030.1	NA	inbo
179462_1	6510_hu	FALSE	NA	2018-06-06	field assessment	166109.6	164622.1	NA	anb
1794678_1	7140_oli	FALSE	NA	2018-01-01	field assessment	216029.6	205006.1	NA	inbo
1795441_1	2170	NA	NA	NA	NA	43101.6	210926.1	NA	inbo
17956377_1	9130_end	NA	NA	NA	NA	88942.1	162179.8	NA	anb
17967382_1	91E0_vm	NA	NA	NA	NA	164942.1	189179.9	NA	anb
1797937_1	2120	NA	NA	NA	NA	32605.6	203150.1	NA	inbo
1797937_1	2170	NA	NA	NA	NA	32605.6	203150.1	NA	inbo
1798774_1	2330_bu	NA	NA	NA	NA	218557.6	203854.1	NA	anb
17990_1	91E0_va	NA	NA	NA	NA	169987	167194.6	NA	anb
1799094_1	2330_bu	NA	NA	NA	NA	216829.6	200142.1	NA	anb
1799154_1	6230_hn	FALSE	NA	2019-07-04	field assessment	236125.6	182894.1	NA	inbo
1799154_2	6230_hn	TRUE	6230_hn	2019-07-04	field assessment	236135.58	182893.24	NA	inbo
17991958_1	6510_hus	NA	NA	NA	NA	165053.6	187118.1	NA	anb
179922_1	2310	TRUE	2310	2018-08-01	field assessment	226653.525	193454.098	NA	anb
18_1	2130_hd	NA	NA	2019-01-01	field assessment	29407.9	201671.7	NA	inbo
18_2	2120	FALSE	NA	2019-10-25	field assessment	29661.6	201358.1	NA	inbo
18_3	2120	TRUE	2120	2019-10-25	field assessment	29691.6	201395	NA	inbo
18001206_1	6410_ve	FALSE	NA	2015-01-01	field assessment	185949.6	186030.1	NA	inbo
180017_1	2120	NA	NA	NA	NA	32029.6	202894.1	NA	inbo
18002_1	4030	FALSE	NA	2014-01-01	orthophoto	240637.6	187918.1	NA	anb
180210_1	4030	FALSE	NA	2016-01-01	orthophoto	240509.6	182254.1	NA	anb
1802118_1	6510_hu	NA	NA	NA	NA	177085.6	180590.1	NA	anb
1802206_1	6230_ha	NA	NA	NA	NA	160189.6	225646.1	NA	inbo
1803138_1	6510_huk	NA	NA	NA	NA	251901.6	161134.1	NA	anb
18038_1	4030	NA	NA	2014-01-01	NA	213821.6	205038.1	long term	anb
18041_1	9130_end	FALSE	NA	2018-01-01	orthophoto	137789.6	176014.1	NA	anb
18043954_1	6410_ve	NA	NA	NA	NA	221309.6	175246.1	NA	inbo
18057494_1	6510_hus	NA	NA	NA	NA	164541.6	187182.1	NA	anb
180625_1	6510_hu	FALSE	NA	2018-01-01	field assessment	29117.6	172494.1	NA	anb
1806578_1	6510_hu	NA	NA	NA	NA	237629.6	174894.1	NA	anb
18066418_1	6120	NA	NA	NA	NA	243101.6	178126.1	NA	inbo
1807537_1	2170	NA	NA	NA	NA	23219.5	198132.3	NA	inbo
180854_1	4030	FALSE	NA	2016-01-01	orthophoto	217213.6	204750.1	NA	anb
18107017_1	6410_ve	NA	NA	NA	NA	112061.6	193422.1	NA	inbo
181234_1	4030	TRUE	4030	2017-07-03	field assessment	239037.63	183214.133	NA	anb
18131954_1	6120	NA	NA	NA	NA	243069.6	178222.1	NA	inbo
1815158_1	2330_bu	NA	NA	NA	NA	217341.6	202446.1	NA	anb
1815262_1	2330_bu	NA	NA	NA	NA	154365.6	231182.1	NA	anb
182006_1	4010	FALSE	NA	2016-01-01	orthophoto	186461.6	209998.1	NA	anb
1820185_1	6510_hua	FALSE	6510_hu	2018-06-11	field assessment	94205.611	169166.124	NA	anb
182054_1	6510_hu	TRUE	6510_hu	2018-05-23	field assessment	208733.638	164558.118	NA	anb
18207794_1	6410_mo	NA	NA	NA	NA	221725.6	175534.1	NA	inbo
18213222_1	6410_mo	FALSE	NA	2015-01-01	field assessment	197437.6	167374.1	NA	inbo
18223442_1	6120	NA	NA	NA	NA	247517.6	187886.1	NA	inbo
1822897_1	2180	NA	NA	NA	NA	23677.6	196334.1	NA	inbo
