point_code	grts_ranking	grts_ranking_draw	sac	legacy_site	type	polygon_id	phab	source
1872210_1	1872210	1872210	1	0	6510_hu	9144	30	habitatmap 2023
1872565_1	1872565	1872565	1	0	1330_hpr	44732	100	assessment/habitatmap 2023
187382_1	187382	187382	0	0	9190	72636	60	assessment/habitatmap 2023
18765025_1	18765025	NA	0	1	9120	1457	100	habitatmap 2023
1878193_1	1878193	1878193	1	0	2120	44360	80	habitatmap 2023
18784454_1	18784454	18784454	0	0	6510_hus	32994	30	habitatmap 2023
1879346_1	1879346	1879346	1	0	6510_hu	13189	85	habitatmap 2023
188022_1	188022	188022	1	0	91E0_vo	81547	50	assessment/habitatmap 2023
188062_1	188062	188062	1	0	6230_hn	59097	80	assessment/habitatmap 2023
18807046_1	18807046	NA	0	1	9120	24568	100	habitatmap 2023
1884126_2	14467038	1884126	1	0	6230_hmo	92356	25	assessment/habitatmap 2023
1885721_2	1885721	1885721	0	0	6510_hua	6938	100	assessment/habitatmap 2023
1885929_1	1885929	1885929	1	0	91E0_sf	5655	100	habitatmap 2023
188593_1	8970417	188593	1	1	2130_had	8486	100	assessment/habitatmap 2023
188593_2	188593	188593	1	0	2130_had	8486	100	assessment/habitatmap 2023
1886422_1	1886422	1886422	1	0	2330_dw	44954	40	habitatmap 2023
1887022_2	40422190	1887022	1	0	6230_hn	53328	100	assessment/habitatmap 2023
1887857_1	1887857	1887857	1	0	2120	61641	70	habitatmap 2023
1888049_1	1888049	1888049	1	0	2120	53870	15	habitatmap 2023
18898_1	18898	18898	1	0	9190	93882	50	assessment/habitatmap 2023
1890606_1	1890606	1890606	1	0	6230_hn	64140	100	habitatmap 2023
1892529_1	1892529	1892529	1	0	2180	NA	NA	assessment
1894033_1	1894033	1894033	0	0	6510_hua	3060	100	habitatmap 2023
1896241_1	1896241	1896241	1	0	2190_mp	49199	100	assessment/habitatmap 2023
1896690_1	1896690	1896690	1	0	6510_hu	12998	30	habitatmap 2023
1898142_1	1898142	1898142	1	0	6230_ha	38689	100	habitatmap 2023
1898673_2	6092977	1898673	1	0	2190_mp	50561	30	assessment/habitatmap 2023
189918_1	189918	189918	1	0	4010	63320	30	habitatmap 2023
189918_1	189918	189918	1	0	4030	63320	70	habitatmap 2023
18996338_1	18996338	NA	1	1	91E0_va	28849	5	habitatmap 2023
1899829_2	10288437	1899829	1	0	2180	48577	100	assessment/habitatmap 2023
190162_1	190162	190162	1	0	4030	11521	100	assessment/habitatmap 2023
1905841_1	1905841	1905841	1	0	2120	47166	100	habitatmap 2023
1905938_2	1905938	1905938	1	0	6510_hus	76314	NA	assessment
19070377_1	19070377	NA	1	1	91E0_sf	45631	100	habitatmap 2023
190802_1	190802	190802	1	0	91E0_sf	19517	100	habitatmap 2023
190902_2	16705974	190902	0	0	6510_hu	NA	NA	assessment
19094514_1	19094514	19094514	1	0	2330_dw	14993	80	habitatmap 2023
19124281_1	19124281	NA	0	1	91E0_va	84181	100	habitatmap 2023
1913782_1	1913782	1913782	1	0	7140_meso	93674	30	assessment/habitatmap 2023
19142_1	19142	19142	1	0	9160	18772	100	habitatmap 2023
191442_1	191442	191442	1	0	2310	23443	100	assessment/habitatmap 2023
1916213_1	53280053	1916213	1	1	2180	48578	100	assessment/habitatmap 2023
191698_1	191698	191698	1	0	4030	28225	5	assessment/habitatmap 2023
1919090_1	1919090	1919090	1	0	6510_hu	12462	5	habitatmap 2023
191966_1	191966	191966	1	0	4030	58756	70	assessment/habitatmap 2023
1922225_2	57496753	1922225	1	0	2190_overig	50581	NA	assessment/habitatmap 2023
1922258_1	1922258	1922258	1	0	6230_hn	27992	100	habitatmap 2023
192305_1	126769	192305	1	1	2160	81558	80	assessment/habitatmap 2023
192305_3	716593	192305	1	0	2160	80644	100	assessment/habitatmap 2023
19238_1	19238	19238	1	0	9160	35370	70	habitatmap 2023
192625_1	192625	192625	1	0	2120	51363	100	assessment/habitatmap 2023
1926866_1	1926866	1926866	1	0	7140_oli	11667	50	habitatmap 2023
1927030_1	1927030	1927030	1	0	7140_meso	92896	100	assessment/habitatmap 2023
1928193_1	1928193	1928193	1	0	1330_hpr	391	40	assessment/habitatmap 2023
193182_1	193182	193182	1	0	4030	86917	70	habitatmap 2023
193206_1	193206	193206	0	0	9190	60660	60	assessment/habitatmap 2023
193246_1	193246	193246	1	0	4010	68435	100	assessment/habitatmap 2023
1933238_1	1933238	1933238	0	0	6230_ha	25268	50	assessment/habitatmap 2023
1936821_2	1936821	1936821	1	0	1330_hpr	44796	100	assessment/habitatmap 2023
193838_1	193838	193838	1	0	4010	81240	60	habitatmap 2023
1938478_2	56464430	1938478	1	0	6230_hmo	81482	70	assessment/habitatmap 2023
1938609_1	1938609	1938609	1	0	2190_mp	3742	83	assessment/habitatmap 2023
1938642_1	1938642	1938642	1	0	6230_hn	18857	80	habitatmap 2023
19412873_1	19412873	19412873	1	0	2330_dw	7836	100	habitatmap 2023
194294_1	194294	194294	1	0	2330_bu	74357	100	assessment/habitatmap 2023
1945013_1	1945013	1945013	1	0	1330_hpr	42371	100	assessment/habitatmap 2023
1945393_1	1945393	1945393	1	0	2190_mp	50897	100	assessment/habitatmap 2023
194546_1	194546	194546	1	0	4030	11917	100	habitatmap 2023
194737_1	48388273	194737	1	1	2160	50608	100	assessment/habitatmap 2023
1947634_2	1947634	1947634	1	0	7140_oli	26506	40	assessment/habitatmap 2023
1950913_1	1950913	1950913	1	0	6230	39486	50	assessment/habitatmap 2023
19510_2	33311798	19510	0	0	6230_hn	14043	70	assessment/habitatmap 2023
1951958_1	1951958	1951958	1	0	6230_ha	80017	100	assessment/habitatmap 2023
19531282_1	19531282	19531282	0	0	6410_mo	86575	30	habitatmap 2023
1953585_1	1953585	1953585	1	0	2120	39952	100	habitatmap 2023
1953969_2	6017201	1953969	1	0	2180	NA	NA	assessment
1954745_1	1954745	NA	1	1	9130_end	21141	100	habitatmap 2023
1955793_1	1955793	NA	0	1	9120	3717	100	habitatmap 2023
19574_1	19574	19574	0	0	2330_bu	51705	90	habitatmap 2023
1958306_1	1958306	1958306	0	0	91E0_sf	62331	30	habitatmap 2023
195893_1	195893	195893	1	1	2130_hd	49144	100	assessment/habitatmap 2023
196021_1	196021	196021	1	0	2120	39947	60	assessment/habitatmap 2023
196022_1	196022	196022	1	0	91E0_vo	NA	NA	assessment
1960754_1	1960754	1960754	1	0	6510_hu	69126	70	habitatmap 2023
19616818_1	19616818	19616818	1	0	6410_mo	11750	30	habitatmap 2023
1961777_1	1961777	1961777	1	0	2120	39932	100	habitatmap 2023
196306_1	196306	196306	1	0	2310	13869	100	assessment/habitatmap 2023
19666438_1	19666438	NA	1	1	9120	33570	100	habitatmap 2023
1971474_1	1971474	1971474	1	0	6510_hus	76302	NA	assessment
19717970_1	19717970	NA	0	1	9120	88061	100	habitatmap 2023
19762_1	19762	19762	1	0	9190	NA	NA	assessment
19763934_1	19763934	NA	1	1	9190	40301	50	habitatmap 2023
19786086_1	19786086	19786086	0	0	6410_mo	63937	65	habitatmap 2023
19793426_1	19793426	19793426	0	0	6410_mo	86575	30	habitatmap 2023
198137_1	198137	198137	0	0	91E0_vc	3071	100	assessment/habitatmap 2023
1985590_1	1985590	1985590	0	0	6230_hn	14074	60	habitatmap 2023
1986361_1	1986361	NA	1	1	9130_end	72800	100	habitatmap 2023
1986613_1	1986613	1986613	1	0	2180	46817	100	assessment/habitatmap 2023
1987634_1	1987634	1987634	1	0	6510_hu	10082	30	habitatmap 2023
19885873_1	19885873	19885873	1	0	2190_mp	72302	100	habitatmap 2023
19886130_1	19886130	19886130	0	0	6410_mo	11353	20	habitatmap 2023
198930_1	198930	198930	1	0	6230_hmo	83449	100	assessment/habitatmap 2023
199122_1	199122	199122	1	0	2310	56145	80	assessment/habitatmap 2023
1992497_2	6711089	1992497	1	0	2130_had	46958	100	assessment/habitatmap 2023
19935186_1	19935186	NA	1	1	91E0_vm	17456	100	habitatmap 2023
20_2	25538097	20	1	0	2120	50853	100	assessment/habitatmap 2023
2002737_1	2002737	2002737	1	0	2120	41171	20	habitatmap 2023
2003969_1	2003969	2003969	1	0	2180	41141	100	assessment/habitatmap 2023
2003969_2	4887553	2003969	1	0	2180	39227	100	assessment/habitatmap 2023
2004145_1	2004145	2004145	1	0	2120	50626	25	habitatmap 2023
2004178_1	2004178	2004178	1	0	6230_hn	27959	0	habitatmap 2023
20050566_1	20050566	NA	1	1	91E0_vm	16937	90	habitatmap 2023
20059190_1	20059190	NA	0	1	91E0_vm	17524	100	habitatmap 2023
200630_1	200630	200630	1	0	4030	25353	NA	assessment
20081_1	20081	20081	1	0	2130_hd	45944	100	assessment/habitatmap 2023
20086_1	20086	20086	0	0	2310	93287	70	assessment/habitatmap 2023
2009905_1	2009905	2009905	1	0	2120	44820	100	habitatmap 2023
201006_2	33755438	201006	1	0	6230_ha	41364	100	assessment/habitatmap 2023
20105977_1	20105977	NA	1	1	91E0_va	80	80	habitatmap 2023
2010673_1	2010673	2010673	1	0	2120	50627	100	habitatmap 2023
2011870_2	2011870	2011870	1	0	7140_oli	66747	100	assessment/habitatmap 2023
2012905_1	2012905	2012905	1	0	91E0_sf	5020	100	habitatmap 2023
2016242_1	2016242	2016242	1	0	6230_ha	9250	40	assessment/habitatmap 2023
2016390_1	2016390	2016390	1	0	6230_hmo	19815	10	assessment/habitatmap 2023
201689_1	201689	201689	1	0	91E0_vc	53918	100	assessment/habitatmap 2023
20178_1	20178	20178	1	0	2310	12092	NA	assessment
20180550_1	20180550	20180550	1	0	6410_mo	50807	100	habitatmap 2023
2018749_1	2018749	2018749	0	0	1330_hpr	47941	100	assessment/habitatmap 2023
201905_2	1234097	201905	1	0	2130_hd	47223	100	assessment/habitatmap 2023
201938_2	15317202	201938	1	0	6230_hn	25310	80	assessment/habitatmap 2023
2020789_1	2020789	2020789	1	0	2120	44719	100	habitatmap 2023
20217_1	20217	20217	1	0	6510_hu	NA	NA	assessment
20217030_1	20217030	20217030	1	0	6410_mo	14362	100	habitatmap 2023
20246505_1	20246505	NA	0	1	91E0_va	17269	100	habitatmap 2023
2027313_1	2027313	2027313	1	0	2130	46949	NA	assessment/habitatmap 2023
20274_1	20274	20274	0	0	9160	85335	100	assessment/habitatmap 2023
20281_1	20281	20281	1	0	9130_end	1528	100	habitatmap 2023
2028213_1	2028213	2028213	0	0	1330_hpr	36755	100	habitatmap 2023
2028745_1	2028745	2028745	0	0	6230_hn	7788	40	habitatmap 2023
2029201_1	2029201	2029201	0	0	6510_hua	5494	40	habitatmap 2023
20311857_1	20311857	20311857	1	0	2190_mp	82508	20	habitatmap 2023
2031785_1	2031785	2031785	1	0	91E0_sf	5053	100	habitatmap 2023
20320594_1	20320594	20320594	1	0	6120	19503	20	assessment/habitatmap 2023
20320710_1	20320710	NA	1	1	9120	31227	100	habitatmap 2023
2033297_1	2033297	2033297	0	0	6510_hua	3060	100	habitatmap 2023
2036913_1	2036913	2036913	1	0	2120	50626	25	habitatmap 2023
2037393_2	2037393	2037393	0	0	6510_hua	3890	100	assessment/habitatmap 2023
20377393_1	20377393	20377393	1	0	2190_mp	40620	100	habitatmap 2023
20390_2	4214694	20390	1	0	6410_mo	14278	100	assessment/habitatmap 2023
2039273_1	2039273	2039273	1	0	91E0_sf	5658	100	habitatmap 2023
2039506_1	2039506	NA	1	1	9120	10576	100	habitatmap 2023
20406_1	20406	20406	1	0	4030	25256	100	assessment/habitatmap 2023
20407958_1	20407958	NA	1	1	9160	89935	100	habitatmap 2023
20436014_1	20436014	20436014	0	0	2330_dw	63073	90	habitatmap 2023
20449345_1	20449345	NA	0	1	91E0_va	74331	100	habitatmap 2023
20470_1	20470	20470	1	0	91E0_vm	61840	100	assessment/habitatmap 2023
20473638_1	20473638	NA	0	1	9160	15891	100	habitatmap 2023
20530369_1	20530369	NA	1	1	9120	37018	100	habitatmap 2023
205501_1	205501	205501	1	0	4030	92939	100	assessment/habitatmap 2023
2055465_1	2055465	2055465	1	0	91E0_sf	77048	100	habitatmap 2023
2056822_2	10445430	2056822	1	0	7140_oli	66729	80	assessment/habitatmap 2023
20574001_1	20574001	20574001	1	0	2190_mp	72221	100	habitatmap 2023
2057426_1	2057426	2057426	1	0	2330_dw	37211	100	habitatmap 2023
2057585_1	2057585	2057585	1	0	2130_hd	64450	80	assessment/habitatmap 2023
2059602_1	2059602	2059602	1	0	91E0_sf	19526	100	habitatmap 2023
206134_2	206134	206134	1	0	6510_hu	35167	60	assessment/habitatmap 2023
20614_1	20614	20614	1	0	9120	11786	NA	assessment/habitatmap 2023
2064262_1	2064262	2064262	1	0	6510_hu	30296	40	habitatmap 2023
20652254_1	20652254	NA	0	1	9120_qb	73158	100	habitatmap 2023
206546_1	206546	206546	1	0	2310	18400	NA	assessment
20657_1	11800753	20657	1	1	2130_hd	3371	77	assessment/habitatmap 2023
20665394_1	20665394	20665394	1	0	6410_mo	11750	30	habitatmap 2023
2069681_1	2069681	2069681	1	0	2120	93559	25	habitatmap 2023
2070830_1	2070830	2070830	1	0	6230_ha	91046	100	assessment/habitatmap 2023
2071858_1	2071858	2071858	1	0	6510_hu	12475	50	habitatmap 2023
207314_1	207314	207314	1	0	2310	62223	100	assessment/habitatmap 2023
207406_2	5188142	207406	1	0	6230_hmo	61935	100	assessment/habitatmap 2023
20773041_1	20773041	20773041	1	0	2190_mp	50561	30	habitatmap 2023
2078441_1	2078441	2078441	1	0	91E0_sf	5160	100	habitatmap 2023
2078854_1	2078854	2078854	1	0	6510_hu	22353	80	habitatmap 2023
20799049_1	20799049	NA	1	1	9120	40207	100	habitatmap 2023
20803634_1	20803634	20803634	0	0	6410_mo	11353	20	habitatmap 2023
2080902_1	2080902	2080902	1	0	6230_ha	13317	70	assessment/habitatmap 2023
208181_1	208181	208181	1	0	2130_hd	56265	100	habitatmap 2023
20819254_1	20819254	20819254	1	0	6410_mo	14560	100	habitatmap 2023
208350_1	208350	208350	1	0	4010	59868	70	assessment/habitatmap 2023
208433_2	27405873	208433	1	1	2130_hd	50667	100	assessment/habitatmap 2023
2084657_1	2084657	2084657	1	0	2120	53870	15	habitatmap 2023
2085041_1	2085041	2085041	1	0	2130_had	8486	100	assessment/habitatmap 2023
2088658_1	2088658	2088658	1	0	6230_ha	9262	10	assessment/habitatmap 2023
2090161_1	2090161	2090161	1	0	2180	49514	100	assessment/habitatmap 2023
20975526_1	20975526	NA	1	1	91E0_va	53071	100	habitatmap 2023
21_2	26859633	21	1	0	2130_hd	46574	100	assessment/habitatmap 2023
21025_1	21025	21025	0	0	9130_end	1951	100	assessment/habitatmap 2023
2102697_1	2102697	2102697	0	0	91E0_sf	5113	100	habitatmap 2023
21029974_1	21029974	NA	1	1	9190	16782	80	habitatmap 2023
210737_1	20395825	210737	1	1	2130_hd	46956	100	habitatmap 2023
2108725_1	2108725	2108725	1	0	2180	49132	100	assessment/habitatmap 2023
21089817_1	21089817	NA	1	1	91E0_vc	628	100	habitatmap 2023
21104146_1	21104146	21104146	0	0	6410_mo	86575	30	habitatmap 2023
2111090_1	2111090	2111090	1	0	6510_hu	91640	70	habitatmap 2023
211193_1	211193	211193	1	0	91E0_vc	48112	10	assessment/habitatmap 2023
211254_1	211254	211254	1	0	4030	19899	100	habitatmap 2023
2116662_1	2116662	2116662	0	0	6230_hn	14043	70	habitatmap 2023
2118265_1	2118265	2118265	1	0	6510_hu	93404	100	habitatmap 2023
212062_1	212062	212062	1	0	4030	59496	100	assessment/habitatmap 2023
212277_1	39271733	212277	1	1	2130_hd	NA	NA	assessment
2122929_1	2122929	2122929	1	0	2120	50626	25	habitatmap 2023
212446_1	212446	212446	1	0	4010	88518	70	assessment/habitatmap 2023
212661_2	212661	212661	1	0	1330_hpr	61474	100	assessment/habitatmap 2023
2129205_1	2129205	2129205	1	0	2120	48723	100	habitatmap 2023
2130550_2	1344118	2130550	1	0	7140_oli	80366	40	assessment/habitatmap 2023
213138_1	213138	213138	1	0	91E0_vo	81201	NA	assessment
21329_1	21329	21329	1	0	9130_end	3683	100	habitatmap 2023
213366_1	213366	213366	0	0	2330_bu	67804	100	assessment/habitatmap 2023
2133734_1	2133734	2133734	0	0	6230_hmo	55407	70	assessment/habitatmap 2023
2133809_1	2133809	2133809	1	0	2120	52128	100	habitatmap 2023
2133926_2	31494054	2133926	1	0	6230_hmo	12795	100	assessment/habitatmap 2023
2134069_1	2134069	2134069	1	0	2180	59954	30	habitatmap 2023
2135217_2	8426673	2135217	1	0	2190_overig	3436	NA	assessment/habitatmap 2023
2135697_1	2135697	2135697	0	0	6510_hua	2287	100	habitatmap 2023
2136622_1	2136622	2136622	1	0	7140_oli	68603	95	assessment/habitatmap 2023
213726_1	213726	213726	1	0	4010	58792	100	assessment/habitatmap 2023
21376198_1	21376198	21376198	1	0	6410_mo	15019	100	habitatmap 2023
2139313_1	2139313	2139313	1	0	2180	49512	100	assessment/habitatmap 2023
213942_1	213942	213942	1	0	2310	87713	NA	assessment
2139858_1	2139858	2139858	1	0	7140_oli	11131	100	habitatmap 2023
21430_1	21430	21430	1	0	4030	66741	100	assessment/habitatmap 2023
2143233_2	2143233	2143233	1	0	1330_hpr	32601	NA	assessment
2145589_2	15777077	2145589	1	0	2180	41146	70	assessment/habitatmap 2023
2151425_1	2151425	2151425	1	0	2180	41137	100	assessment/habitatmap 2023
21546030_1	21546030	NA	1	1	9120	73786	100	habitatmap 2023
21549830_1	21549830	NA	1	1	9120	24556	100	habitatmap 2023
2156242_1	2156242	2156242	1	0	6230_ha	9262	10	assessment/habitatmap 2023
215665_1	56838769	215665	1	1	2130_had	40014	100	assessment/habitatmap 2023
215665_2	215665	215665	1	0	2130_had	40014	100	habitatmap 2023
21575401_1	21575401	NA	1	1	91E0_sf	5329	100	habitatmap 2023
216018_1	216018	216018	1	0	4010	31973	20	assessment/habitatmap 2023
2160273_1	2160273	2160273	0	0	6510_hua	5484	80	habitatmap 2023
2160774_2	11466886	2160774	1	0	6410_mo	15203	80	assessment/habitatmap 2023
2160817_1	28113073	2160817	1	1	2190_mp	50561	30	assessment/habitatmap 2023
2161_1	2161	2161	1	0	2130_hd	NA	NA	assessment
216118_1	216118	216118	0	0	6510_hu	8810	75	assessment/habitatmap 2023
2163698_1	2163698	2163698	0	0	6230_hn	32345	100	assessment/habitatmap 2023
216786_1	216786	216786	1	0	2310	13750	100	assessment/habitatmap 2023
217014_1	217014	217014	1	0	4030	22774	100	assessment/habitatmap 2023
21714_1	21714	21714	1	0	2330_bu	18855	85	assessment/habitatmap 2023
2173041_2	58534001	2173041	1	0	2130_had	34732	30	assessment/habitatmap 2023
2173889_2	54340545	2173889	1	0	6410_mo	40369	100	assessment/habitatmap 2023
21753030_1	21753030	21753030	1	0	6410_mo	15696	70	habitatmap 2023
2177138_1	2177138	2177138	1	0	6510_hu	21422	70	habitatmap 2023
2178357_1	2178357	2178357	1	0	2180	46285	100	assessment/habitatmap 2023
2178865_1	2178865	2178865	1	0	2160	50710	100	assessment/habitatmap 2023
218070_1	218070	218070	1	0	2310	36950	100	habitatmap 2023
218086_1	218086	218086	0	0	6510_hu	14647	70	assessment/habitatmap 2023
21812841_1	21812841	NA	1	1	9120	42774	70	habitatmap 2023
2181414_1	2181414	2181414	1	0	6510_hu	15782	15	habitatmap 2023
218158_1	218158	218158	1	0	4010	56100	90	habitatmap 2023
218322_1	218322	218322	1	0	4030	17760	NA	assessment
2188657_1	2188657	2188657	1	0	2120	84287	40	habitatmap 2023
21894_1	21894	21894	0	0	6510_hu	51164	60	habitatmap 2023
2190129_1	2190129	2190129	1	0	2120	44820	100	habitatmap 2023
21919801_1	21919801	NA	1	1	91E0_va	2921	100	habitatmap 2023
2192370_1	2192370	2192370	0	0	6230_hn	32338	50	assessment/habitatmap 2023
2193710_1	2193710	2193710	0	0	6230_ha	56113	20	habitatmap 2023
219446_1	219446	219446	1	0	4030	19980	100	assessment/habitatmap 2023
21960121_1	21960121	NA	1	1	91E0_va	2782	95	habitatmap 2023
219694_1	219694	219694	1	0	91E0_vo	89450	10	assessment/habitatmap 2023
2198_1	2198	2198	1	0	9160	52731	NA	assessment
22_1	10082997	22	1	0	2130_hd	47562	NA	assessment
2200786_1	2200786	2200786	1	0	6230_hn	27984	70	habitatmap 2023
2201202_2	27367026	2201202	1	0	6510_huk	14201	NA	assessment
2204658_1	2204658	2204658	1	0	2330_dw	24637	100	habitatmap 2023
2205109_1	2205109	2205109	1	0	2180	39779	100	assessment/habitatmap 2023
2205873_1	2205873	2205873	1	0	2120	44360	80	habitatmap 2023
2206441_1	2206441	2206441	1	0	91E0_sf	45399	100	habitatmap 2023
2207537_1	2207537	2207537	1	0	2180	49269	100	assessment/habitatmap 2023
220786_2	4480626	220786	1	0	6510_huk	12900	75	assessment/habitatmap 2023
220882_1	220882	220882	1	0	6230_ha	9262	10	assessment/habitatmap 2023
22097970_1	22097970	22097970	0	0	6410_mo	11353	20	habitatmap 2023
22153_1	22153	22153	0	0	9160	73828	100	habitatmap 2023
2215337_1	2215337	2215337	1	0	91E0_sf	45327	100	habitatmap 2023
2215593_1	2215593	2215593	0	0	91E0_sf	5710	100	habitatmap 2023
2215729_1	2215729	2215729	1	0	2120	39952	100	habitatmap 2023
2218677_1	2218677	2218677	1	0	2120	47562	100	habitatmap 2023
22192274_1	22192274	NA	1	1	9190	74971	70	habitatmap 2023
2221233_1	2221233	2221233	1	0	2180	50548	100	assessment/habitatmap 2023
22218713_1	22218713	NA	1	1	9130_end	4128	100	habitatmap 2023
222194_1	222194	222194	1	0	4030	29113	100	assessment/habitatmap 2023
222377_1	222377	222377	1	0	91E0_sf	5098	100	habitatmap 2023
222418_1	222418	222418	1	0	2330_dw	40555	20	assessment/habitatmap 2023
2225078_2	2225078	2225078	1	0	7140_meso	93677	50	assessment/habitatmap 2023
222518_1	222518	222518	1	0	7140_meso	35121	NA	assessment
2227625_1	2227625	2227625	1	0	91E0_sf	45629	100	assessment/habitatmap 2023
22302_1	22302	22302	0	0	9190	65866	100	habitatmap 2023
22314982_1	22314982	NA	0	1	9190	92440	100	habitatmap 2023
2233618_2	2233618	2233618	1	0	6510_hu	76307	70	assessment/habitatmap 2023
22339078_1	22339078	NA	1	1	9120	24537	100	habitatmap 2023
22354_1	22354	22354	0	0	9190	77812	100	habitatmap 2023
2238162_1	2238162	2238162	1	0	6230_ha	9262	10	habitatmap 2023
2239241_1	2239241	2239241	1	0	1330_hpr	34980	100	assessment/habitatmap 2023
22407526_1	22407526	22407526	0	0	6410_mo	63937	65	habitatmap 2023
2244850_1	2244850	2244850	1	0	6510_hu	14108	10	habitatmap 2023
224726_1	224726	224726	0	0	9160	88755	NA	assessment
224734_1	224734	224734	1	0	4010	51811	100	habitatmap 2023
2247734_1	2247734	2247734	0	0	6230_hn	14074	60	habitatmap 2023
224850_1	224850	224850	1	0	4030	29126	100	assessment/habitatmap 2023
22487033_1	22487033	NA	0	1	91E0_vn	88811	100	habitatmap 2023
224950_1	224950	224950	1	0	91E0_vo	17412	40	habitatmap 2023
225073_1	225073	225073	1	0	2130_hd	37494	100	habitatmap 2023
225246_1	225246	225246	0	0	6230_ha	33208	60	assessment/habitatmap 2023
22532550_1	22532550	NA	1	1	9120	16753	85	habitatmap 2023
225334_1	225334	225334	1	0	2310	18549	100	assessment/habitatmap 2023
2257158_1	2257158	2257158	1	0	6510_hu	22230	100	habitatmap 2023
225910_1	225910	225910	1	0	2330_bu	87446	100	assessment/habitatmap 2023
226014_1	226014	226014	1	0	4030	63415	NA	assessment
226230_1	226230	226230	1	0	4030	87671	100	assessment/habitatmap 2023
226262_1	226262	226262	1	0	6230_hn	69381	100	assessment/habitatmap 2023
22643977_1	22643977	NA	1	1	91E0_va	38444	100	habitatmap 2023
22646750_1	22646750	NA	0	1	9190	91174	100	habitatmap 2023
22648326_1	22648326	NA	1	1	9120	24553	100	habitatmap 2023
2264998_2	19042214	2264998	1	0	6230_hmo	14564	100	assessment/habitatmap 2023
226606_1	226606	226606	1	0	4030	81188	100	assessment/habitatmap 2023
2266289_1	2266289	2266289	1	0	2120	50626	25	habitatmap 2023
22665366_1	22665366	NA	1	1	91E0_va	52884	100	habitatmap 2023
226782_1	226782	226782	1	0	4010	91335	95	habitatmap 2023
22706534_1	22706534	22706534	0	0	6410_mo	63937	65	habitatmap 2023
2270930_2	19048146	2270930	1	0	7140_oli	15763	90	assessment/habitatmap 2023
22726_1	22726	22726	1	0	9160	20686	NA	assessment
227286_1	227286	227286	1	0	9190	76231	NA	assessment
2273073_1	20115249	2273073	1	1	2180	49270	100	assessment/habitatmap 2023
22737094_1	22737094	NA	0	1	91E0_vn	88134	100	habitatmap 2023
2274673_1	2274673	2274673	1	0	2120	61334	60	habitatmap 2023
2274930_1	2274930	2274930	1	0	6510_hu	9176	20	habitatmap 2023
22756882_1	22756882	NA	0	1	91E0_vn	87905	70	habitatmap 2023
2276486_1	2276486	2276486	1	0	6510_hu	13191	60	habitatmap 2023
2277169_1	2277169	2277169	1	0	2120	61523	100	habitatmap 2023
22780161_1	22780161	NA	0	1	9120	39351	100	habitatmap 2023
22781577_1	22781577	NA	0	1	91E0_vn	88398	100	habitatmap 2023
2280566_1	2280566	2280566	1	0	2330_dw	41088	60	habitatmap 2023
2281265_1	2281265	2281265	1	0	2120	53870	15	habitatmap 2023
2282665_1	2282665	2282665	0	0	91E0_sf	4928	100	habitatmap 2023
22828989_1	22828989	NA	1	1	1330_da	76860	30	habitatmap 2023
228661_1	52362549	228661	1	1	2130_hd	48659	100	assessment/habitatmap 2023
22870193_1	22870193	22870193	1	0	2190_mp	50561	30	habitatmap 2023
228977_2	50560625	228977	1	0	2160	45876	100	assessment/habitatmap 2023
229074_1	229074	229074	1	0	4010	56596	100	assessment/habitatmap 2023
2293161_1	2293161	2293161	1	0	91E0_sf	45631	100	habitatmap 2023
229362_2	15958002	229362	1	0	2330_dw	18799	100	assessment/habitatmap 2023
22948294_1	22948294	NA	0	1	9120	21446	100	habitatmap 2023
2299537_2	2299537	2299537	0	0	6510_hua	3061	100	assessment/habitatmap 2023
23_2	38676533	23	1	0	2130_hd	48507	100	assessment/habitatmap 2023
230110_1	230110	230110	1	0	4010	37146	100	assessment/habitatmap 2023
2302646_1	2302646	2302646	1	0	7140_oli	13725	98	habitatmap 2023
230326_1	230326	230326	1	0	2310	81445	100	habitatmap 2023
23073462_1	23073462	NA	0	1	91E0_vm	87672	70	habitatmap 2023
2307889_1	2307889	2307889	1	0	2120	46029	20	habitatmap 2023
23086_1	23086	23086	1	0	7140_oli	65148	100	assessment/habitatmap 2023
2309094_1	2309094	2309094	1	0	6510_hu	14671	100	habitatmap 2023
230930_1	230930	230930	0	0	91E0_vo	92106	70	assessment/habitatmap 2023
231122_1	231122	231122	1	0	4030	10875	70	habitatmap 2023
2312817_1	2312817	2312817	1	0	2130_had	40014	100	habitatmap 2023
2314293_2	3559477	2314293	1	0	2180	49132	100	assessment/habitatmap 2023
2315314_1	2315314	2315314	1	0	6510_hu	9996	40	habitatmap 2023
231702_1	231702	231702	1	0	6510_hus	14693	100	assessment/habitatmap 2023
231702_2	231702	231702	1	0	6510_hus	14693	100	habitatmap 2023
2317298_1	2317298	2317298	1	0	2330_dw	14993	80	habitatmap 2023
2318034_1	2318034	2318034	1	0	6230_ha	9262	10	habitatmap 2023
2318966_1	2318966	2318966	1	0	7140_oli	66729	80	assessment/habitatmap 2023
23197873_1	23197873	23197873	1	0	2190_mp	50561	30	habitatmap 2023
23221_2	23221	23221	1	0	2130_hd	47562	NA	assessment
2323649_1	2323649	NA	1	1	9120	38513	100	habitatmap 2023
23238_1	23238	23238	1	0	9160	17966	60	assessment/habitatmap 2023
23257_2	23257	23257	0	0	9130	8254	NA	assessment
