point_code	is_centroid	grts_ranking	x	y
2745494_1	1	2745494	167837.6	206670.1
2745521_1	1	2745521	26045.6	199342.1
2746674_1	1	2746674	226109.59	183406.11
27474_1	1	27474	238877.62	194222.07
2748273_1	1	2748273	50205.6	209934.1
2748498_1	1	2748498	249917.6	197870.1
2748593_1	1	2748593	23741.6	196046.1
2749366_1	1	2749366	218429.6	198990.1
2750070_1	1	2750070	214333.6	203854.1
2750598_1	1	2750598	185853.6	180494.1
275062_1	1	275062	217373.6	203822.1
2751750_1	1	2751750	166909.6	164014.1
2751913_1	1	2751913	135997.6	199918.1
275382_1	1	275382	216893.63	198958.14
2754066_1	1	2754066	231805.6	212206.1
27552502_1	0	27552502	191942.1	210179.7
275830_1	1	275830	214109.6	216814.1
27602_1	1	27602	229373.56	194638.1
276086_1	1	276086	213309.6	203310.1
2760937_1	1	2760937	146557.5	196046.2
2762450_1	1	2762450	223485.6	189806.1
2764213_1	1	2764213	62557.6	222542.1
2764337_1	1	2764337	30205.6	202446.1
276438_1	1	276438	185597.58	208590.19
2767798_1	1	2767798	214205.59	197006.12
2768390_1	1	2768390	159229.6	166030.1
2770665_1	1	2770665	137789.6	194414.1
277158_1	1	277158	195549.59	173070.11
277214_1	1	277214	158941.62	227278.06
2773045_1	1	2773045	76605.6	226510.1
2778929_1	1	2778929	37949.6	205582.1
2780977_1	1	2780977	33053.6	202446.1
2780977_2	0	19820337	33046.19	202464.98
2785266_1	1	2785266	240093.6	183278.1
27865_1	1	27865	119549.6	162478.1
278790_1	0	278790	165931.4	166654.8
278902_1	1	278902	213981.6	213166.1
2789522_1	1	2789522	242141.6	208334.1
279146_1	1	279146	230333.6	220206.1
2792238_1	1	2792238	195773.6	227950.1
279478_1	1	279478	215709.56	200718.13
27954_1	1	27954	224669.6	178926.1
2796981_1	1	2796981	62045.6	220686.1
2798518_1	1	2798518	218205.6	199214.1
2799826_1	1	2799826	218845.6	198702.1
28_1	0	1152177	23266.5	198544.3
28_2	0	9540785	23290.2	198565.6
2801065_1	1	2801065	136541.6	198638.1
280182_1	1	280182	213661.6	205070.1
280274_1	1	280274	225917.59	188878.11
28033446_1	0	28033446	193951.7	176691.5
2804489_1	1	2804489	107613.6	216302.1
2805181_1	1	2805181	139645.6	219854.1
2805181_2	0	53136829	139644.27	219832.6
2806505_1	1	2806505	143229.6	201070.1
28071869_1	0	28071869	145928.97	219630.99
2807209_1	1	2807209	134589.6	194062.1
280854_1	1	280854	164317.59	187438.11
2809525_1	1	2809525	69789.58	219821.91
2810033_1	1	2810033	25085.6	196878.1
281177_1	1	281177	111229.47	178670.12
2812242_1	1	2812242	248125.6	190734.1
28126_1	1	28126	164541.58	227566.07
2813697_1	1	2813697	60829.59	204718.12
2814902_1	1	2814902	218365.6	198190.1
2814902_2	0	2814902	218379.72	198191.19
281554_1	1	281554	227133.65	194702.09
281654_1	1	281654	198365.6	188238.1
28175669_1	1	28175669	76989.6	227918.1
28181126_1	0	28181126	171918.5	169669.1
282225_1	1	282225	40701.59	209070.11
282230_1	1	282230	212989.592	210030.1136
282322_1	1	282322	224253.58	193902.18
2823606_1	1	2823606	206845.6	188814.1
282550_1	1	282550	218269.6	196718.1
282614_1	1	282614	189117.6	217774.1
282614_2	0	282614	189107.8	217774.4
282678_1	1	282678	196157.56	193518.12
2827185_1	1	2827185	36093.6	199790.1
282793_1	1	282793	133277.6	193518.1
282801_1	0	21042353	23427.3	199499.9
282801_2	0	41149617	25418.79	199208.68
282802_1	1	282802	241213.6	168302.1
282802_2	1	282802	241213.59	168302.11
2828846_1	1	2828846	194749.6	223310.1
2829749_1	1	2829749	62397.6	222030.1
2830389_1	1	2830389	78845.6	223470.1
283094_1	1	283094	179709.59	215790.11
283094_2	1	41439702	179613.67	215726.1
283254_1	1	283254	216381.6	203310.1
2833129_1	1	2833129	140573.6	201102.1
28342_1	1	28342	215325.6	188078.1
28370_1	1	28370	224925.62	189998.19
2839602_1	1	2839602	221469.6	175438.1
2839602_2	0	46617650	221402.53	175373.43
2841014_1	1	2841014	209597.6	190542.1
2841894_1	1	2841894	214973.56	162830.12
2842322_1	1	2842322	223901.6	190062.1
2843825_1	1	2843825	24989.6	199214.1
2845362_1	1	2845362	245629.6	160590.1
28462_1	1	28462	198557.6	227662.1
284729_1	1	284729	127997.6	167406.1
284729_2	0	284729	127996.47	167392.8
2847730_1	1	2847730	236125.6	182830.1
2850101_1	1	2850101	78941.6	228142.1
2850782_1	1	2850782	160125.6	225550.1
2850870_1	1	2850870	197789.6	189934.1
2852306_1	1	2852306	231357.6	193774.1
28541225_1	0	28541225	152942.3	204179.8
28546_1	1	28546	258333.56	159854.17
285522_1	1	285522	235933.6	195342.1
2855958_1	1	2855958	161693.6	200142.1
285682_1	1	285682	240253.6	181230.1
285906_1	1	285906	226013.57	194254.21
2862517_1	1	2862517	62237.6	221390.1
286294_1	1	286294	173277.6	200558.1
286418_1	1	286418	224317.6	190510.1
28642518_1	0	28642518	172941.7	214681
28658_1	1	28658	240317.63	185614.12
2866601_1	1	2866601	136477.6	198126.1
2867166_1	1	2867166	159293.6	226286.1
2867990_1	1	2867990	155038.04	186414.8
287094_1	1	287094	212541.59	210542.11
2871473_1	1	2871473	23805.6	196526.1
287350_1	1	287350	216061.6	204334.1
2874037_1	1	2874037	65821.6	224430.1
2875061_1	1	2875061	69949.59	220526.11
2875090_1	1	2875090	223613.6	189934.1
2875569_1	1	2875569	24221.6	196622.1
2876593_1	1	2876593	25117.6	199406.1
28766001_1	1	28766001	33053.6	204174.1
287730_1	1	287730	237469.6	185742.1
2877617_1	1	2877617	27229.6	199950.1
287798_1	1	287798	196029.592	189870.1136
28790_1	1	28790	204573.59	212814.11
2879665_1	1	2879665	23485.6	196014.1
28796857_1	0	28796857	152981	161179
2880438_1	1	2880438	218109.6	198926.1
2882997_1	0	46529973	59477	221037.1
2888310_1	1	2888310	215453.6	203694.1
2889129_1	1	2889129	133501.6	194030.1
28902_1	1	28902	217469.6	172430.1
289078_1	1	289078	193437.55	191086.14
2891673_1	1	2891673	94845.6	169838.1
2891673_2	0	2891673	94843.47	169832.25
289234_1	1	289234	227709.53	192654.17
289513_1	1	289513	136733.6	198670.1
289746_1	1	289746	228893.54	194574.14
2898758_1	1	2898758	177693.6	167246.1
2899462_1	1	2899462	158845.6	165710.1
2899713_1	1	2899713	61853.6	205006.1
29_1	1	10138801	24349.6	200270.1
29_2	0	10138801	24354.7	200263.1
290098_1	1	290098	224509.66	178766.33
2902665_1	1	2902665	111933.59	193166.11
2902665_2	1	27282057	111869.61	193262.05
290270_1	1	290270	164861.6	227438.1
2903094_1	1	2903094	198429.6	187918.1
290609_1	0	5009201	32883.2	202807.21
2906805_1	1	2906805	66173.6	224398.1
290690_1	1	290690	258205.59	159950.11
29073_1	1	29073	29885.59	170734.11
290870_1	1	290870	194429.58	192334.16
2908853_1	1	2908853	65085.6	220238.1
2911526_1	1	2911526	217149.6	164494.1
2911526_2	0	53243174	217151.13	164464.49
291446_1	1	291446	217725.6	203534.1
2914481_1	1	2914481	29821.6	201902.1
291550_1	1	291550	154493.6	232910.1
2915825_1	1	2915825	43389.6	187598.1
29161649_1	1	29161649	28445.6	200206.1
291766_1	1	291766	217565.6	199918.1
2918454_1	1	2918454	198525.6	193870.1
29202_1	1	29202	227229.6	215022.1
2921141_1	1	2921141	64221.6	219886.1
2922993_1	1	2922993	40189.59	186030.11
292470_1	1	292470	214365.6	202414.1
2925569_1	1	2925569	56733.6	215374.1
292585_1	1	292585	136765.6	197582.1
2926769_1	1	2926769	26621.6	199534.1
292822_1	1	292822	183901.59	210062.11
29302_1	1	29302	218109.6	203630.1
293041_1	0	44969521	30135.2	202623.4
293041_2	1	293041	30205.59	202158.11
293206_1	1	293206	184861.6	189550.1
2933634_1	1	2933634	252861.6	159374.1
2934297_1	1	2934297	94621.6	168814.1
29353_1	1	29353	120701.59	186478.11
293598_1	1	293598	158429.55	228270.09
2936245_1	1	2936245	61725.6	219790.1
2936253_1	1	2936253	139549.7	220142.32
29365305_1	0	29365305	123942.2	168679.8
2937462_1	1	2937462	215485.6	203182.1
29406_1	1	29406	154397.52	232526.16
2940982_1	1	2940982	194173.6	191598.1
2941105_1	1	2941105	24221.6	196270.1
294198_1	1	294198	188541.57	187502.28
2942609_1	1	2942609	36349.6	183790.1
2942609_2	0	2942609	36350.54	183788.93
29428422_1	0	29428422	157942.1	178679.7
2943734_1	1	2943734	190397.6	210190.1
2943734_2	0	53275382	190376.49	210168.57
2943734_3	1	19720950	190365.59	210190.11
2945974_1	1	2945974	218013.6	198158.1
2945974_2	1	53277622	218013.83	198125.29
294610_1	1	294610	225245.59	193454.11
2946678_1	1	2946678	213725.6	204142.1
29486897_1	1	29486897	32317.6	204014.1
2948790_1	1	2948790	216605.6	188206.1
294898_1	1	294898	239133.6	183374.1
2950130_1	1	2950130	237533.6	183502.1
2954450_1	1	2954450	219197.6	197166.1
2954514_1	1	2954514	219165.6	217326.1
2954514_2	0	2954514	219164.32	217331.11
29558_1	1	29558	207549.56	209869.99
2956078_1	0	2956078	194942.2	227679.9
295646_1	1	295646	154717.59	232974.11
2956777_1	1	2956777	136733.6	191566.1
2957614_1	1	2957614	190717.6	228814.1
295798_1	1	295798	208861.6	208270.1
2958513_1	1	2958513	24925.6	199118.1
295862_1	1	295862	215133.64	200878.12
29595581_1	0	29595581	146103.82	219177.05
29610566_1	0	29610566	172943	165182.7
296129_1	1	296129	86845.59	205230.11
296146_1	1	296146	218813.6	195758.1
2961473_1	1	2961473	77181.6	196942.1
296193_1	1	296193	70493.6	207438.1
29622_1	1	29622	217117.53	199886.05
2962358_1	1	2962358	216957.6	198446.1
296373_1	1	296373	57149.6	219918.1
2964789_1	1	2964789	77501.6	227758.1
2965014_1	1	2965014	154045.6	195278.1
2965297_1	1	2965297	30493.6	202414.1
296530_1	1	296530	239837.6	187918.1
29654_1	1	29654	179869.59	207918.11
2965638_1	1	2965638	177981.6	182254.1
296658_1	1	296658	224925.58	189678.2
2967065_1	1	2967065	94781.6	169230.1
2967065_2	0	33932825	94721.57	169230.63
2969590_1	0	2969590	188942.2	218179.8
297073_1	0	20260977	53859.3	216418.8
2970834_1	1	2970834	219805.6	196942.1
297201_1	1	297201	43229.6	198062.1
297234_1	1	297234	223069.6	217422.1
297234_2	0	297234	223061.83	217416.64
2972806_1	1	2972806	184253.6	182318.1
29742278_1	0	29742278	167928.7	182663.5
2977246_1	1	2977246	165117.54	226798.02
2977874_1	1	2977874	250461.6	197262.1
2978486_1	1	2978486	210621.6	186702.1
29818165_1	1	29818165	77917.6	227854.1
2981953_1	1	2981953	78237.6	197358.1
2981953_2	0	37847105	78229.88	197308.34
2982454_1	0	2982454	196942.2	196179.8
29830465_1	0	29830465	73941.6	192183.8
29861022_1	0	29861022	173942.3	225180
2987185_1	1	2987185	23101.59	198126.12
2987218_1	1	2987218	219325.6	196878.1
298918_1	1	298918	186237.6	180046.1
298918_2	0	298918	186239.27	180046.2
298937_1	1	298937	147293.6	157166.1
298937_2	0	298937	147285.18	157153.41
2991281_1	1	2991281	25693.6	198766.1
2992201_1	1	2992201	101981.6	217390.1
299310_1	1	299310	190941.59	229902.11
2993589_1	1	2993589	62621.57	221038.23
2993969_1	1	2993969	33437.65	203405.96
299701_1	1	299701	64253.89	219725.93
2998962_1	1	2998962	250621.6	160430.1
3_1	1	103601	23101.6	198446.1
3_2	0	103601	23101.7	198451.4
30009273_1	0	30009273	152942.1	159679.9
3001842_1	1	3001842	247165.6	183086.1
300209_1	0	34116785	23915.43	198382.01
300242_1	1	300242	218909.65	197038.15
3002670_1	1	3002670	190621.32	228846.25
30038574_1	0	30038574	194936.7	225186.3
300534_1	1	300534	195677.67	203950.07
300649_1	1	300649	129117.9	214958.21
3006641_1	1	3006641	24861.6	196366.1
3006882_1	1	3006882	251965.6	199406.1
3008870_1	1	3008870	197309.6	167374.1
3008870_2	0	51767654	197410.1	167375
300918_1	1	300918	206621.56	204078.18
30098130_1	0	30098130	221942.2	193679.8
3010229_1	1	3010229	68573.6	220622.1
3010229_2	0	53341877	68596.97	220600.1
3011510_1	1	3011510	218493.59	198638.11
3012214_1	1	3012214	214141.6	203950.1
3013714_1	1	3013714	251389.6	199342.1
3013714_2	0	32373842	251382.15	199318.94
30148721_1	1	30148721	53117.6	217262.1
30153_1	1	30153	102045.6	194574.1
30155897_1	0	30155897	150942.2	178679.8
3016210_1	1	3016210	231709.3	212142.3
301650_1	1	301650	239069.6	190158.1
30165849_1	0	30165849	114971.6	178178.2
301846_1	1	301846	160861.57	188942.06
302006_1	1	302006	210621.62	197006.04
30201650_1	0	30201650	231942.2	176679.8
3020498_1	1	3020498	222845.6	187342.1
302198_1	1	302198	206653.6	212078.1
302198_2	1	59022454	206621.59	212142.11
302290_1	1	302290	225053.6	194542.04
3023926_1	1	3023926	194141.6	189806.1
3025009_1	0	11413617	53819.05	215975.95
3026_1	1	3026	228637.55	194030.18
3026229_1	1	3026229	77245.6	227726.1
3026229_2	0	40774965	77245.73	227764.6
3026357_1	1	3026357	62717.6	222254.1
3026357_2	0	7482805	62773.1	222189.92
3026481_1	1	3026481	30205.6	202702.1
3026737_1	1	3026737	33597.6	203214.1
30290_1	1	30290	240541.72	187054.14
30326_1	1	30326	214493.6	202574.1
3034166_1	1	3034166	199133.6	188270.1
3035189_1	1	3035189	76445.6	226350.1
3035830_1	1	3035830	214397.6	186734.1
3036337_1	1	3036337	22717.59	198382.11
303721_1	1	303721	132765.6	215246.1
303721_2	1	16032361	132733.59	215246.11
3038653_1	1	3038653	137853.6	220462.1
30393030_1	0	30393030	156965.5	178660
303942_1	1	303942	183837.6	164654.1
304129_1	1	304129	56829.6	215214.1
30418_1	1	30418	225917.59	187662.11
30418_2	1	16807634	225885.59	187662.11
304305_1	1	304305	25149.6	198958.1
304305_2	1	861361	25053.75	199086
3043121_1	1	3043121	33085.6	202478.1
3043121_2	0	44986161	33116.48	202478.56
304338_1	1	304338	220733.56	196910.03
3043670_1	1	3043670	184989.59	190638.11
30441_1	1	30441	137181.59	197582.11
3044226_1	1	3044226	254173.6	161134.1
3046709_1	1	3046709	78941.6	228334.1
3046837_1	1	3046837	60828.96	222094.69
304710_1	1	304710	172029.59	166766.11
304850_1	1	304850	224381.55	188814.11
3052213_1	1	3052213	64829.6	220302.1
3052545_1	1	3052545	55613.6	218350.1
305329_1	1	305329	26301.59	199438.12
3054593_1	1	3054593	56541.13	212365.68
305969_1	1	305969	36637.6	206734.1
3060662_1	1	3060662	218397.6	199150.1
306130_1	1	306130	229981.57	195534.14
30614_1	1	30614	166397.59	212878.11
3062785_1	1	3062785	57437.6	213742.1
3062785_2	0	15645697	57434.04	213801.14
3063977_1	1	3063977	136061.6	192046.1
30658073_1	0	30658073	89942	161679.8
3067317_1	1	3067317	61469.6	220302.1
3067325_1	1	3067325	139613.49	219950.46
306870_1	1	306870	215741.82	188364.84
3068802_1	1	3068802	255005.6	159086.11
3069105_1	1	3069105	22973.6	199278.1
3069105_2	0	3069105	22972.46	199273.73
3071913_1	1	3071913	127293.6	198350.1
3072177_1	1	3072177	24957.6	196622.1
3073137_1	1	3073137	51805.6	210798.1
307574_1	1	307574	212413.59	213806.11
30774_1	1	30774	201469.6	189998.1
3077777_1	1	3077777	37213.6	183726.1
30790601_1	0	30790601	91942.3	201679.5
308098_1	1	308098	254525.6	159598.1
308098_2	0	308098	254527.19	159602.62
3081398_1	1	3081398	203869.6	194126.1
3084981_1	1	3084981	63997.6	220398.1
30856809_1	0	30856809	129942.3	214679.7
3085969_1	1	3085969	36509.6	183790.1
30873_1	1	30873	103133.6	172142.1
3088310_1	1	3088310	215389.6	197198.1
3089585_1	1	3089585	24733.6	198510.1
30897_1	0	30897	29831.7	202086.9
30897_2	0	28978737	30150.5	202280.4
3090990_1	1	3090990	194973.6	223630.1
3093505_1	1	3093505	58269.6	216302.1
309425_1	0	19462321	28275.7	200474.5
309425_2	0	60225713	28586.7	200980.3
309458_1	1	309458	219293.6	198638.1
309458_2	0	50641106	219324.3	198636.2
3095861_1	1	3095861	78109.6	227470.1
3099602_1	1	3099602	227485.6	194926.1
31_1	1	10153777	32957.6	204142.1
31_2	0	10153777	32956.7	204141.4
3101622_1	1	3101622	216509.59	198158.12
31034945_1	0	31034945	82944.8	195185.5
31063622_1	0	31063622	173933.7	166192.2
3108657_1	1	3108657	32509.6	203086.1
3109889_1	1	3109889	57181.6	215438.1
310994_1	1	310994	226813.57	193646.16
31104233_1	0	31104233	151942.3	194679.8
311262_1	1	311262	159389.6	225806.1
311262_2	0	19185630	159369.8	225809.4
311282_1	1	311282	240669.6	182606.1
311349_1	1	311349	78333.6	225742.1
311602_1	1	311602	221725.57	182990.17
311670_1	1	311670	212829.59	214126.11
31186_1	1	31186	229821.6	190734.1
31191145_1	0	31191145	122942.1	206179.9
311914_1	1	311914	230813.6	219374.1
3119406_1	1	3119406	191965.6	231918.1
3120562_1	1	3120562	250493.63	161518.14
3121081_1	1	3121081	145277.6	160526.1
3124661_1	1	3124661	62301.6	221550.1
31258801_1	1	31258801	28637.6	200302.1
3127017_1	1	3127017	137629.6	196846.1
3128745_1	1	3128745	136541.6	198542.1
312914_1	1	312914	239293.6	189358.1
3129478_1	1	3129478	179549.6	181806.1
3129622_1	1	3129622	167133.6	188014.1
31297_1	1	31297	87453.6	199726.1
313021_1	1	313021	147389.6	229550.1
3132850_1	1	3132850	247805.58	162798.11
313305_1	1	313305	107165.6	163278.1
313305_2	0	313305	107164.29	163281.05
3133617_1	1	3133617	24061.6	196142.1
3134649_1	1	3134649	144445.6	156430.1
3134649_2	0	49271993	144467.88	156411.38
3134674_1	1	3134674	219805.6	197102.1
31350278_1	0	31350278	160942.2	167179.8
3136181_1	1	3136181	65629.6	224398.1
3137234_1	1	3137234	223325.6	189966.1
3137713_1	1	3137713	24349.6	196590.1
3138737_1	1	3138737	25373.6	199406.1
313990_1	1	313990	177309.59	169582.11
313990_2	0	17091206	177338.76	169608.77
31401_1	1	31401	126270.05	189421.55
31414_1	1	31414	216061.59	192174.13
3141425_1	1	3141425	32669.59	203630.11
3142325_1	1	3142325	63389.6	221422.1
31423910_1	0	31423910	188942.1	175179.8
31454_1	1	31454	158525.59	228046.11
3145781_1	1	3145781	78429.6	226254.1
31472006_1	0	31472006	184942.2	173179.8
314802_1	1	314802	248157.6	162894.1
3149493_1	1	3149493	68605.6	221390.1
3150454_1	1	3150454	215389.6	203406.1
3150517_1	1	3150517	63229.6	220334.1
315062_1	1	315062	215997.57	187854.19
31520945_1	1	31520945	28413.6	200206.1
3153026_1	1	3153026	256733.61	161454.16
315318_1	1	315318	217277.57	196238.08
315329_1	1	315329	78493.75	202478.3
31545_1	1	31545	135965.59	164238.11
315694_1	1	315694	190269.6	229422.1
315705_1	1	315705	130205.6	155854.1
3157553_1	1	3157553	30109.6	202862.1
31575857_1	0	65130289	33514.1	204466.3
3157873_1	1	3157873	50589.6	209326.1
3160082_1	1	3160082	231037.6	204366.26
316022_1	1	316022	215069.6	203214.1
31602582_1	0	31602582	166942	212679.8
3161089_1	1	3161089	57245.6	212814.1
316114_1	1	316114	220157.6	193198.1
3163010_1	1	3163010	252445.66	160910.16
31641_1	1	31641	89405.59	169774.11
3165238_1	1	3165238	198397.6	187982.1
316601_1	1	316601	144349.6	156462.1
316614_1	1	316614	168317.6	182222.1
316626_1	1	316626	220509.58	197486.04
316646_1	1	316646	212829.6	172878.1
3168949_1	1	3168949	66269.59	224654.11
3170178_1	1	3170178	256189.52	157550.16
3170201_1	1	3170201	94589.6	169518.1
31709877_1	1	31709877	65917.6	224526.1
317202_1	1	317202	218845.68	202926.15
3173042_1	1	3173042	245565.52	161038.18
317617_1	0	53532849	26616.1	200859.31
317662_1	1	317662	161981.59	225390.11
3176625_1	1	3176625	29853.6	201966.1
31778642_1	0	31778642	243018	196647
317814_1	1	317814	214877.59	216910.11
31785222_1	0	31785222	165957.7	166172.1
317878_1	1	317878	209149.6	190894.1
31797_1	1	31797	76221.6	219246.1
31801_1	1	31801	122525.59	164494.11
318217_1	1	318217	105949.6	218126.1
3182645_1	1	3182645	76285.6	226414.1
318450_1	1	318450	240349.6	180654.1
3184774_1	1	3184774	182621.6	181454.1
3185198_1	1	3185198	195709.46	225550.26
31855321_1	0	31855321	119942.1	161179.8
3187889_1	1	3187889	25597.6	198926.1
3188913_1	1	3188913	26397.6	199150.1
31889302_1	0	31889302	167944.4	211681.5
3192390_1	1	3192390	169661.6	167502.1
3192390_2	0	40941126	169691.77	167499.94
31937_1	1	31937	82301.6	207566.1
319665_1	0	15323313	23472.92	196285.99
319665_2	1	319665	24413.59	196270.12
3198389_1	1	3198389	61693.6	219758.1
319862_1	1	319862	214269.6	211662.1
32_1	0	14548277	77620.6	228447.1
3202998_1	1	3202998	215837.6	197838.1
3202998_2	0	1892278	215785.99	197802.67
3203249_1	1	3203249	24477.6	196334.1
3204818_1	1	3204818	224061.6	189742.1
32053_1	1	32053	78557.6	228782.1
32053_2	0	16809269	78556.19	228810.79
3206738_1	1	3206738	238205.6	187534.1
3208342_1	0	3208342	166942.1	209680.1
3208822_1	1	3208822	213661.6	203918.1
320902_1	1	320902	180349.47	172045.84
32091186_1	0	32091186	224942.2	174679.8
320994_1	1	320994	251581.6	207182.1
3210502_1	1	3210502	167037.6	164046.1
321169_1	1	321169	35997.59	183886.11
321169_2	1	27584145	35901.55	183822.16
32127442_1	0	32127442	229939.4	191192.5
3214773_1	1	3214773	61597.6	219598.1
3215029_1	1	3215029	68765.6	220750.1
321589_1	1	321589	75133.6	226574.1
3215990_1	1	3215990	215037.6	203726.1
3216594_1	1	3216594	219613.6	197102.1
32173873_1	1	32173873	32797.6	204238.1
3219382_1	1	3219382	215005.6	197166.1
3219382_2	0	3219382	215016.97	197164.89
322002_1	1	322002	227805.52	193678.06
32214_1	1	32214	183165.6	215598.1
322229_1	1	322229	66845.6	224814.1
3223006_1	1	3223006	164893.74	228782.23
3224562_1	1	3224562	235901.6	182670.1
3225206_1	1	3225206	213149.6	204206.1
32262_1	1	32262	157853.59	166030.11
32264338_1	0	32264338	242942.2	207679.9
3226933_1	1	3226933	77693.6	227726.1
3227441_1	1	3227441	30397.6	202414.1
3227638_1	1	3227638	187901.6	217742.1
3227713_1	1	3227713	77661.6	197038.1
3229302_1	1	3229302	213629.6	204462.1
323154_1	1	323154	238365.6	187374.1
323154_2	0	55832146	238346.8	187353.51
3232374_1	1	3232374	215709.6	203342.1
3232978_1	1	3232978	219933.6	196974.1
323377_1	0	33877809	33220.9	203285.7
32364742_1	0	32364742	165934.1	178686.1
324029_1	1	324029	144157.59	223310.11
3240946_1	1	3240946	236989.6	183598.1
32415297_1	0	32415297	79933.3	197708.2
324318_1	1	324318	153853.56	231918.09
32466_1	1	32466	224797.61	193358.16
324721_1	1	324721	53501.6	210894.1
3249362_1	1	3249362	219485.6	197006.1
3252081_1	1	3252081	48893.6	206702.1
325238_1	1	325238	213917.6	203982.1
325414_1	1	325414	207933.6	165230.1
325478_1	1	325478	198909.6	160142.1
32561_1	1	32561	30909.6	203310.1
325618_1	1	325618	238941.6	179982.1
32612797_1	0	32612797	142101.14	224796.35
32621761_1	0	32621761	86956.1	205668.2
3263241_1	1	3263241	107325.6	216302.1
32681_1	1	32681	126205.6	198734.1
326965_1	1	326965	77501.6	228014.1
326965_2	0	37256501	78423.56	228514.12
326965_3	0	25492789	77493.03	227986.95
3269809_1	1	3269809	25629.6	199182.1
327153_1	1	327153	44125.6	187662.1
327153_2	0	17104369	44156	187657.35
327218_1	1	327218	230813.6	178830.1
3273046_1	1	3273046	184221.6	190734.1
3273046_2	0	36827478	184232.21	190717.34
3273654_1	1	3273654	218205.6	198798.1
327378_1	1	327378	226109.592	192334.1136
32742_1	1	32742	209053.6	184942.1
32742233_1	0	32742233	113942.1	180679.8
3274385_1	1	3274385	36573.6	182958.1
32754_1	1	32754	239421.6	183726.1
3275858_1	1	3275858	250941.6	199502.1
3275858_2	0	36830290	250929.26	199468.82
32761921_1	0	32761921	74938	200657.6
3276198_1	1	3276198	188701.6	175118.1
3276198_2	0	45743526	188662.65	175128.22
32790_1	1	32790	166205.6	199182.1
328406_1	1	328406	173629.6	202766.1
3286_1	1	3286	172765.59	215054.11
3286738_1	1	3286738	223581.6	189774.1
32872041_1	0	32872041	128942.3	214680
32889_1	1	32889	147869.6	184270.1
3292678_1	1	3292678	158781.6	165934.1
3296310_1	1	3296310	198813.6	188110.1
32963893_1	1	32963893	78013.6	227918.1
3296690_1	1	3296690	249245.6	162094.1
329841_1	1	329841	53533.6	217390.1
329841_2	1	2426993	53661.58	217518.11
3298997_1	1	3298997	70397.6	224910.1
33_1	0	16057781	57993.3	220036.7
3300078_1	1	3300078	202813.6	222990.1
33015942_1	0	33015942	183942.2	178179.8
330194_1	1	330194	229181.56	193998.16
3303217_1	1	3303217	38205.6	205582.1
330706_1	1	330706	228157.58	194286.22
3308969_1	1	3308969	135261.6	199726.1
3309237_1	1	3309237	71037.6	221166.1
330985_1	1	330985	151037.6	196686.1
33115350_1	0	33115350	171942.9	215172.3
33129_1	1	33129	128285.6	214318.1
3313906_1	1	3313906	237277.6	174670.1
3314002_1	1	3314002	247773.6	189710.1
331445_1	1	331445	69117.6	221134.1
331445_2	0	33885877	69116.44	221114.1
33153469_1	0	33153469	141711.16	225070.93
331650_1	1	331650	257277.6	160462.1
3316737_1	1	3316737	56477.6	212142.1
331702_1	1	331702	218365.51	197454.07
3319506_1	1	3319506	223869.6	188782.11
3319985_1	1	3319985	27133.6	199822.1
332114_1	1	332114	247421.6	188494.1
3322993_1	1	3322993	54301.6	210670.1
3325745_1	1	3325745	32221.6	202830.1
332726_1	1	332726	215581.61	200142.15
332786_1	1	332786	235901.6	183790.1
332786_2	0	332786	235902	183791.33
332977_1	0	8098993	23248.7	199120.9
332977_2	0	8098993	23247.83	199124.64
333010_1	1	333010	219229.51	197422.03
3332742_1	1	3332742	173885.6	172046.1
333385_1	1	333385	87933.6	204590.1
333385_2	0	333385	87933.36	204588.07
3334321_1	1	3334321	24637.6	196590.1
33359985_1	1	33359985	53341.6	217422.1
3336530_1	1	3336530	248061.6	190734.1
33398_1	1	33398	216765.6	205326.1
334046_1	1	334046	163165.6	225614.1
3341621_1	1	3341621	78077.6	228142.1
3343549_1	0	3343549	141571.89	228419.17
3343922_1	1	3343922	234909.6	182222.1
3347125_1	1	3347125	63997.6	220334.1
334998_1	1	334998	165725.592	204814.1136
33502_1	1	33502	154717.62	233262.05
3351638_1	1	3351638	184221.59	194446.11
3351638_2	0	3351638	184230.2	194445.6
3351977_1	1	3351977	136125.6	197262.1
335337_1	1	335337	136989.6	191630.1
33579206_1	0	33579206	161955.1	184171.7
3358005_1	1	3358005	78045.6	227534.1
335826_1	1	335826	234749.6	194830.1
3358389_1	1	3358389	69213.6	221006.1
3358866_1	1	3358866	242141.6	208462.1
3358866_2	0	66273426	242094.11	208443.48
3359797_1	1	3359797	72222.32	220813.54
335990_1	1	335990	205021.67	211533.82
33622166_1	0	33622166	162952.7	209679.8
3362869_1	1	3362869	76893.6	226670.1
3363798_1	1	3363798	179485.6	208078.1
3363893_1	1	3363893	72093.6	220558.1
33653313_1	0	33653313	86942.2	195679.9
3365874_1	1	3365874	240701.6	180750.1
3366610_1	1	3366610	224125.6	190062.1
3366786_1	1	3366786	256221.67	157710.12
3367542_1	1	3367542	215901.6	205070.1
3367542_2	0	3367542	215902.92	205083.64
33706566_1	0	33706566	171951	165165
337073_1	1	337073	24637.59	198862.12
33718_1	1	33718	215229.6	201038.1
33718_2	0	33718	215229.8	201039.35
337270_1	1	337270	213277.55	215374.15
337321_1	1	337321	136125.6	197806.1
